id	level	doi	outgoing	incoming
10.1007/bf00125225	1	10.1007/bf00125225	0	0
10.1007/bf00125226	1	10.1007/bf00125226	0	0
10.1007/bf00125227	1	10.1007/bf00125227	0	0
10.1007/bf00130034	1	10.1007/bf00130034	0	1
10.1007/bf00130035	1	10.1007/bf00130035	0	0
10.1007/bf00130036	1	10.1007/bf00130036	0	0
10.1007/bf00130037	1	10.1007/bf00130037	0	1
10.1007/bf00130038	1	10.1007/bf00130038	0	0
10.1007/bf00130039	1	10.1007/bf00130039	0	0
10.1007/bf00130040	1	10.1007/bf00130040	0	0
10.1007/bf00130041	1	10.1007/bf00130041	0	0
10.1007/bf00130042	1	10.1007/bf00130042	0	0
10.1007/bf00130043	1	10.1007/bf00130043	0	0
10.1007/bf00130044	1	10.1007/bf00130044	0	0
10.1007/bf00130045	1	10.1007/bf00130045	0	0
10.1007/bf00130046	1	10.1007/bf00130046	0	0
10.1007/bf00130047	1	10.1007/bf00130047	0	0
10.1007/bf00136978	1	10.1007/bf00136978	3	0
10.1007/bf00136979	1	10.1007/bf00136979	12	7
10.1007/bf00136980	1	10.1007/bf00136980	12	19
10.1007/bf00136981	1	10.1007/bf00136981	9	13
10.1007/bf00136982	1	10.1007/bf00136982	1	3
10.1007/bf00136983	1	10.1007/bf00136983	13	5
10.1007/bf00136984	1	10.1007/bf00136984	10	143
10.1007/bf00136985	1	10.1007/bf00136985	5	20
10.1007/bf00136986	1	10.1007/bf00136986	0	1
10.1007/bf00136987	1	10.1007/bf00136987	0	0
10.1007/bf00136988	1	10.1007/bf00136988	0	0
10.1007/bf00136989	1	10.1007/bf00136989	0	0
10.1007/bf00138351	1	10.1007/bf00138351	0	0
10.1007/bf00138352	1	10.1007/bf00138352	0	0
10.1007/bf00138353	1	10.1007/bf00138353	0	3
10.1007/bf00138354	1	10.1007/bf00138354	0	0
10.1007/bf00138355	1	10.1007/bf00138355	0	4
10.1007/bf00138356	1	10.1007/bf00138356	0	1
10.1007/bf00138357	1	10.1007/bf00138357	0	1
10.1007/bf00138358	1	10.1007/bf00138358	0	0
10.1007/bf00138359	1	10.1007/bf00138359	0	0
10.1007/bf00141184	1	10.1007/bf00141184	0	10
10.1007/bf00141185	1	10.1007/bf00141185	30	3
10.1007/bf00141186	1	10.1007/bf00141186	0	1
10.1007/bf00141187	1	10.1007/bf00141187	0	0
10.1007/bf00141188	1	10.1007/bf00141188	4	2
10.1007/bf00141189	1	10.1007/bf00141189	0	3
10.1007/bf00141190	1	10.1007/bf00141190	0	11
10.1007/bf00141191	1	10.1007/bf00141191	0	1
10.1007/bf00141192	1	10.1007/bf00141192	0	0
10.1007/bf00141193	1	10.1007/bf00141193	0	0
10.1007/bf00141194	1	10.1007/bf00141194	0	1
10.1007/bf00142748	1	10.1007/bf00142748	0	1
10.1007/bf00142749	1	10.1007/bf00142749	4	0
10.1007/bf00142750	1	10.1007/bf00142750	1	3
10.1007/bf00142751	1	10.1007/bf00142751	0	1
10.1007/bf00142752	1	10.1007/bf00142752	0	0
10.1007/bf00144729	1	10.1007/bf00144729	7	12
10.1007/bf00144730	1	10.1007/bf00144730	0	0
10.1007/bf00144731	1	10.1007/bf00144731	3	16
10.1007/bf00144732	1	10.1007/bf00144732	0	0
10.1007/bf00144733	1	10.1007/bf00144733	0	0
10.1007/bf00144734	1	10.1007/bf00144734	0	0
10.1007/bf00180472	1	10.1007/bf00180472	0	1
10.1007/bf00180473	1	10.1007/bf00180473	0	0
10.1007/bf00180474	1	10.1007/bf00180474	0	0
10.1007/bf00180475	1	10.1007/bf00180475	0	0
10.1007/bf00180476	1	10.1007/bf00180476	0	0
10.1007/bf00180477	1	10.1007/bf00180477	0	1
10.1007/bf00180478	1	10.1007/bf00180478	0	0
10.1007/bf00180479	1	10.1007/bf00180479	0	0
10.1007/bf00180480	1	10.1007/bf00180480	0	0
10.1007/bf00180481	1	10.1007/bf00180481	0	0
10.1007/bf00186473	1	10.1007/bf00186473	0	0
10.1007/bf00186474	1	10.1007/bf00186474	0	0
10.1007/bf00186475	1	10.1007/bf00186475	0	0
10.1007/bf00186476	1	10.1007/bf00186476	0	0
10.1007/bf00186477	1	10.1007/bf00186477	0	0
10.1007/bf00186478	1	10.1007/bf00186478	0	0
10.1007/bf00186479	1	10.1007/bf00186479	0	0
10.1007/bf00186480	1	10.1007/bf00186480	0	0
10.1007/bf00186481	1	10.1007/bf00186481	0	0
10.1007/bf00186482	1	10.1007/bf00186482	0	0
10.1007/bf00186483	1	10.1007/bf00186483	0	0
10.1007/bf00186484	1	10.1007/bf00186484	0	0
10.1007/bf00186485	1	10.1007/bf00186485	0	0
10.1007/bf00186486	1	10.1007/bf00186486	0	1
10.1007/bf00186487	1	10.1007/bf00186487	0	1
10.1007/bf00186488	1	10.1007/bf00186488	0	0
10.1007/bf00186489	1	10.1007/bf00186489	0	0
10.1007/bf00186490	1	10.1007/bf00186490	0	0
10.1007/bf00186491	1	10.1007/bf00186491	0	0
10.1007/bf00186492	1	10.1007/bf00186492	0	0
10.1007/bf00186493	1	10.1007/bf00186493	0	0
10.1007/bf00186494	1	10.1007/bf00186494	0	0
10.1007/bf00186495	1	10.1007/bf00186495	0	0
10.1007/bf00186496	1	10.1007/bf00186496	0	0
10.1007/bf00188009	1	10.1007/bf00188009	0	0
10.1007/bf00188010	1	10.1007/bf00188010	0	5
10.1007/bf00188011	1	10.1007/bf00188011	0	0
10.1007/bf00188012	1	10.1007/bf00188012	0	0
10.1007/bf00188013	1	10.1007/bf00188013	0	0
10.1007/bf00188014	1	10.1007/bf00188014	0	0
10.1007/bf00188015	1	10.1007/bf00188015	0	0
10.1007/bf00419784	1	10.1007/bf00419784	0	0
10.1007/bf00419785	1	10.1007/bf00419785	0	0
10.1007/bf00419786	1	10.1007/bf00419786	2	1
10.1007/bf00419787	1	10.1007/bf00419787	0	2
10.1007/bf00419788	1	10.1007/bf00419788	2	1
10.1007/bf00419789	1	10.1007/bf00419789	0	1
10.1007/bf00419790	1	10.1007/bf00419790	9	2
10.1007/bf00419791	1	10.1007/bf00419791	0	0
10.1007/bf00419792	1	10.1007/bf00419792	1	1
10.1007/bf00419793	1	10.1007/bf00419793	2	0
10.1007/bf00419794	1	10.1007/bf00419794	0	0
10.1007/bf00419795	1	10.1007/bf00419795	2	0
10.1007/bf00517809	1	10.1007/bf00517809	0	8
10.1007/bf00517810	1	10.1007/bf00517810	1	4
10.1007/bf00517811	1	10.1007/bf00517811	0	5
10.1007/bf00517812	1	10.1007/bf00517812	4	3
10.1007/bf00517813	1	10.1007/bf00517813	1	0
10.1007/bf00517814	1	10.1007/bf00517814	0	1
10.1007/bf00517815	1	10.1007/bf00517815	0	0
10.1007/bf00517816	1	10.1007/bf00517816	0	0
10.1007/bf01174474	2	10.1007/bf01174474	2	0
10.1007/bf01174475	2	10.1007/bf01174475	0	5
10.1007/bf01174476	2	10.1007/bf01174476	3	1
10.1007/bf01174477	2	10.1007/bf01174477	2	4
10.1007/bf01174478	2	10.1007/bf01174478	2	1
10.1007/bf01174479	2	10.1007/bf01174479	10	0
10.1007/bf01174480	2	10.1007/bf01174480	3	0
10.1007/bf01174481	2	10.1007/bf01174481	2	2
10.1007/bf01174482	2	10.1007/bf01174482	1	0
10.1007/bf01174599	2	10.1007/bf01174599	10	0
10.1007/bf01174600	2	10.1007/bf01174600	0	3
10.1007/bf01174601	2	10.1007/bf01174601	2	2
10.1007/bf01174602	2	10.1007/bf01174602	6	1
10.1007/bf01174603	2	10.1007/bf01174603	10	0
10.1007/bf01174604	2	10.1007/bf01174604	11	7
10.1007/bf01174605	2	10.1007/bf01174605	1	1
10.1007/bf01174606	2	10.1007/bf01174606	4	5
10.1007/bf01174607	2	10.1007/bf01174607	11	1
10.1007/bf01174777	2	10.1007/bf01174777	0	0
10.1007/bf01174778	2	10.1007/bf01174778	17	1
10.1007/bf01174779	2	10.1007/bf01174779	1	0
10.1007/bf01174780	2	10.1007/bf01174780	3	2
10.1007/bf01174781	2	10.1007/bf01174781	1	1
10.1007/bf01174782	2	10.1007/bf01174782	3	1
10.1007/bf01174783	2	10.1007/bf01174783	0	1
10.1007/bf01174784	2	10.1007/bf01174784	5	0
10.1007/bf01174785	2	10.1007/bf01174785	0	0
10.1007/bf01179771	2	10.1007/bf01179771	0	0
10.1007/bf01179772	2	10.1007/bf01179772	2	5
10.1007/bf01179773	2	10.1007/bf01179773	0	0
10.1007/bf01179774	2	10.1007/bf01179774	1	0
10.1007/bf01179775	2	10.1007/bf01179775	8	0
10.1007/bf01179776	2	10.1007/bf01179776	0	0
10.1007/bf01179777	2	10.1007/bf01179777	1	1
10.1007/bf01179778	2	10.1007/bf01179778	0	0
10.1007/bf01179779	2	10.1007/bf01179779	2	0
10.1007/bf01179780	2	10.1007/bf01179780	4	4
10.1007/bf01179781	2	10.1007/bf01179781	2	3
10.1007/bf01179782	2	10.1007/bf01179782	0	0
10.1007/bf01179783	2	10.1007/bf01179783	0	0
10.1007/bf01179797	2	10.1007/bf01179797	3	0
10.1007/bf01179798	2	10.1007/bf01179798	0	0
10.1007/bf01179799	2	10.1007/bf01179799	2	0
10.1007/bf01179800	2	10.1007/bf01179800	1	0
10.1007/bf01179801	2	10.1007/bf01179801	0	0
10.1007/bf01179802	2	10.1007/bf01179802	0	0
10.1007/bf01179803	2	10.1007/bf01179803	6	0
10.1007/bf01179804	2	10.1007/bf01179804	4	0
10.1007/bf01179805	2	10.1007/bf01179805	4	0
10.1007/bf01179806	2	10.1007/bf01179806	7	0
10.1007/bf01195054	2	10.1007/bf01195054	2	1
10.1007/bf01195055	2	10.1007/bf01195055	4	0
10.1007/bf01195056	2	10.1007/bf01195056	3	0
10.1007/bf01195057	2	10.1007/bf01195057	6	0
10.1007/bf01195058	2	10.1007/bf01195058	0	1
10.1007/bf01195059	2	10.1007/bf01195059	0	0
10.1007/bf01195060	2	10.1007/bf01195060	3	2
10.1007/bf01205253	2	10.1007/bf01205253	0	1
10.1007/bf01205254	2	10.1007/bf01205254	7	2
10.1007/bf01205255	2	10.1007/bf01205255	1	5
10.1007/bf01205256	2	10.1007/bf01205256	0	17
10.1007/bf01205257	2	10.1007/bf01205257	2	0
10.1007/bf01205258	2	10.1007/bf01205258	3	0
10.1007/bf01205259	2	10.1007/bf01205259	5	0
10.1007/bf01205260	2	10.1007/bf01205260	12	25
10.1007/bf01205261	2	10.1007/bf01205261	2	2
10.1007/bf01205262	2	10.1007/bf01205262	1	0
10.1007/bf01205263	2	10.1007/bf01205263	6	0
10.1007/bf01205264	2	10.1007/bf01205264	3	0
10.1007/bf01205265	2	10.1007/bf01205265	1	0
10.1007/bf01205266	2	10.1007/bf01205266	14	1
10.1007/bf01205267	2	10.1007/bf01205267	0	0
10.1007/bf01205268	2	10.1007/bf01205268	5	8
10.1007/bf01205269	2	10.1007/bf01205269	0	0
10.1007/bf01205276	2	10.1007/bf01205276	0	0
10.1007/bf01205277	2	10.1007/bf01205277	16	6
10.1007/bf01205278	2	10.1007/bf01205278	3	20
10.1007/bf01205279	2	10.1007/bf01205279	2	2
10.1007/bf01205280	2	10.1007/bf01205280	3	1
10.1007/bf01205281	2	10.1007/bf01205281	4	1
10.1007/bf01205282	2	10.1007/bf01205282	6	1
10.1007/bf01205445	2	10.1007/bf01205445	0	0
10.1007/bf01205446	2	10.1007/bf01205446	1	2
10.1007/bf01205447	2	10.1007/bf01205447	0	0
10.1007/bf01205448	2	10.1007/bf01205448	0	12
10.1007/bf01205449	2	10.1007/bf01205449	0	0
10.1007/bf01205450	2	10.1007/bf01205450	0	0
10.1007/bf01205451	2	10.1007/bf01205451	0	0
10.1007/bf01205452	2	10.1007/bf01205452	1	2
10.1007/bf01205453	2	10.1007/bf01205453	0	1
10.1007/bf01205454	2	10.1007/bf01205454	2	1
10.1007/bf01205455	2	10.1007/bf01205455	0	0
10.1007/bf01205456	2	10.1007/bf01205456	0	2
10.1007/bf01205511	2	10.1007/bf01205511	0	0
10.1007/bf01205512	2	10.1007/bf01205512	0	2
10.1007/bf01205513	2	10.1007/bf01205513	1	0
10.1007/bf01205514	2	10.1007/bf01205514	27	0
10.1007/bf01205515	2	10.1007/bf01205515	8	1
10.1007/bf01205516	2	10.1007/bf01205516	5	2
10.1007/bf01205517	2	10.1007/bf01205517	0	0
10.1007/bf01205518	2	10.1007/bf01205518	0	1
10.1007/bf01205519	2	10.1007/bf01205519	16	1
10.1007/bf01205520	2	10.1007/bf01205520	0	1
10.1007/bf01205734	2	10.1007/bf01205734	0	1
10.1007/bf01205735	2	10.1007/bf01205735	13	2
10.1007/bf01205736	2	10.1007/bf01205736	10	1
10.1007/bf01205737	2	10.1007/bf01205737	29	3
10.1007/bf01205738	2	10.1007/bf01205738	15	3
10.1007/bf01205739	2	10.1007/bf01205739	10	42
10.1007/bf01205740	2	10.1007/bf01205740	18	2
10.1007/bf01205741	2	10.1007/bf01205741	0	0
10.1007/bf01205742	2	10.1007/bf01205742	5	0
10.1007/bf01205743	2	10.1007/bf01205743	6	4
10.1007/bf01205744	2	10.1007/bf01205744	4	1
10.1007/bf01205745	2	10.1007/bf01205745	0	0
10.1007/bf01205746	2	10.1007/bf01205746	0	0
10.1007/bf01205981	2	10.1007/bf01205981	6	4
10.1007/bf01205982	2	10.1007/bf01205982	10	12
10.1007/bf01205983	2	10.1007/bf01205983	20	0
10.1007/bf01205984	2	10.1007/bf01205984	8	8
10.1007/bf01205985	2	10.1007/bf01205985	2	4
10.1007/bf01205986	2	10.1007/bf01205986	9	2
10.1007/bf01205987	2	10.1007/bf01205987	5	2
10.1007/bf01205988	2	10.1007/bf01205988	0	0
10.1007/bf01205989	2	10.1007/bf01205989	0	2
10.1007/bf01205990	2	10.1007/bf01205990	0	0
10.1007/bf01205991	2	10.1007/bf01205991	2	0
10.1007/bf01206111	2	10.1007/bf01206111	4	0
10.1007/bf01206112	2	10.1007/bf01206112	14	0
10.1007/bf01206113	2	10.1007/bf01206113	11	1
10.1007/bf01206114	2	10.1007/bf01206114	9	2
10.1007/bf01206115	2	10.1007/bf01206115	10	89
10.1007/bf01206116	2	10.1007/bf01206116	2	3
10.1007/bf01206117	2	10.1007/bf01206117	13	1
10.1007/bf01206118	2	10.1007/bf01206118	6	1
10.1007/bf01206125	2	10.1007/bf01206125	0	2
10.1007/bf01206126	2	10.1007/bf01206126	19	5
10.1007/bf01206127	2	10.1007/bf01206127	17	10
10.1007/bf01206128	2	10.1007/bf01206128	10	1
10.1007/bf01206129	2	10.1007/bf01206129	20	24
10.1007/bf01206130	2	10.1007/bf01206130	10	9
10.1007/bf01206131	2	10.1007/bf01206131	17	6
10.1007/bf01206132	2	10.1007/bf01206132	0	0
10.1007/bf01206133	2	10.1007/bf01206133	0	0
10.1007/bf01206192	2	10.1007/bf01206192	7	0
10.1007/bf01206193	2	10.1007/bf01206193	7	0
10.1007/bf01206194	2	10.1007/bf01206194	25	4
10.1007/bf01206195	2	10.1007/bf01206195	10	1
10.1007/bf01206196	2	10.1007/bf01206196	6	0
10.1007/bf01206197	2	10.1007/bf01206197	0	0
10.1007/bf01208704	2	10.1007/bf01208704	13	0
10.1007/bf01208705	2	10.1007/bf01208705	5	2
10.1007/bf01208706	2	10.1007/bf01208706	1	1
10.1007/bf01208707	2	10.1007/bf01208707	19	4
10.1007/bf01208708	2	10.1007/bf01208708	4	6
10.1007/bf01208709	2	10.1007/bf01208709	0	8
10.1007/bf01208710	2	10.1007/bf01208710	0	0
10.1007/bf01210585	2	10.1007/bf01210585	54	2
10.1007/bf01210586	2	10.1007/bf01210586	13	0
10.1007/bf01210587	2	10.1007/bf01210587	9	2
10.1007/bf01210588	2	10.1007/bf01210588	20	3
10.1007/bf01210589	2	10.1007/bf01210589	3	0
10.1007/bf01210590	2	10.1007/bf01210590	2	0
10.1007/bf01210591	2	10.1007/bf01210591	2	0
10.1007/bf01210599	2	10.1007/bf01210599	0	0
10.1007/bf01210600	2	10.1007/bf01210600	32	7
10.1007/bf01210601	2	10.1007/bf01210601	16	1
10.1007/bf01210602	2	10.1007/bf01210602	46	0
10.1007/bf01210603	2	10.1007/bf01210603	2	0
