doi	level
10.1007/s00146-007-0120-7	2
10.1007/s00146-007-0121-6	2
10.1007/s00146-007-0122-5	2
10.1007/s00146-007-0124-3	2
10.1007/s00146-007-0126-1	2
10.1007/s00146-007-0127-0	2
10.1007/s00146-007-0128-z	2
10.1007/s00146-007-0129-y	2
10.1007/s00146-007-0130-5	2
10.1007/s00146-007-0132-3	2
10.1007/s00146-007-0133-2	2
10.1007/s00146-007-0134-1	2
10.1007/s00146-007-0135-0	2
10.1007/s00146-007-0137-y	2
10.1007/s00146-007-0138-x	2
10.1007/s00146-007-0139-9	2
10.1007/s00146-007-0140-3	2
10.1007/s00146-007-0141-2	2
10.1007/s00146-007-0142-1	2
10.1007/s00146-007-0143-0	2
10.1007/s00146-007-0144-z	2
10.1007/s00146-007-0145-y	2
10.1007/s00146-007-0146-x	2
10.1007/s00146-007-0147-9	2
10.1007/s00146-007-0148-8	2
10.1007/s00146-007-0149-7	2
10.1007/s00146-007-0150-1	2
10.1007/s00146-007-0151-0	2
10.1007/s00146-007-0152-z	2
10.1007/s00146-007-0153-y	2
10.1007/s00146-007-0155-9	2
10.1007/s00146-007-0158-6	2
10.1007/s00146-007-0159-5	2
10.1007/s00146-007-0160-z	2
10.1007/s00146-007-0162-x	2
10.1007/s00146-007-0165-7	2
10.1007/s00146-007-0167-5	2
10.1007/s00146-007-0168-4	2
10.1007/s00146-007-0171-9	2
10.1007/s00146-007-0172-8	2
10.1007/s00146-007-0174-6	2
10.1007/s00146-007-0175-5	2
10.1007/s00146-007-0176-4	2
10.1007/s00146-007-0177-3	2
10.1007/s00146-007-0178-2	2
10.1007/s00146-008-0179-9	2
10.1007/s00146-008-0180-3	2
10.1007/s00146-008-0181-2	2
10.1007/s00146-008-0182-1	2
10.1007/s00146-008-0183-0	2
10.1007/s00146-008-0184-z	2
10.1007/s00146-008-0185-y	2
10.1007/s00146-008-0186-x	2
10.1007/s00146-009-0187-4	2
10.1007/s00146-009-0188-3	2
10.1007/s00146-009-0189-2	2
10.1007/s00146-009-0190-9	2
10.1007/s00146-009-0191-8	2
10.1007/s00146-009-0192-7	2
10.1007/s00146-009-0193-6	2
10.1007/s00146-009-0194-5	2
10.1007/s00146-009-0195-4	2
10.1007/s00146-009-0196-3	2
10.1007/s00146-009-0197-2	2
10.1007/s00146-009-0198-1	2
10.1007/s00146-009-0199-0	2
10.1007/s00146-009-0200-y	2
10.1007/s00146-009-0201-x	2
10.1007/s00146-009-0202-9	2
10.1007/s00146-009-0207-4	2
10.1007/s00146-009-0208-3	2
10.1007/s00146-009-0210-9	2
10.1007/s00146-009-0212-7	2
10.1007/s00146-009-0213-6	2
10.1007/s00146-009-0214-5	2
10.1007/s00146-009-0215-4	2
10.1007/s00146-009-0216-3	2
10.1007/s00146-009-0217-2	2
10.1007/s00146-009-0218-1	2
10.1007/s00146-009-0219-0	2
10.1007/s00146-009-0220-7	2
10.1007/s00146-009-0221-6	2
10.1007/s00146-009-0222-5	2
10.1007/s00146-009-0224-3	2
10.1007/s00146-009-0225-2	2
10.1007/s00146-009-0227-0	2
10.1007/s00146-009-0228-z	2
10.1007/s00146-009-0230-5	2
10.1007/s00146-009-0232-3	2
10.1007/s00146-009-0233-2	2
10.1007/s00146-009-0234-1	2
10.1007/s00146-009-0235-0	2
10.1007/s00146-009-0236-z	2
10.1007/s00146-009-0239-9	2
10.1007/s00146-009-0242-1	2
10.1007/s00146-009-0243-0	2
10.1007/s00146-009-0244-z	2
10.1007/s00146-009-0245-y	2
10.1007/s00146-009-0247-9	2
10.1007/s00146-009-0248-8	2
10.1007/s00146-009-0249-7	2
10.1007/s00146-009-0251-0	2
10.1007/s00146-009-0252-z	2
10.1007/s00146-009-0253-y	2
10.1007/s00146-009-0254-x	2
10.1007/s00146-009-0255-9	2
10.1007/s00146-009-0257-7	2
10.1007/s00146-009-0258-6	2
10.1007/s00146-009-0259-5	2
10.1007/s00146-009-0260-z	2
10.1007/s00146-009-0261-y	2
10.1007/s00146-009-0262-x	2
10.1007/s00146-009-0263-9	2
10.1007/s00146-009-0264-8	2
10.1007/s00146-010-0265-7	2
10.1007/s00146-010-0266-6	2
10.1007/s00146-010-0267-5	2
10.1007/s00146-010-0268-4	2
10.1007/s00146-010-0269-3	2
10.1007/s00146-010-0270-x	2
10.1007/s00146-010-0271-9	2
10.1007/s00146-010-0272-8	2
10.1007/s00146-010-0273-7	2
10.1007/s00146-010-0274-6	2
10.1007/s00146-010-0277-3	2
10.1007/s00146-010-0279-1	2
10.1007/s00146-010-0280-8	2
10.1007/s00146-010-0281-7	2
10.1007/s00146-010-0282-6	2
10.1007/s00146-010-0286-2	2
10.1007/s00146-010-0287-1	2
10.1007/s00146-010-0288-0	2
10.1007/s00146-010-0289-z	2
10.1007/s00146-010-0292-4	2
10.1007/s00146-010-0294-2	2
10.1007/s00146-010-0296-0	2
10.1007/s00146-010-0299-x	2
10.1007/s00146-010-0300-8	2
10.1007/s00146-010-0302-6	2
10.1007/s00146-010-0303-5	2
10.1007/s00146-010-0304-4	2
10.1007/s00146-010-0305-3	2
10.1007/s00146-010-0306-2	2
10.1007/s00146-010-0307-1	2
10.1007/s00146-010-0308-0	2
10.1007/s00146-010-0309-z	2
10.1007/s00146-010-0310-6	2
10.1007/s00146-010-0311-5	2
10.1007/s00146-010-0312-4	2
10.1007/s00146-010-0313-3	2
10.1007/s00146-010-0314-2	2
10.1007/s00146-010-0315-1	2
10.1007/s00146-010-0316-0	2
10.1007/s00146-011-0317-7	2
10.1007/s00146-011-0318-6	2
10.1007/s00146-011-0319-5	2
10.1007/s00146-011-0320-z	2
10.1007/s00146-011-0321-y	2
10.1007/s00146-011-0322-x	2
10.1007/s00146-011-0323-9	2
10.1007/s00146-011-0324-8	2
10.1007/s00146-011-0325-7	2
10.1007/s00146-011-0327-5	2
10.1007/s00146-011-0328-4	2
10.1007/s00146-011-0330-x	2
10.1007/s00146-011-0331-9	2
10.1007/s00146-011-0332-8	2
10.1007/s00146-011-0333-7	2
10.1007/s00146-011-0334-6	2
10.1007/s00146-011-0335-5	2
10.1007/s00146-011-0337-3	2
10.1007/s00146-011-0340-8	2
10.1007/s00146-011-0341-7	2
10.1007/s00146-011-0342-6	2
10.1007/s00146-011-0343-5	2
10.1007/s00146-011-0348-0	2
10.1007/s00146-011-0353-3	2
10.1007/s00146-011-0361-3	2
10.1007/s00146-011-0362-2	2
10.1007/s00146-011-0364-0	2
10.1007/s00146-011-0367-x	2
10.1007/s00146-011-0369-8	2
10.1007/s00146-011-0370-2	2
10.1007/s00146-012-0371-9	2
10.1007/s00146-012-0379-1	2
10.1007/s00146-012-0381-7	2
10.1007/s00146-012-0383-5	2
10.1007/s00146-012-0386-2	2
10.1007/s00146-012-0387-1	2
10.1007/s00146-012-0388-0	2
10.1007/s00146-012-0389-z	2
10.1007/s00146-012-0390-6	2
10.1007/s00146-012-0392-4	2
10.1007/s00146-012-0394-2	2
10.1007/s00146-012-0395-1	2
10.1007/s00146-012-0396-0	2
10.1007/s00146-012-0397-z	2
10.1007/s00146-012-0398-y	2
10.1007/s00146-012-0400-8	2
10.1007/s00146-012-0401-7	2
10.1007/s00146-012-0402-6	2
10.1007/s00146-012-0403-5	2
10.1007/s00146-012-0404-4	2
10.1007/s00146-012-0405-3	2
10.1007/s00146-012-0406-2	2
10.1007/s00146-012-0408-0	2
10.1007/s00146-012-0409-z	2
10.1007/s00146-012-0410-6	2
10.1007/s00146-012-0411-5	2
10.1007/s00146-012-0412-4	2
10.1007/s00146-012-0413-3	2
10.1007/s00146-012-0414-2	2
10.1007/s00146-012-0415-1	2
10.1007/s00146-012-0416-0	2
10.1007/s00146-012-0417-z	2
10.1007/s00146-012-0418-y	2
10.1007/s00146-012-0419-x	2
10.1007/s00146-012-0420-4	2
10.1007/s00146-012-0422-2	2
10.1007/s00146-012-0424-0	2
10.1007/s00146-012-0425-z	2
10.1007/s00146-012-0426-y	2
10.1007/s00146-012-0427-x	2
10.1007/s00146-012-0428-9	2
10.1007/s00146-012-0429-8	2
10.1007/s00146-012-0431-1	2
10.1007/s00146-012-0433-z	2
10.1007/s00146-012-0434-y	2
10.1007/s00146-012-0435-x	2
10.1007/s00146-012-0436-9	2
10.1007/s00146-012-0437-8	2
10.1007/s00146-012-0439-6	2
10.1007/s00146-013-0440-8	2
10.1007/s00146-013-0441-7	2
10.1007/s00146-013-0442-6	2
10.1007/s00146-013-0443-5	2
10.1007/s00146-013-0444-4	2
10.1007/s00146-013-0445-3	2
10.1007/s00146-013-0446-2	2
10.1007/s00146-013-0447-1	2
10.1007/s00146-013-0450-6	2
10.1007/s00146-013-0451-5	2
10.1007/s00146-013-0452-4	2
10.1007/s00146-013-0453-3	2
10.1007/s00146-013-0454-2	2
10.1007/s00146-013-0455-1	2
10.1007/s00146-013-0456-0	2
10.1007/s00146-013-0457-z	2
10.1007/s00146-013-0458-y	2
10.1007/s00146-013-0459-x	2
10.1007/s00146-013-0460-4	2
10.1007/s00146-013-0461-3	2
10.1007/s00146-013-0462-2	2
10.1007/s00146-013-0463-1	2
10.1007/s00146-013-0464-0	2
10.1007/s00146-013-0465-z	2
10.1007/s00146-013-0466-y	2
10.1007/s00146-013-0467-x	2
10.1007/s00146-013-0468-9	2
10.1007/s00146-013-0469-8	2
10.1007/s00146-013-0471-1	2
10.1007/s00146-013-0472-0	2
10.1007/s00146-013-0473-z	2
10.1007/s00146-013-0475-x	2
10.1007/s00146-013-0476-9	2
10.1007/s00146-013-0477-8	2
10.1007/s00146-013-0478-7	2
10.1007/s00146-013-0479-6	2
10.1007/s00146-013-0480-0	2
10.1007/s00146-013-0481-z	2
10.1007/s00146-013-0482-y	2
10.1007/s00146-013-0487-6	2
10.1007/s00146-013-0488-5	2
10.1007/s00146-013-0489-4	2
10.1007/s00146-013-0491-x	2
10.1007/s00146-013-0492-9	2
10.1007/s00146-013-0493-8	2
10.1007/s00146-013-0494-7	2
10.1007/s00146-013-0495-6	2
10.1007/s00146-013-0499-2	2
10.1007/s00146-013-0500-0	2
10.1007/s00146-013-0501-z	2
10.1007/s00146-013-0502-y	2
10.1007/s00146-013-0503-x	2
10.1007/s00146-013-0504-9	2
10.1007/s00146-013-0505-8	2
10.1007/s00146-013-0506-7	2
10.1007/s00146-013-0507-6	2
10.1007/s00146-013-0508-5	2
10.1007/s00146-013-0509-4	2
10.1007/s00146-013-0510-y	2
10.1007/s00146-013-0511-x	2
10.1007/s00146-013-0512-9	2
10.1007/s00146-013-0513-8	2
10.1007/s00146-013-0514-7	2
10.1007/s00146-013-0515-6	2
10.1007/s00146-013-0516-5	2
10.1007/s00146-013-0517-4	2
10.1007/s00146-013-0520-9	2
10.1007/s00146-013-0522-7	2
10.1007/s00146-013-0523-6	2
10.1007/s00146-013-0524-5	2
10.1007/s00146-013-0525-4	2
10.1007/s00146-013-0526-3	2
10.1007/s00146-013-0527-2	2
10.1007/s00146-013-0528-1	2
10.1007/s00146-013-0529-0	2
10.1007/s00146-013-0530-7	2
10.1007/s00146-013-0531-6	2
10.1007/s00146-013-0532-5	2
10.1007/s00146-013-0534-3	2
10.1007/s00146-014-0535-x	2
10.1007/s00146-014-0536-9	2
10.1007/s00146-014-0537-8	2
10.1007/s00146-014-0538-7	2
10.1007/s00146-014-0539-6	2
10.1007/s00146-014-0542-y	2
10.1007/s00146-014-0543-x	2
10.1007/s00146-014-0544-9	2
10.1007/s00146-014-0545-8	2
10.1007/s00146-014-0546-7	2
10.1007/s00146-014-0548-5	2
10.1007/s00146-014-0549-4	2
10.1007/s00146-014-0551-x	2
10.1007/s00146-014-0552-9	2
10.1007/s00146-014-0553-8	2
10.1007/s00146-014-0554-7	2
10.1007/s00146-014-0555-6	2
10.1007/s00146-014-0556-5	2
10.1007/s00146-014-0557-4	2
10.1007/s00146-014-0558-3	2
10.1007/s00146-014-0559-2	2
10.1007/s00146-014-0560-9	2
10.1007/s00146-014-0561-8	2
10.1007/s00146-014-0562-7	2
10.1007/s00146-014-0563-6	2
10.1007/s00146-014-0564-5	2
10.1007/s00146-014-0565-4	2
10.1007/s00146-014-0566-3	2
10.1007/s00146-014-0567-2	2
10.1007/s00146-014-0568-1	2
10.1007/s00146-014-0569-0	2
10.1007/s00146-014-0571-6	2
10.1007/s00146-014-0573-4	2
10.1007/s00146-014-0574-3	2
10.1007/s00146-014-0575-2	2
10.1007/s00146-014-0576-1	2
10.1007/s00146-014-0578-z	2
10.1007/s00146-014-0579-y	2
10.1007/s00146-015-0581-z	2
10.1007/s00146-015-0582-y	2
10.1007/s00146-015-0583-x	2
10.1007/s00146-015-0584-9	2
10.1007/s00146-015-0585-8	2
10.1007/s00146-015-0586-7	2
10.1007/s00146-015-0588-5	2
10.1007/s00146-015-0590-y	2
10.1007/s00146-015-0591-x	2
10.1007/s00146-015-0592-9	2
10.1007/s00146-015-0593-8	2
10.1007/s00146-015-0594-7	2
10.1007/s00146-015-0596-5	2
10.1007/s00146-015-0597-4	2
10.1007/s00146-015-0598-3	2
10.1007/s00146-015-0603-x	2
10.1007/s00146-015-0604-9	2
10.1007/s00146-015-0605-8	2
10.1007/s00146-015-0606-7	2
10.1007/s00146-015-0609-4	2
10.1007/s00146-015-0612-9	2
10.1007/s00146-015-0614-7	2
10.1007/s00146-015-0615-6	2
10.1007/s00146-015-0616-5	2
10.1007/s00146-015-0618-3	2
10.1007/s00146-015-0619-2	2
10.1007/s00146-015-0620-9	2
10.1007/s00146-015-0623-6	2
10.1007/s00146-015-0624-5	2
10.1007/s00146-015-0625-4	2
10.1007/s00146-015-0626-3	2
10.1007/s00146-015-0627-2	2
10.1007/s00146-015-0628-1	2
10.1007/s00146-015-0629-0	2
10.1007/s00146-015-0630-7	2
10.1007/s00146-015-0631-6	2
10.1007/s00146-015-0632-5	2
10.1007/s00146-015-0633-4	2
10.1007/s00146-015-0635-2	2
10.1007/s00146-015-0636-1	2
10.1007/s00146-015-0637-0	2
10.1007/s00146-015-0638-z	2
10.1007/s00146-015-0639-y	2
10.1007/s00146-015-0640-5	2
10.1007/s00146-015-0642-3	2
10.1007/s00146-016-0644-9	2
10.1007/s00146-016-0646-7	2
10.1007/s00146-016-0648-5	2
10.1007/s00146-016-0649-4	2
10.1007/s00146-016-0650-y	2
10.1007/s00146-016-0651-x	2
10.1007/s00146-016-0653-8	2
10.1007/s00146-016-0654-7	2
10.1007/s00146-016-0658-3	2
10.1007/s00146-016-0660-9	2
10.1007/s00146-016-0662-7	2
10.1007/s00146-016-0663-6	2
10.1007/s00146-016-0664-5	2
10.1007/s00146-016-0665-4	2
10.1007/s00146-016-0666-3	2
10.1007/s00146-016-0667-2	2
10.1007/s00146-016-0669-0	2
10.1007/s00146-016-0671-6	2
10.1007/s00146-016-0672-5	2
10.1007/s00146-016-0674-3	2
10.1007/s00146-016-0677-0	2
10.1007/s00146-016-0678-z	2
10.1007/s00146-016-0679-y	2
10.1007/s00146-016-0683-2	2
10.1007/s00146-016-0684-1	2
10.1007/s00146-016-0687-y	2
10.1007/s00146-016-0688-x	2
10.1007/s00146-017-0689-4	2
10.1007/s00146-017-0692-9	2
10.1007/s00146-017-0693-8	2
10.1007/s00146-017-0694-7	2
10.1007/s00146-017-0696-5	2
10.1007/s00146-017-0697-4	2
10.1007/s00146-017-0698-3	2
10.1007/s00146-017-0699-2	2
10.1007/s00146-017-0701-z	2
10.1007/s00146-017-0702-y	2
10.1007/s00146-017-0704-9	2
10.1007/s00146-017-0705-8	2
10.1007/s00146-017-0708-5	2
10.1007/s00146-017-0709-4	2
10.1007/s00146-017-0710-y	2
10.1007/s00146-017-0711-x	2
10.1007/s00146-017-0712-9	2
10.1007/s00146-017-0713-8	2
10.1007/s00146-017-0714-7	2
10.1007/s00146-017-0716-5	2
10.1007/s00146-017-0717-4	2
10.1007/s00146-017-0718-3	2
10.1007/s00146-017-0719-2	2
10.1007/s00146-017-0720-9	2
10.1007/s00146-017-0721-8	2
10.1007/s00146-017-0722-7	2
10.1007/s00146-017-0724-5	2
10.1007/s00146-017-0726-3	2
10.1007/s00146-017-0727-2	2
10.1007/s00146-017-0728-1	2
10.1007/s00146-017-0729-0	2
10.1007/s00146-017-0730-7	2
10.1007/s00146-017-0731-6	2
10.1007/s00146-017-0732-5	2
10.1007/s00146-017-0733-4	2
10.1007/s00146-017-0734-3	2
10.1007/s00146-017-0735-2	2
10.1007/s00146-017-0736-1	2
10.1007/s00146-017-0737-0	2
10.1007/s00146-017-0739-y	2
10.1007/s00146-017-0740-5	2
10.1007/s00146-017-0741-4	2
10.1007/s00146-017-0742-3	2
10.1007/s00146-017-0743-2	2
10.1007/s00146-017-0744-1	2
10.1007/s00146-017-0745-0	2
10.1007/s00146-017-0746-z	2
10.1007/s00146-017-0747-y	2
10.1007/s00146-017-0748-x	2
10.1007/s00146-017-0749-9	2
10.1007/s00146-017-0751-2	2
10.1007/s00146-017-0752-1	2
10.1007/s00146-017-0753-0	2
10.1007/s00146-017-0755-y	2
10.1007/s00146-017-0756-x	2
10.1007/s00146-017-0757-9	2
10.1007/s00146-017-0758-8	2
10.1007/s00146-017-0760-1	2
10.1007/s00146-017-0761-0	2
10.1007/s00146-017-0762-z	2
10.1007/s00146-017-0763-y	2
10.1007/s00146-017-0764-x	2
10.1007/s00146-017-0765-9	2
10.1007/s00146-017-0766-8	2
10.1007/s00146-017-0767-7	2
10.1007/s00146-017-0768-6	2
10.1007/s00146-017-0771-y	2
10.1007/s00146-017-0772-x	2
10.1007/s00146-017-0773-9	2
10.1007/s00146-017-0775-7	2
10.1007/s00146-017-0776-6	2
10.1007/s00146-017-0777-5	2
10.1007/s00146-017-0778-4	2
10.1007/s00146-017-0779-3	2
10.1007/s00146-017-0780-x	2
10.1007/s00146-017-0781-9	2
10.1007/s00146-017-0783-7	2
10.1007/s00146-017-0784-6	2
10.1007/s00146-017-0785-5	2
10.1007/s00146-017-0786-4	2
10.1007/s00146-017-0787-3	2
10.1007/s00146-017-0788-2	2
10.1007/s00146-017-0789-1	2
10.1007/s00146-017-0790-8	2
10.1007/s00146-017-0791-7	2
10.1007/s00146-017-0792-6	2
10.1007/s00146-017-0793-5	2
10.1007/s00146-018-0794-z	2
10.1007/s00146-018-0795-y	2
10.1007/s00146-018-0798-8	2
10.1007/s00146-018-0799-7	2
10.1007/s00146-018-0800-5	2
10.1007/s00146-018-0803-2	2
10.1007/s00146-018-0804-1	2
10.1007/s00146-018-0805-0	2
10.1007/s00146-018-0806-z	2
10.1007/s00146-018-0807-y	2
10.1007/s00146-018-0809-9	2
10.1007/s00146-018-0810-3	2
10.1007/s00146-018-0812-1	2
10.1007/s00146-018-0813-0	2
10.1007/s00146-018-0814-z	2
10.1007/s00146-018-0815-y	2
10.1007/s00146-018-0816-x	2
10.1007/s00146-018-0817-9	2
10.1007/s00146-018-0818-8	2
10.1007/s00146-018-0820-1	2
10.1007/s00146-018-0821-0	2
10.1007/s00146-018-0822-z	2
10.1007/s00146-018-0823-y	2
10.1007/s00146-018-0824-x	2
10.1007/s00146-018-0825-9	2
10.1007/s00146-018-0828-6	2
10.1007/s00146-018-0829-5	2
10.1007/s00146-018-0830-z	2
10.1007/s00146-018-0832-x	2
10.1007/s00146-018-0833-9	2
10.1007/s00146-018-0834-8	2
10.1007/s00146-018-0835-7	2
10.1007/s00146-018-0836-6	2
10.1007/s00146-018-0837-5	2
10.1007/s00146-018-0838-4	2
10.1007/s00146-018-0839-3	2
10.1007/s00146-018-0840-x	2
10.1007/s00146-018-0841-9	2
10.1007/s00146-018-0842-8	2
10.1007/s00146-018-0843-7	2
10.1007/s00146-018-0844-6	2
10.1007/s00146-018-0845-5	2
10.1007/s00146-018-0846-4	2
10.1007/s00146-018-0848-2	2
10.1007/s00146-018-0849-1	2
10.1007/s00146-018-0851-7	2
10.1007/s00146-018-0852-6	2
10.1007/s00146-018-0853-5	2
10.1007/s00146-018-0854-4	2
10.1007/s00146-018-0855-3	2
10.1007/s00146-018-0856-2	2
10.1007/s00146-018-0858-0	2
10.1007/s00146-018-0859-z	2
10.1007/s00146-018-0860-6	2
10.1007/s00146-018-0862-4	2
10.1007/s00146-018-0867-z	2
10.1007/s00146-018-0868-y	2
10.1007/s00146-018-0871-3	2
10.1007/s001460200021	2
10.1007/s001460200023	2
10.1007/s001460200027	2
10.1007/s001460200029	2
10.1007/s001460200030	2
10.1007/s00799-003-0050-z	2
10.1007/s00799-003-0051-y	2
10.1007/s00799-003-0052-x	2
10.1007/s00799-003-0054-8	2
10.1007/s00799-003-0057-5	2
10.1007/s00799-003-0058-4	2
10.1007/s00799-003-0059-3	2
10.1007/s00799-003-0060-x	2
10.1007/s00799-003-0061-9	2
10.1007/s00799-003-0064-6	2
10.1007/s00799-003-0065-5	2
10.1007/s00799-003-0066-4	2
10.1007/s00799-003-0068-2	2
10.1007/s00799-003-0069-1	2
10.1007/s00799-003-0070-8	2
10.1007/s00799-003-0071-7	2
10.1007/s00799-003-0072-6	2
10.1007/s00799-003-0073-5	2
10.1007/s00799-003-0074-4	2
10.1007/s00799-003-0075-3	2
10.1007/s00799-003-0076-2	2
10.1007/s00799-004-0078-8	2
10.1007/s00799-004-0079-7	2
10.1007/s00799-004-0080-1	2
10.1007/s00799-004-0081-0	2
10.1007/s00799-004-0083-y	2
10.1007/s00799-004-0085-9	2
10.1007/s00799-004-0086-8	2
10.1007/s00799-004-0087-7	2
10.1007/s00799-004-0088-6	2
10.1007/s00799-004-0089-5	2
10.1007/s00799-004-0090-z	2
10.1007/s00799-004-0091-y	2
10.1007/s00799-004-0093-9	2
10.1007/s00799-004-0094-8	2
10.1007/s00799-004-0095-7	2
10.1007/s00799-004-0096-6	2
10.1007/s00799-004-0097-5	2
10.1007/s00799-004-0098-4	2
10.1007/s00799-004-0099-3	2
10.1007/s00799-004-0100-1	2
10.1007/s00799-004-0101-0	2
10.1007/s00799-004-0102-z	2
10.1007/s00799-004-0103-y	2
10.1007/s00799-004-0104-x	2
10.1007/s00799-004-0105-9	2
10.1007/s00799-004-0106-8	2
10.1007/s00799-004-0107-7	2
10.1007/s00799-004-0108-6	2
10.1007/s00799-004-0109-5	2
10.1007/s00799-004-0110-z	2
10.1007/s00799-004-0111-y	2
10.1007/s00799-004-0112-x	2
10.1007/s00799-004-0113-9	2
10.1007/s007990050015	2
10.1007/s007990050016	2
10.1007/s007990050017	2
10.1007/s007990050020	2
10.1007/s007990050021	2
10.1007/s007990050022	2
10.1007/s007990050023	2
10.1007/s007990050024	2
10.1007/s00799-005-0116-1	2
10.1007/s00799-005-0117-0	2
10.1007/s00799-005-0118-z	2
10.1007/s00799-005-0119-y	2
10.1007/s00799-005-0120-5	2
10.1007/s00799-005-0121-4	2
10.1007/s00799-005-0122-3	2
10.1007/s00799-005-0123-2	2
10.1007/s00799-005-0124-1	2
10.1007/s00799-005-0125-0	2
10.1007/s00799-005-0126-z	2
10.1007/s00799-005-0127-y	2
10.1007/s00799-005-0128-x	2
10.1007/s00799-005-0129-9	2
10.1007/s00799-005-0130-3	2
10.1007/s00799-005-0131-2	2
10.1007/s00799-005-0132-1	2
10.1007/s00799-005-0133-0	2
10.1007/s00799-005-0134-z	2
10.1007/s00799-005-0135-y	2
10.1007/s00799-006-0001-6	2
10.1007/s00799-006-0002-5	2
10.1007/s00799-006-0003-4	2
10.1007/s00799-006-0004-3	2
10.1007/s00799-006-0006-1	2
10.1007/s00799-007-0008-7	2
10.1007/s00799-007-0009-6	2
10.1007/s00799-007-0010-0	2
10.1007/s00799-007-0011-z	2
10.1007/s00799-007-0012-y	2
10.1007/s00799-007-0013-x	2
10.1007/s00799-007-0014-9	2
10.1007/s00799-007-0015-8	2
10.1007/s00799-007-0016-7	2
10.1007/s00799-007-0017-6	2
10.1007/s00799-007-0018-5	2
10.1007/s00799-007-0019-4	2
10.1007/s00799-007-0021-x	2
10.1007/s00799-007-0022-9	2
10.1007/s00799-007-0023-8	2
10.1007/s00799-007-0024-7	2
10.1007/s00799-007-0025-6	2
10.1007/s00799-007-0026-5	2
10.1007/s00799-007-0028-3	2
10.1007/s00799-007-0030-9	2
10.1007/s00799-007-0031-8	2
10.1007/s00799-007-0032-7	2
10.1007/s00799-008-0033-1	2
10.1007/s00799-008-0034-0	2
10.1007/s00799-008-0035-z	2
10.1007/s00799-008-0036-y	2
10.1007/s00799-008-0037-x	2
10.1007/s00799-008-0038-9	2
10.1007/s00799-008-0039-8	2
10.1007/s00799-008-0041-1	2
10.1007/s00799-008-0042-0	2
10.1007/s00799-008-0043-z	2
10.1007/s00799-008-0044-y	2
10.1007/s00799-008-0045-x	2
10.1007/s00799-008-0046-9	2
10.1007/s00799-008-0047-8	2
10.1007/s00799-008-0048-7	2
10.1007/s00799-008-0049-6	2
10.1007/s00799-009-0050-8	2
10.1007/s00799-009-0051-7	2
10.1007/s00799-009-0052-6	2
10.1007/s00799-009-0054-4	2
10.1007/s00799-009-0055-3	2
10.1007/s00799-009-0056-2	2
10.1007/s00799-009-0057-1	2
10.1007/s00799-010-0058-0	2
10.1007/s00799-010-0059-z	2
10.1007/s00799-010-0060-6	2
10.1007/s00799-010-0061-5	2
10.1007/s00799-010-0062-4	2
10.1007/s00799-011-0063-y	2
10.1007/s00799-011-0064-x	2
10.1007/s00799-011-0065-9	2
10.1007/s00799-011-0066-8	2
10.1007/s00799-011-0067-7	2
10.1007/s00799-011-0069-5	2
10.1007/s00799-011-0070-z	2
10.1007/s00799-011-0071-y	2
10.1007/s00799-011-0072-x	2
10.1007/s00799-011-0073-9	2
10.1007/s00799-011-0074-8	2
10.1007/s00799-011-0075-7	2
10.1007/s00799-011-0076-6	2
10.1007/s00799-011-0077-5	2
10.1007/s00799-012-0078-z	2
10.1007/s00799-012-0079-y	2
10.1007/s00799-012-0080-5	2
10.1007/s00799-012-0081-4	2
10.1007/s00799-012-0082-3	2
10.1007/s00799-012-0083-2	2
10.1007/s00799-012-0084-1	2
10.1007/s00799-012-0085-0	2
10.1007/s00799-012-0086-z	2
10.1007/s00799-012-0087-y	2
10.1007/s00799-012-0088-x	2
10.1007/s00799-012-0089-9	2
10.1007/s00799-012-0090-3	2
10.1007/s00799-012-0092-1	2
10.1007/s00799-012-0093-0	2
10.1007/s00799-012-0094-z	2
10.1007/s00799-012-0096-x	2
10.1007/s00799-012-0097-9	2
10.1007/s00799-012-0098-8	2
10.1007/s00799-012-0100-5	2
10.1007/s00799-012-0101-4	2
10.1007/s00799-012-0102-3	2
10.1007/s00799-013-0103-x	2
10.1007/s00799-013-0104-9	2
10.1007/s00799-013-0105-8	2
10.1007/s00799-013-0106-7	2
10.1007/s00799-013-0107-6	2
10.1007/s00799-014-0108-0	2
10.1007/s00799-014-0109-z	2
10.1007/s00799-014-0110-6	2
10.1007/s00799-014-0111-5	2
10.1007/s00799-014-0112-4	2
10.1007/s00799-014-0113-3	2
10.1007/s00799-014-0114-2	2
10.1007/s00799-014-0115-1	2
10.1007/s00799-014-0116-0	2
10.1007/s00799-014-0117-z	2
10.1007/s00799-014-0118-y	2
10.1007/s00799-014-0120-4	2
10.1007/s00799-014-0121-3	2
10.1007/s00799-014-0122-2	2
10.1007/s00799-014-0123-1	2
10.1007/s00799-014-0124-0	2
10.1007/s00799-014-0125-z	2
10.1007/s00799-014-0127-x	2
10.1007/s00799-014-0128-9	2
10.1007/s00799-014-0129-8	2
10.1007/s00799-014-0130-2	2
10.1007/s00799-014-0131-1	2
10.1007/s00799-014-0132-0	2
10.1007/s00799-014-0133-z	2
10.1007/s00799-014-0134-y	2
10.1007/s00799-014-0135-x	2
10.1007/s00799-014-0136-9	2
10.1007/s00799-015-0137-3	2
10.1007/s00799-015-0138-2	2
10.1007/s00799-015-0139-1	2
10.1007/s00799-015-0140-8	2
10.1007/s00799-015-0141-7	2
