id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight	score<perc dh pubs>	score<perc dh level 1>	score<perc dh level 2>
365378	3020	-0.6935	-0.4499	1	737	1.1894	1399	0	0	0
999352	3021	0.7672	0.1615	4	417	1.1811	1397	0	0	0
418831	3022	-0.3064	-0.0833	5	302	1.1657	1397	0	0	0
1046147	3023	0.2522	0.863	3	580	1.2346	1396	0	0	0
353042	3024	0.5768	0.2698	4	509	1.1655	1396	0	0	0
119168	3025	-0.4572	0.4153	3	620	1.1482	1394	0	0	0
1134076	3026	-0.6899	-0.1819	1	566	1.1714	1393	0	0	0
300974	3027	-0.5419	-0.3756	1	905	1.2057	1393	0	0	0
292119	3028	-0.305	0.885	3	804	1.3196	1391	0	0	0
374790	3029	0.845	0.276	4	339	1.1321	1390	0	0	0
407892	3030	-0.3779	0.7391	3	736	1.3168	1390	0	0	0
272903	3031	0.5599	-0.06	2	971	1.3127	1390	0	0	0
758990	3032	0.7093	-0.4073	2	539	1.318	1389	0	0	0
326663	3033	0.0606	-0.6025	2	679	1.4172	1388	0	0	0
402768	3034	-0.335	0.4144	3	1206	1.3153	1387	0	0	0
373991	3035	-0.2574	0.5613	3	805	1.1736	1385	0	0	0
266448	3036	-0.1992	-0.0268	5	485	1.1873	1383	0	0	0
141466	3037	-0.3587	-0.2222	5	741	1.2409	1383	0	0	0
348738	3038	0.7026	-0.1164	2	683	1.1373	1382	0	0	0
405829	3039	-0.7774	-0.4125	1	883	1.2695	1381	0	0	0
239441	3040	0.4317	0.1077	5	500	1.1002	1380	0	0	0
977453	3041	-0.5214	-0.2079	5	440	1.1463	1379	0	0	0
390320	3042	-0.0479	-0.4647	2	856	1.3614	1375	0	0	0
1273638	3043	-0.2026	0.9687	3	988	1.7631	1375	0	0	0
540730	3044	0.6476	-0.3171	2	621	1.3475	1372	0	0	0
274335	3045	0.682	-0.1917	2	527	1.2892	1370	0	0	0
415885	3046	-0.1916	0.9756	3	902	1.454	1369	0	0	0
336985	3047	-0.8465	-0.2606	1	216	1.0917	1365	0	0	0
274635	3048	0.1617	0.8688	3	506	1.1982	1364	0	0	0
1181896	3049	0.4516	0.2636	4	790	1.2941	1362	0	0	0
911167	3050	-0.6413	-0.4516	1	773	1.2849	1360	0	0	0
414212	3051	-0.331	0.7324	3	664	1.2122	1358	0	0	0
413447	3052	0.6908	-0.4913	2	524	1.5192	1357	0	0	0
