id	doi	level	outgoing	incoming
pub.1024107965	10.1080/13569783.2012.694029	1	1	0
pub.1024222524	10.1080/13569783.2012.670423	1	11	6
pub.1024331733	10.1080/13569783.2016.1155838	1	1	0
pub.1024399970	10.1080/13569783.2012.756182	1	4	3
pub.1024430320	10.1080/13569783.2014.975110	1	3	0
pub.1024440690	10.1145/2756556	1	19	2
pub.1024520695	10.3389/fdigh.2016.00009	1	10	0
pub.1024458013	10.1080/13569781003700227	1	0	0
pub.1024490941	10.1353/dph.2012.0000	1	0	1
pub.1024493385	10.1080/13569780701321351	1	3	0
pub.1024616521	10.1080/1356978022000007956	1	0	3
pub.1024635675	10.1080/13569783.2014.954818	1	4	0
pub.1024699803	10.1080/1356978042000255030	1	0	0
pub.1024753780	10.1080/13569783.2011.541600	1	12	10
pub.1024768570	10.1080/13569783.2012.649021	1	0	0
pub.1024834527	10.1080/135697802760268730	1	0	0
pub.1024940456	10.1080/13569783.2016.1194190	1	5	0
pub.1024956642	10.1080/13569783.2015.1059747	1	9	1
pub.1024974188	10.1353/dph.2016.0006	1	1	0
pub.1025042004	10.5334/4f8eb4078284b	1	4	0
pub.1025047260	10.1080/13569780120113148	1	4	10
pub.1025089268	10.1080/13569781003700110	1	2	0
pub.1025148363	10.1353/dph.2012.0021	1	0	0
pub.1025241558	10.1145/2362402.2362403	1	13	3
pub.1025245927	10.1080/13569783.2011.617110	1	11	14
pub.1025259124	10.1353/dph.2016.0005	1	0	0
pub.1025509728	10.5334/4f3bcb3f7f21d	1	8	6
pub.1025533410	10.1093/llc/fqv050	1	6	1
pub.1025577021	10.1080/13569783.2014.983892	1	4	3
pub.1025627386	10.1353/dph.2015.0010	1	3	1
pub.1025650471	10.17928/jjadh.1.1_44	1	3	0
pub.1025704508	10.1080/13569780500103786	1	3	0
pub.1025705193	10.1080/13569783.2010.512192	1	4	0
pub.1025718371	10.1145/2964911	1	33	4
pub.1025739727	10.1353/dph.2012.0019	1	0	1
pub.1025757332	10.1080/13569783.2015.1127143	1	0	1
pub.1025829238	10.1353/dph.2015.0013	1	3	0
pub.1025777092	10.1145/2835495	1	23	5
pub.1025670520	10.1080/13569780802054950	1	0	0
pub.1026002870	10.1353/dph.2013.0010	1	1	0
pub.1026060391	10.1080/13569783.2016.1155407	1	9	3
pub.1026042779	10.1080/13569783.2012.727628	1	16	5
pub.1026163558	10.1080/13569783.2010.512191	1	4	7
pub.1026168409	10.1080/13569780210337	1	0	1
pub.1026183232	10.1145/2724727	1	47	7
pub.1026188214	10.1080/13569780802054943	1	9	8
pub.1026226753	10.1080/135697800114221	1	0	0
pub.1026385399	10.1080/13569783.2011.541607	1	2	1
pub.1026239035	10.1353/dph.2014.0006	1	0	0
pub.1026501593	10.1145/2627729	1	8	6
pub.1026523295	10.1145/1434763.1434768	1	15	11
pub.1026602652	10.1080/13569780701825476	1	0	0
pub.1026639348	10.1080/13569780802655814	1	0	3
