id	level	doi
pub.1022169315	1	10.1080/13569783.2011.589994
pub.1022205439	2	10.1007/s00146-007-0142-1
pub.1022218438	2	10.1108/oclc-02-2014-0012
pub.1022229846	2	10.1023/b:chum.0000009225.28847.77
pub.1022245379	2	10.1162/coli_a_00200
pub.1022267631	2	10.1108/10650751211279139
pub.1022286204	1	10.1145/2629514
pub.1022356524	2	10.1080/09296174.2014.882186
pub.1022359519	2	10.1007/s00799-003-0060-x
pub.1022382154	2	10.1007/s10579-013-9257-9
pub.1022388974	2	10.1080/09296170500055350
pub.1022421721	1	10.1080/13569780701321070
pub.1022450654	2	10.1080/09296170701379260
pub.1022457139	2	10.1162/0891201054223995
pub.1022485948	2	10.1108/10650750710720793
pub.1022510966	1	10.1145/2362402.2362406
pub.1022552144	2	10.1007/s00799-004-0101-0
pub.1022552669	2	10.1007/bf01206129
pub.1022564311	2	10.1007/s00146-009-0260-z
pub.1022588258	2	10.1108/10650751111106528
pub.1022605386	2	10.1007/s00146-009-0259-5
pub.1022618741	2	10.1162/coli_a_00257
pub.1022630832	2	10.1108/oclc-12-2014-0036
pub.1022664456	2	10.1007/bf01205516
pub.1022666261	2	10.1080/09296174.2013.830550
pub.1022672835	2	10.1162/coli.2009.35.4.35403
pub.1022687862	2	10.1162/coli_a_00077
pub.1022699241	2	10.1007/s00799-004-0091-y
pub.1022710684	1	10.1080/13569783.2010.495275
pub.1022715490	2	10.1080/09296170802326699
pub.1022725638	2	10.1108/10650750910931887
pub.1022744963	2	10.1007/s10579-006-9013-5
pub.1022750820	2	10.1162/0891201054223986
pub.1022752678	1	10.1080/13569780500437606
pub.1022768506	1	10.1080/13569780701825252
pub.1022771879	2	10.1080/09296174.2014.911510
pub.1022799314	1	10.1145/2442080.2442084
pub.1022805902	2	10.1007/s00146-013-0474-y
pub.1022813705	2	10.1007/s00146-015-0630-7
pub.1022814180	2	10.1007/s00146-009-0235-0
pub.1022818447	2	10.1007/s00146-007-0100-y
pub.1022856220	2	10.1080/09296174.2015.1071150
pub.1022875598	2	10.1080/09296174.2014.974458
pub.1022884340	2	10.1108/10650751111106573
pub.1022952808	1	10.1080/13569780903481052
pub.1022962297	2	10.1162/coli.2006.32.4.485
pub.1022968182	2	10.1007/s10579-016-9376-1
pub.1022976297	1	10.1080/13569780308334
pub.1022981795	2	10.1007/s00799-009-0057-1
pub.1022998624	2	10.1108/10650750410551415
pub.1023030750	1	10.1145/2629513
pub.1023081258	2	10.1162/coli_a_00018
pub.1023103297	2	10.1007/s00146-007-0145-y
pub.1023110732	2	10.1108/10650751211279157
pub.1023123743	2	10.1007/s00146-009-0198-1
pub.1023141001	2	10.1007/s00799-004-0082-z
pub.1023160973	2	10.1007/s10579-011-9168-6
pub.1023169361	2	10.1108/10650750210430169
pub.1023171749	2	10.1007/s00146-003-0248-z
pub.1023229340	2	10.1108/10650750310481757
pub.1023234526	2	10.1108/oclc-02-2014-0010
pub.1023286624	2	10.1162/089120105774321091
pub.1023306642	1	10.1145/1367080.1367082
pub.1023306728	2	10.1007/s10579-015-9331-6
pub.1023314324	1	10.1080/13569780802054901
pub.1023318092	2	10.1080/09296174.2011.533589
pub.1023354201	1	10.1080/13569783.2015.1059268
pub.1023360581	2	10.1108/oclc-10-2012-0039
pub.1023375256	1	10.1093/llc/fqw014
pub.1023382723	2	10.1007/s00146-007-0169-3
pub.1023384168	2	10.1007/s00146-007-0091-8
pub.1023419326	2	10.1007/s10579-014-9278-z
pub.1023476964	1	10.1080/13569783.2014.985643
pub.1023494935	2	10.1007/s00799-016-0178-2
pub.1023566195	2	10.1007/s00799-007-0031-8
pub.1023661197	2	10.1108/10650750710720748
pub.1023672463	2	10.1080/09296170701514189
pub.1023690327	2	10.1007/s00799-004-0113-9
pub.1023726353	2	10.1007/s00799-015-0162-2
pub.1023789759	2	10.1007/s00146-009-0187-4
pub.1023799922	2	10.1108/10650750110395016
pub.1023804437	2	10.1007/s00799-009-0054-4
pub.1023821751	2	10.1007/s00799-015-0140-8
pub.1023825634	1	10.1080/13569783.2012.648991
pub.1023861227	2	10.1007/s00146-007-0146-x
pub.1023891855	1	10.1080/13569783.2016.1155408
pub.1023961364	2	10.1007/s001460200029
pub.1024035755	2	10.1007/s00146-013-0440-8
pub.1024041836	2	10.1023/a:1025786724466
pub.1024047115	2	10.1007/s10579-013-9223-6
pub.1024053507	2	10.1007/s00799-003-0052-x
pub.1024066496	2	10.1108/10650750910982566
pub.1024089762	2	10.1108/dlp-09-2015-0018
pub.1024153924	2	10.1007/s10579-013-9246-z
pub.1024190439	2	10.1007/s10579-015-9330-7
pub.1024194381	2	10.1007/s00799-014-0110-6
pub.1024205932	2	10.1162/coli_a_00006
pub.1024208359	2	10.1162/089120100561638
pub.1024222524	1	10.1080/13569783.2012.670423
pub.1024272062	2	10.1007/s00146-016-0646-7
pub.1024308021	2	10.1007/s00146-006-0062-5
pub.1024318966	2	10.1007/s00799-007-0021-x
pub.1024327522	2	10.1007/s00799-011-0066-8
pub.1024331733	1	10.1080/13569783.2016.1155838
pub.1024334753	2	10.1007/s10579-012-9189-9
pub.1024363194	2	10.1162/coli_a_00274
pub.1024364566	2	10.1162/coli.2007.33.2.153
pub.1024396466	2	10.1007/s10579-016-9338-7
pub.1024399970	1	10.1080/13569783.2012.756182
pub.1024402652	2	10.1023/a:1002439708427
pub.1024404558	2	10.1162/coli.2008.34.1.81
pub.1024410661	2	10.1162/coli_a_00096
pub.1024430320	1	10.1080/13569783.2014.975110
pub.1024434186	2	10.1162/089120101753342653
pub.1024440690	1	10.1145/2756556
pub.1024451992	2	10.1080/09296170500172403
pub.1024470789	2	10.1007/s00146-007-0118-1
pub.1024472633	2	10.1108/10650750010354102
pub.1024477844	2	10.1007/s10579-004-1110-8
pub.1024524382	2	10.1007/s10579-005-2698-z
pub.1024525469	2	10.1162/coli_a_00139
pub.1024529728	2	10.1007/s00146-007-0134-1
pub.1024532468	2	10.1080/09296170903211485
pub.1024535883	2	10.1007/bf01208705
pub.1024562787	2	10.1108/oclc-07-2013-0021
pub.1024591778	2	10.1162/coli.2007.33.2.255
pub.1024622479	2	10.1108/10650750810847198
pub.1024635675	1	10.1080/13569783.2014.954818
pub.1024636900	2	10.1007/s00799-004-0112-x
pub.1024660462	2	10.1007/s10579-015-9320-9
pub.1024664594	2	10.1162/coli_a_00129
pub.1024684156	2	10.1076/0929-6174(200008)07:02;1-z;ft121
pub.1024695780	2	10.1162/0891201054223968
pub.1024712271	2	10.1007/s10579-016-9341-z
pub.1024753780	1	10.1080/13569783.2011.541600
pub.1024781919	2	10.1080/09296174.2015.1037159
pub.1024789632	2	10.1108/10650750410539059
pub.1024909682	2	10.1007/s00146-005-0001-x
pub.1024919615	2	10.1023/b:chum.0000009278.73498.f4
pub.1024921004	2	10.1007/s00799-005-0121-4
pub.1024933744	2	10.1007/s00146-016-0645-8
pub.1024940456	1	10.1080/13569783.2016.1194190
pub.1024963366	2	10.1007/s00146-012-0439-6
pub.1024979262	2	10.1007/s00799-012-0100-5
pub.1025041888	2	10.1007/s10579-004-1917-3
pub.1025047260	1	10.1080/13569780120113148
pub.1025048357	2	10.1007/s10579-014-9273-4
pub.1025089268	1	10.1080/13569781003700110
pub.1025133837	2	10.1007/s10579-015-9297-4
pub.1025145630	2	10.1007/s00146-010-0281-7
pub.1025149611	2	10.1007/s00146-007-0119-0
pub.1025162098	2	10.1007/s00146-005-0330-9
pub.1025170382	2	10.1007/s10579-012-9192-1
pub.1025203629	2	10.1108/10650750310698784
pub.1025241558	1	10.1145/2362402.2362403
pub.1025245927	1	10.1080/13569783.2011.617110
pub.1025280688	2	10.1007/s10579-011-9153-0
pub.1025297685	2	10.1007/s00146-013-0489-4
pub.1025353317	2	10.1080/09296174.2015.1071148
pub.1025356696	2	10.1162/089120103322145324
pub.1025360424	2	10.1108/10650751011087611
pub.1025379930	2	10.1162/coli.2008.34.1.35
pub.1025382256	2	10.1108/10650751311294528
pub.1025388743	2	10.1162/coli.2007.33.3.305
pub.1025414022	2	10.1076/jqul.8.1.1.4091
pub.1025432864	2	10.1080/09296170903395957
pub.1025456742	2	10.1007/s00146-010-0303-5
pub.1025475309	2	10.1080/09296174.2014.882191
pub.1025495133	2	10.1007/s00146-014-0579-y
pub.1025509004	2	10.1007/s00146-004-0313-2
pub.1025510493	2	10.1007/s10579-011-9173-9
pub.1025531129	2	10.1007/s10579-013-9241-4
pub.1025577021	1	10.1080/13569783.2014.983892
pub.1025604533	2	10.1023/a:1025067132504
pub.1025610135	2	10.1162/coli_a_00266
pub.1025643000	2	10.1007/s10579-012-9186-z
pub.1025643004	2	10.1023/a:1002497503122
pub.1025664188	2	10.1076/jqul.8.2.101.4104
pub.1025704508	1	10.1080/13569780500103786
pub.1025705193	1	10.1080/13569783.2010.512192
pub.1025718371	1	10.1145/2964911
pub.1025770983	2	10.1007/s00146-015-0631-6
pub.1025777092	1	10.1145/2835495
pub.1025818979	2	10.1023/b:chum.0000031172.03949.48
pub.1025819020	2	10.1162/coli.2007.33.4.477
pub.1025929304	2	10.1162/089120102317341765
pub.1025979384	2	10.1080/09296174.2013.856132
pub.1025992367	2	10.1007/s00146-009-0192-7
pub.1025998923	2	10.1080/09296174.2013.830551
pub.1026042779	1	10.1080/13569783.2012.727628
pub.1026044658	2	10.1023/a:1021814530952
pub.1026056492	2	10.1108/10650750210418208
pub.1026060391	1	10.1080/13569783.2016.1155407
pub.1026086514	2	10.1080/09296171003642983
pub.1026093903	2	10.1162/089120100561665
pub.1026163558	1	10.1080/13569783.2010.512191
pub.1026183232	1	10.1145/2724727
pub.1026188214	1	10.1080/13569780802054943
pub.1026233562	2	10.1080/0929617042000314967
pub.1026328270	2	10.1162/coli_a_00144
pub.1026338623	2	10.1080/09296170500500983
pub.1026346640	2	10.1007/s00146-007-0149-7
pub.1026385399	1	10.1080/13569783.2011.541607
pub.1026392936	2	10.1007/s10579-015-9314-7
pub.1026414935	2	10.1162/089120102760276018
pub.1026420476	2	10.1007/s00146-013-0493-8
pub.1026430843	2	10.1162/coli_a_00228
pub.1026476357	2	10.1007/s00146-016-0658-3
pub.1026483403	2	10.1007/s10579-010-9121-0
pub.1026501593	1	10.1145/2627729
pub.1026523295	1	10.1145/1434763.1434768
pub.1026528328	2	10.1162/coli.09-036-r2-08-050
pub.1026532286	2	10.1007/s00146-009-0227-0
pub.1026540724	1	10.1080/13569780701560164
pub.1026560287	2	10.1007/s10579-007-9021-0
pub.1026606499	2	10.1108/10650750510578118
pub.1026611015	2	10.1108/10650750210430141
pub.1026617485	2	10.1007/s10579-013-9255-y
pub.1026621664	2	10.1007/s10579-015-9299-2
pub.1026653352	2	10.1007/s00146-013-0456-0
pub.1026665706	2	10.1162/coli_a_00083
pub.1026699110	2	10.1007/s00799-016-0180-8
pub.1026750818	1	10.1080/13569783.2010.495272
pub.1026766730	2	10.1162/coli_a_00177
pub.1026770042	2	10.1007/s00146-005-0012-7
pub.1026773263	2	10.1007/s00146-014-0578-z
pub.1026775470	2	10.1007/s00799-012-0092-1
pub.1026832957	1	10.1145/2905369
pub.1026838801	2	10.1007/s00799-016-0184-4
pub.1026845791	2	10.1007/s10579-015-9326-3
pub.1026868335	2	10.1162/coli_a_00037
pub.1026883530	2	10.1162/coli_a_00166
pub.1026904974	2	10.1007/s00146-012-0422-2
pub.1026931596	2	10.1108/10650750910982575
pub.1026940369	2	10.1007/s10579-013-9234-3
pub.1026953115	2	10.1007/s007990100046
pub.1026974477	2	10.1007/s00799-012-0096-x
pub.1026983103	2	10.1162/coli_a_00159
pub.1026999511	2	10.1007/s00799-004-0111-y
pub.1027019448	2	10.1080/09296170802514146
pub.1027031701	2	10.1007/s10579-008-9070-z
pub.1027054893	2	10.1108/10650750410564682
pub.1027056479	1	10.1080/13569783.2012.694033
pub.1027070189	2	10.1007/s10579-013-9218-3
pub.1027125492	2	10.1108/10650750810847251
pub.1027140199	1	10.1145/2533988
pub.1027154267	2	10.1007/s00146-011-0327-5
pub.1027190196	1	10.1080/13569783.2014.928003
pub.1027227997	1	10.1080/13569780600670718
pub.1027250471	2	10.1162/coli_a_00229
pub.1027253167	2	10.1023/a:1020288124446
pub.1027265772	2	10.1162/coli.2008.07-002-r1-06-30
pub.1027275907	2	10.1007/s00146-014-0576-1
pub.1027297620	2	10.1007/s00146-003-0293-7
pub.1027342725	2	10.1162/coli_a_00250
pub.1027387244	2	10.1162/coli_a_00263
pub.1027401758	2	10.1162/089120101317066104
pub.1027411399	2	10.1162/coli_a_00232
pub.1027433353	2	10.1080/09296174.2011.583405
pub.1027449800	2	10.1080/09296174.2012.685302
pub.1027512908	2	10.1162/coli_a_00099
pub.1027513429	2	10.1007/s00146-011-0322-x
pub.1027563845	2	10.1007/s00799-014-0114-2
pub.1027567911	2	10.1162/089120104773633367
pub.1027588507	2	10.1007/s00146-010-0314-2
pub.1027590992	2	10.1023/a:1017507019909
pub.1027597946	1	10.1080/13569780701560537
pub.1027612579	2	10.1080/09296170701794260
pub.1027614440	1	10.1080/13569780903286030
pub.1027626348	2	10.1076/jqul.8.1.81.4093
pub.1027686967	2	10.1007/s00799-011-0065-9
pub.1027687733	2	10.1162/coli_a_00088
pub.1027687927	2	10.1007/s10579-015-9300-0
pub.1027714439	2	10.1007/s00146-013-0524-5
pub.1027730857	2	10.1007/s10579-009-9107-y
pub.1027798928	1	10.1080/13569780802054885
pub.1027802101	2	10.1108/10650750810847260
pub.1027846896	1	10.1145/2891416
pub.1027852919	1	10.1080/13569780020031762
pub.1027877795	2	10.1007/s10579-008-9071-y
pub.1027883260	2	10.1108/10650751111182560
pub.1027904705	2	10.1108/oclc-06-2013-0018
pub.1027938448	2	10.1162/coli.2007.33.1.3
pub.1027942551	2	10.1162/089120103321337412
pub.1027947511	2	10.1007/s00146-010-0316-0
pub.1027986602	2	10.1162/coli_a_00276
pub.1027996578	1	10.1145/2037820.2037822
pub.1028008922	2	10.1007/s00799-016-0192-4
pub.1028013557	2	10.1007/s00146-010-0315-1
pub.1028037300	2	10.1007/s00146-007-0178-2
pub.1028041201	2	10.1007/s00799-014-0115-1
pub.1028059258	2	10.1007/s10579-013-9239-y
pub.1028084767	1	10.1145/2442080.2442085
pub.1028086885	1	10.1080/13569783.2012.727624
pub.1028089124	2	10.1007/s00799-016-0177-3
pub.1028126962	2	10.1007/s10579-007-9017-9
pub.1028150725	2	10.1080/09296174.2016.1169846
pub.1028191532	2	10.1007/s10579-014-9281-4
pub.1028209883	1	10.1080/13569780500103992
pub.1028231282	2	10.1162/coli_a_00222
pub.1028231573	2	10.1007/s10579-007-9043-7
pub.1028233894	2	10.1162/coli.2007.33.4.591
pub.1028246577	2	10.1162/coli.06-79-prep15
pub.1028253682	2	10.1007/s00146-016-0683-2
pub.1028255559	2	10.1080/09296174.2016.1265794
pub.1028256140	2	10.1007/s00146-009-0253-y
pub.1028270871	2	10.1108/10650750810875467
pub.1028294683	2	10.1162/089120102760173625
pub.1028308758	2	10.1108/10650750710720702
pub.1028314764	2	10.1162/coli.2007.33.2.229
pub.1028321600	2	10.1108/10650750910961929
pub.1028336069	2	10.1007/s10579-009-9094-z
pub.1028357743	1	10.1080/13569780120070759
pub.1028375769	2	10.1080/09296171003643098
pub.1028376206	2	10.1007/s10579-011-9159-7
pub.1028395369	2	10.1007/s00146-007-0094-5
pub.1028399802	2	10.1080/09296170802514138
pub.1028405102	2	10.1007/s10579-007-9030-z
pub.1028406962	2	10.1080/09296174.2013.799918
pub.1028439451	2	10.1162/coli_a_00127
pub.1028439641	2	10.1007/s10579-012-9181-4
pub.1028445809	2	10.1162/coli.2008.34.4.471
pub.1028526385	2	10.1108/10650750610686766
pub.1028656944	2	10.1108/10650750710748496
pub.1028681307	2	10.1162/coli_a_00227
pub.1028703948	1	10.1145/1434763.1434769
pub.1028708722	1	10.1080/13569783.2012.727623
pub.1028710932	2	10.1007/s00146-012-0393-3
pub.1028715524	1	10.1080/13569783.2012.756167
pub.1028725204	2	10.1023/a:1002407003264
pub.1028751768	2	10.1007/s10579-016-9344-9
pub.1028818339	2	10.1007/s10579-010-9129-5
pub.1028820411	2	10.1007/s10579-012-9201-4
pub.1028849171	1	10.1080/13569780903072190
pub.1028857859	1	10.1145/1805961.1805962
pub.1028875835	2	10.1108/10650750310490306
pub.1028888082	2	10.1007/s00799-008-0044-y
pub.1028890012	2	10.1007/s10579-011-9158-8
pub.1028890182	1	10.1145/2644823
pub.1028905115	2	10.1007/s00146-006-0066-1
pub.1028910041	1	10.1080/13569780500276103
pub.1029006727	2	10.1007/s00799-014-0116-0
pub.1029023590	2	10.1162/coli_r_00212
pub.1029033617	2	10.1007/s10579-012-9182-3
pub.1029048504	1	10.1093/llc/fqr013
pub.1029095627	2	10.1007/s00799-003-0064-6
pub.1029096097	2	10.1007/s00799-016-0179-1
pub.1029117065	2	10.1007/s00799-016-0193-3
pub.1029147886	2	10.1023/a:1021839220474
pub.1029215704	1	10.1080/13569783.2014.928004
pub.1029235444	2	10.1007/s00146-006-0041-x
pub.1029240993	1	10.1145/2611519
pub.1029263548	2	10.1007/s00799-014-0118-y
pub.1029281873	2	10.1162/coli.09-032-r1-08-034
pub.1029295711	2	10.1023/a:1002415205081
pub.1029329852	2	10.1007/s00799-003-0066-4
pub.1029405831	2	10.1080/09296174.2014.1001635
pub.1029417951	2	10.1108/oclc-07-2015-0007
pub.1029478959	2	10.1007/s00146-008-0184-z
pub.1029480685	2	10.1080/09296170902975742
pub.1029508369	1	10.1145/2362402.2362405
pub.1029526328	2	10.1007/s00799-016-0197-z
pub.1029547149	2	10.1162/coli.2007.33.1.9
pub.1029557156	2	10.1007/s00799-016-0183-5
pub.1029562350	2	10.1108/10650750810847233
pub.1029583019	2	10.1007/s10579-013-9226-3
pub.1029629079	2	10.1108/oclc-04-2013-0010
pub.1029635407	2	10.1108/10650750710831448
pub.1029664770	2	10.1162/089120102762671990
pub.1029676869	2	10.1080/0929617042000314930
pub.1029678049	1	10.1080/13569783.2011.589998
pub.1029687348	2	10.1007/s10579-007-9025-9
pub.1029691444	2	10.1007/s10579-012-9202-3
pub.1029703825	1	10.1145/2460376.2460379
pub.1029716575	2	10.1108/10650750910982557
pub.1029723688	2	10.1007/s00146-013-0507-6
pub.1029741144	2	10.1007/s00146-005-0009-2
pub.1029753609	2	10.1007/s10579-013-9217-4
pub.1029760354	2	10.1076/jqul.7.3.245.4112
pub.1029809914	2	10.1007/s10579-016-9342-y
pub.1029814843	2	10.1162/089120101317066131
pub.1029837119	2	10.1080/09296174.2010.512170
pub.1029840926	2	10.1007/s00799-007-0011-z
pub.1029872290	2	10.1162/coli_r_00270
pub.1029889388	2	10.1007/s10579-012-9205-0
pub.1029937119	2	10.1162/coli_r_00048
pub.1029949424	1	10.1080/13569780500053114
pub.1029954141	2	10.1007/s10579-015-9303-x
pub.1029972496	2	10.1162/coli_a_00137
pub.1029986799	1	10.1080/13569783.2015.1059262
pub.1029993408	2	10.1007/s00799-016-0181-7
pub.1029993870	2	10.1007/s10579-012-9195-y
pub.1030022900	2	10.1007/s00146-005-0323-8
pub.1030039683	1	10.1080/13569783.2016.1159506
pub.1030074118	2	10.1162/coli_a_00249
pub.1030093703	2	10.1007/s10579-006-9001-9
pub.1030128210	2	10.1162/coli_a_00058
pub.1030137249	2	10.1162/coli_a_00001
pub.1030150202	2	10.1007/s00146-005-0318-5
pub.1030167474	2	10.1080/09296174.2012.714538
pub.1030172531	2	10.1007/s00146-013-0480-0
pub.1030197368	2	10.1162/coli_a_00182
pub.1030223116	1	10.1080/13569780601094975
pub.1030230452	1	10.1145/2597179
pub.1030260923	2	10.1007/s10579-009-9105-0
pub.1030265804	2	10.1023/a:1026475818476
pub.1030275051	2	10.1007/s00146-007-0105-6
pub.1030281695	2	10.1162/coli_a_00132
pub.1030327770	1	10.1145/2442080.2442082
pub.1030421273	2	10.1007/s00146-007-0106-5
pub.1030450158	2	10.1007/bf01206131
pub.1030457367	1	10.1080/13569783.2015.1065723
pub.1030488097	2	10.1007/s10579-016-9337-8
pub.1030489973	2	10.1007/s00146-008-0183-0
pub.1030498212	2	10.1007/s00799-016-0186-2
pub.1030531883	2	10.1007/s10579-013-9258-8
pub.1030537213	2	10.1108/oclc-02-2013-0009
pub.1030538809	2	10.1007/bf01206130
pub.1030559911	2	10.1007/s00799-003-0058-4
pub.1030594093	2	10.1108/10650750110383622
pub.1030605640	2	10.1162/089120100561629
pub.1030613638	2	10.1007/s00146-013-0477-8
pub.1030637154	2	10.1108/10650750310481784
pub.1030637435	2	10.1162/coli.2000.28.1.90
pub.1030643329	1	10.1080/13569783.2016.1155442
pub.1030664630	2	10.1007/s00146-005-0004-7
pub.1030670783	2	10.1007/s00146-015-0581-z
pub.1030674195	2	10.1162/coli_a_00196
pub.1030698418	2	10.1162/coli_a_00005
pub.1030704122	2	10.1162/coli.2008.34.3.319
pub.1030718644	2	10.1007/s00799-003-0068-2
pub.1030724726	2	10.1007/s00146-010-0313-3
pub.1030751401	1	10.1080/13569780500275873
pub.1030824781	2	10.1007/s00146-009-0233-2
pub.1030828885	2	10.1108/10650750010354148
pub.1030848144	2	10.1108/10650750510631712
pub.1030853473	2	10.1108/10650750010371400
pub.1030873387	2	10.1007/s00146-003-0286-6
pub.1030903761	2	10.1162/0891201053630291
pub.1030937853	2	10.1162/coli_a_00239
pub.1030954792	1	10.1080/13569783.2010.495269
pub.1030955774	2	10.1007/s10579-009-9095-y
pub.1031059637	1	10.1080/13569783.2014.895613
pub.1031101304	2	10.1007/s00146-016-0684-1
pub.1031131129	2	10.1007/s10579-014-9287-y
pub.1031165600	1	10.1080/13569780120113175
pub.1031169832	2	10.1080/09296174.2013.856129
pub.1031178361	2	10.1007/s00146-011-0362-2
pub.1031236241	2	10.1080/09296174.2016.1260274
pub.1031240796	1	10.1145/2583114
pub.1031312727	1	10.1080/13569783.2016.1155404
pub.1031330897	2	10.1007/s00146-012-0435-x
pub.1031352851	2	10.1007/s00146-009-0193-6
pub.1031404801	2	10.1007/s00799-013-0105-8
pub.1031458010	2	10.1162/089120102760173634
pub.1031458850	2	10.1162/coli.2010.36.2.36201
pub.1031467860	2	10.1007/s00146-006-0064-3
pub.1031480770	2	10.1162/089120100561610
pub.1031490900	2	10.1007/s10579-013-9251-2
pub.1031495079	2	10.1080/09296170600850106
pub.1031499956	2	10.1080/09296174.2016.1226427
pub.1031501049	2	10.1080/09296174.2014.974457
pub.1031534675	2	10.1007/s10579-008-9076-6
pub.1031558485	2	10.1108/10650750911001851
pub.1031581888	2	10.1007/s00799-003-0054-8
pub.1031592746	2	10.1007/s00146-006-0071-4
pub.1031593356	2	10.1162/089120103321337430
pub.1031610916	1	10.1145/2644822
pub.1031630229	2	10.1162/coli_a_00016
pub.1031663961	1	10.1080/13569783.2015.1127142
pub.1031690178	2	10.1007/s00146-014-0575-2
pub.1031720443	2	10.1162/coli_a_00076
pub.1031722007	2	10.1007/s00146-003-0277-7
pub.1031784633	2	10.1162/coli.2007.33.3.397
pub.1031842688	2	10.1108/10650750910931896
pub.1031847186	1	10.1080/13569780020031825
pub.1031884935	2	10.1108/10650751211236631
pub.1031891543	2	10.1007/s00146-007-0090-9
pub.1031906462	2	10.1007/s00146-007-0151-0
pub.1031910755	1	10.1080/13569783.2013.872427
pub.1031917135	2	10.1007/s00799-009-0056-2
pub.1031959929	2	10.1076/0929-6174(200008)07:02;1-z;ft115
pub.1032005094	2	10.1007/s00146-013-0525-4
pub.1032023917	2	10.1007/s00146-014-0546-7
pub.1032034958	1	10.1145/2160165.2160169
pub.1032055778	2	10.1080/09296170701379336
pub.1032068474	2	10.1162/coli.2006.32.3.295
pub.1032075638	1	10.1080/13569780120070740
pub.1032086025	2	10.1007/s10579-013-9244-1
pub.1032087649	2	10.1007/s00146-003-0289-3
pub.1032109875	2	10.1007/s10579-015-9323-6
pub.1032114164	2	10.1007/s00799-015-0145-3
pub.1032125638	2	10.1007/s00799-004-0088-6
pub.1032153818	1	10.1080/13569783.2012.727622
pub.1032156778	2	10.1108/10650750910982548
pub.1032161756	2	10.1007/s00146-013-0499-2
pub.1032170775	1	10.1145/2160165.2160168
pub.1032203831	2	10.1162/0891201041850894
pub.1032206195	2	10.1162/coli_a_00179
pub.1032223209	2	10.1162/089120104323093267
pub.1032225104	2	10.1162/089120101317066122
pub.1032239557	2	10.1007/s10579-012-9178-z
pub.1032262261	2	10.1007/s10579-008-9064-x
pub.1032292874	1	10.1080/13569780500053817
pub.1032304990	2	10.1076/0929-6174(200008)07:02;1-z;ft097
pub.1032305146	2	10.1007/s00799-008-0034-0
pub.1032306235	2	10.1007/s00146-004-0309-y
pub.1032325368	2	10.1108/dlp-01-2016-0002
pub.1032332454	2	10.1162/coli_a_00236
pub.1032333441	2	10.1007/s00146-012-0417-z
pub.1032355862	2	10.1007/s00146-011-0341-7
pub.1032368303	2	10.1162/coli.2009.35.4.35407
pub.1032431176	2	10.1108/10650751311319296
pub.1032431954	2	10.1007/s00146-013-0501-z
pub.1032485568	1	10.1080/13569783.2013.787257
pub.1032538554	2	10.1007/s00146-014-0551-x
pub.1032539157	1	10.1080/13569783.2013.787259
pub.1032549833	2	10.1007/s00146-007-0147-9
pub.1032593243	1	10.1145/2532630.2532633
pub.1032605213	1	10.1080/713692888
pub.1032644772	2	10.1080/09296174.2016.1265793
pub.1032686254	1	10.1080/13569780701825195
pub.1032697428	2	10.1007/bf01206115
pub.1032724342	2	10.1007/s10579-011-9166-8
pub.1032786486	2	10.1007/s00146-010-0271-9
pub.1032810633	2	10.1007/s00146-003-0280-z
pub.1032814773	2	10.1162/coli_a_00244
pub.1032858734	2	10.1108/10650751311294546
pub.1032865845	2	10.1162/coli_a_00254
pub.1032876913	1	10.1080/13569783.2012.648986
pub.1032878136	1	10.1145/1367080.1367081
pub.1032910178	2	10.1007/s00799-015-0146-2
pub.1032946190	2	10.1162/coli.2010.36.1.36104
pub.1032953797	2	10.1162/coli.2009.35.1.111
pub.1032976714	2	10.1007/s00799-012-0082-3
pub.1033025947	2	10.1108/10650750810847224
pub.1033057137	2	10.1007/s10579-011-9151-2
pub.1033058587	2	10.1023/a:1002644326332
pub.1033065475	2	10.1007/s00146-010-0289-z
pub.1033089516	2	10.1007/s00146-006-0076-z
pub.1033104522	2	10.1007/s10579-007-9058-0
pub.1033105760	2	10.1023/a:1002705506386
pub.1033114353	1	10.1145/1551676.1551678
pub.1033164562	2	10.1007/s10579-011-9161-0
pub.1033184219	2	10.1007/s00799-015-0166-y
pub.1033196530	2	10.1007/s00146-007-0168-4
pub.1033198158	2	10.1162/coli_a_00039
pub.1033230920	1	10.1080/13569780020031816
pub.1033267704	2	10.1108/10650750410551451
pub.1033282094	1	10.1080/13569780500103414
pub.1033292669	2	10.1080/09296174.2010.512162
pub.1033346846	2	10.1007/s10579-007-9046-4
pub.1033348365	2	10.1007/s00799-012-0081-4
pub.1033362182	2	10.1007/s001460200027
pub.1033370542	2	10.1007/s00799-011-0063-y
pub.1033432282	2	10.1007/s10579-004-1948-9
pub.1033464483	2	10.1007/s10579-016-9363-6
pub.1033465752	1	10.1080/13569780600671104
pub.1033480769	2	10.1162/coli_a_00170
pub.1033494626	2	10.1007/s00146-005-0018-1
pub.1033499055	2	10.1080/09296174.2015.1106271
pub.1033502337	2	10.1162/coli.07-056-r1-07-027
pub.1033516322	1	10.1080/13569783.2015.1023786
pub.1033531099	2	10.1007/s00799-016-0196-0
pub.1033541820	2	10.1162/089120103322753374
pub.1033570602	1	10.1080/13569783.2011.541610
pub.1033657096	2	10.1007/s10579-007-9042-8
pub.1033667317	2	10.1162/089120101750300508
pub.1033667681	2	10.1080/09296174.2011.638792
pub.1033668096	2	10.1007/s10579-016-9377-0
