paper_id	doi
2275957045	10.1093/llc/fqv037
1995998437	10.2218/ijdc.v9i1.304
1999157599	10.1007/s00799-005-0124-1
1550906504	10.1007/PL00021478
2168036300	10.1162/089120101753342662
1587302206	10.1023/A:1013115314064
2137527065	10.1162/coli.2006.32.3.341
1967611035	10.1093/llc/19.4.431
2101541586	10.1045/september2007-treloar
2033031404	10.1007/s00799-010-0058-0
2022225585	10.1045/march2001-vandesompel
1967737214	10.2218/ijdc.v4i2.95
2054056512	10.2218/ijdc.v4i2.103
1720739885	10.1162/089120104773633420
1967952574	10.1076/jqul.10.2.105.16712
2159637096	10.1162/coli.2010.36.1.36102
2170939614	10.1093/llc/fqi031
1994818975	10.1007/s00799-007-0017-6
2073739725	10.1080/09296170801961827
2614826968	10.1080/09296174.2011.533589
2096577288	10.1093/llc/fqs071
2292919134	10.1162/COLI_a_00300
2004487063	10.1045/november2010-byrne
2015056388	10.1162/coli_a_00018
2038110766	10.1045/april2003-lavoie
1971276189	10.1162/089120105775299122
2115883103	10.2218/ijdc.v2i2.30
2106120499	10.1093/llc/fqs003
2047026911	10.1045/january2006-kastens
2099719338	10.2218/ijdc.v9i1.319
1974760862	10.1045/july2013-allen-pt1
2088302852	10.1007/s00799-005-0116-1
2123906181	10.2218/ijdc.v3i2.63
1972949065	10.2218/ijdc.v6i1.168
2228837859	10.1162/COLI_a_00254
1990333589	10.1007/s00799-004-0079-7
2153560731	10.2218/ijdc.v2i1.11
2295158152	
1996696378	10.1007/s00799-014-0135-x
113659751	
2005203494	10.1045/march2003-witten
2050736886	10.1007/s00799-003-0069-1
2112756777	10.1162/COLI_a_00090
2950290539	
2033786417	10.1023/B:CHUM.0000009291.06947.52
2076003073	10.1045/july2013-allen-pt2
1968832436	10.1007/s00799-007-0015-8
2056422940	10.1007/s00799-015-0137-3
2025869052	10.1045/january2006-thompson
2130526143	10.4995/var.2012.4530
257652643	10.1007/s00799-015-0150-6
2404362882	
2083221524	10.1076/0929-6174(200004)07:01;1-3;FT019
1578024816	
2406734151	10.7939/R3PK07F52
2029334814	10.2218/ijdc.v7i2.232
2053831945	10.1080/19386380802397083
2565658851	10.1162/COLI_a_00277
1977539701	10.1076/jqul.9.2.125.8487
1990831160	10.1080/09296174.2013.830551
2024329330	10.1045/july2007-rieger
2113883364	10.1093/llc/fqt008
2107991567	10.2218/ijdc.v4i2.96
2103281055	10.1093/llc/fql018
2566592986	10.1045/july20september-gold-pt2
2045137705	10.1045/january2013-klein
2163687239	10.4995/var.2012.4402
2025865834	10.1080/0929617042000314958
1976872743	10.1007/s00799-007-0026-5
2132834642	
2809385385	
2025430896	10.1007/s00799-008-0042-0
2000233503	10.1093/llc/fql017
22567425	10.4403/jlis.it-4536
1973589994	10.1080/09296170500055293
2616448704	10.1080/09296170500055376
2295688218	10.1162/COLI_a_00249
2030194216	10.3366/ijhac.2011.0028
2126265869	10.1093/llc/fqs073
2050797400	10.1162/089120104773633376
66110438	10.1023/A:1002629217152
2093388402	10.2218/ijdc.v8i2.286
2117196536	10.1093/llc/fqu063
1996038205	10.1080/09296170512331383625
1977955240	10.1045/september2005-witten
2032021697	10.1162/COLI_a_00126
2180251487	10.4995/var.2013.4268
2040626662	10.1045/march2000-owen
2069075486	10.3366/ijhac.2011.0009
2156317276	10.4403/jlis.it-12
1541766214	
202683528	10.4403/jlis.it-10071
2013423429	10.1093/llc/fqn010
2111620957	10.1080/19386389.2012.652566
2122154247	10.1007/s00799-007-0014-9
2079957741	10.1093/llc/fql039
2052369743	10.1162/COLI_a_00086
2037276721	10.1093/llc/fqp024
2054709069	10.1045/may2007-hitchcock
2099851297	10.1162/coli.2009.35.4.35406
2113905872	10.1093/llc/fqv031
1981157019	10.1045/january2005-fox
2018762316	10.1045/april2002-weibel
1894075015	10.1162/COLI_a_00226
2106104503	10.1023/A:1025746505971
2049134996	10.2218/ijdc.v3i2.60
2070899469	10.1007/s00799-014-0128-9
2028587098	10.1080/09296170802326699
2081797125	10.1162/COLI_a_00073
2115680435	10.1093/llc/fqs036
2031335149	10.1080/09296170902975742
1967172308	10.1080/09296170701794278
2186815456	10.4995/var.2010.4680
2063277362	10.1093/llc/fql032
2963869850	10.1162/COLI_a_00266
2147218300	10.1162/COLI_a_00152
1964591498	10.1162/coli_a_00001
2020580672	10.3366/ijhac.2012.0036
2048207804	10.1162/089120102762671927
2010631179	10.2218/ijdc.v7i1.220
2052918223	10.1045/march2006-choudhury
2032660335	10.1076/0929-6174(200008)07:02;1-Z;FT129
2039262691	10.1093/llc/fqn004
2093519373	10.1023/B:CHUM.0000031184.28781.47
2160802179	10.1162/COLI_a_00169
2115167129	10.1162/089120102762671972
162269857	10.1023/A:1002633105432
2127339411	10.1162/COLI_a_00079
2604219849	10.1080/09296174.2017.1304049
2094799691	10.2218/ijdc.v4i3.120
2077507893	10.1007/s00799-011-0077-5
2405313958	10.4324/9781315576251-17
2003131523	10.1080/09296174.2011.556005
2293486942	
2807488797	10.3389/fdigh.2018.00015
2088429233	10.1045/june2001-reich
2000229798	10.1045/november2006-peterson
2105361480	10.2218/ijdc.v3i1.41
2136159041	10.1162/089120100750105957
2397646215	
2044563891	10.1007/s00799-004-0081-0
1555441041	
2023141023	10.1045/february2003-janes
2018865080	10.1093/llc/fqu020
2264738811	
2888643222	10.1162/coli_a_00336
2054447652	10.1080/09296170903395981
2172090160	10.1093/llc/fqp031
2514031637	10.1093/llc/fqw034
1982836019	10.1045/march2006-crane
166419126	10.1023/A:1002485918032
2072176586	10.1045/september2004-vandesompel
2046313472	10.1093/llc/fqi021
2063420976	10.1045/march2009-holley
2012377385	10.1080/19386389.2013.826076
1995251967	10.1045/january2000-redalen
2084054474	10.1093/llc/fqt015
2099758643	10.1093/llc/18.3.249
2014065740	10.1045/july2010-powell
2066715170	10.1080/09296174.2013.773140
2047383503	10.1093/llc/fql041
2159818719	10.2218/ijdc.v3i1.48
1996038579	10.1007/s007990050007
2115219227	10.2218/ijdc.v6i1.188
2164948578	10.1162/089120103321337458
2029430636	10.1080/19386389.2013.826075
2947745569	
2299334711	10.1023/A:1017507019909
1983835865	10.1045/february2002-weibel
1965473796	10.2218/ijdc.v6i1.178
2045132836	10.1093/llc/19.3.397
2026421491	10.1162/COLI_a_00151
2124519725	10.1007/s00799-004-0100-1
1970113530	10.1080/19386380903405173
2002070094	10.2218/ijdc.v3i1.52
2032092216	10.1007/s00799-008-0043-z
1979130520	10.1045/december2001-pinfield
2023856239	10.1080/09296174.2012.638797
2049107599	10.1007/s007999900023
2947146674	
2597065118	10.1045/march2017-kindling
2110003247	10.4995/var.2012.4541
2091382812	10.3366/ijhac.2009.0014
2056898670	10.1080/09296170802326640
2061082568	10.1045/may2014-daquin
2149623920	10.1023/A:1025071200644
2772849153	
1991324103	10.1093/llc/fqq004
1981704611	10.2218/ijdc.v6i2.197
2613249523	10.1045/october2000-montgomery
2004561167	10.1162/0891201042544910
325310379	10.1023/A:1017569003556
2525058744	10.1162/COLI_a_00263
1984457875	10.1007/s00799-012-0086-z
2127192518	10.1093/llc/fqr033
1987599548	10.1076/jqul.9.1.77.8479
1880987886	10.1162/COLI_a_00245
1987928678	10.1045/january2009-denenberg
2037165225	10.1045/may2006-arko
2169789327	10.1162/089120100750105948
2080891032	10.1045/february2006-vanderwerf
2007512902	10.1007/s007990000038
2147528976	10.1162/COLI_a_00153
2168494718	10.1007/s00799-003-0064-6
2086002666	10.3929/ethz-a-006687003
2113064181	10.1007/s00799-014-0115-1
2000836527	10.1080/10911360802087317
2086246429	10.1076/0929-6174(200004)07:01;1-3;FT065
2102358483	10.1045/march2011-diekema
2395366808	10.1007/s00799-016-0172-8
2026842990	10.1045/may2012-simons
2077734359	10.2218/ijdc.v1i1.2
2121322488	10.1007/s00799-005-0125-0
2132795322	10.1007/s00799-012-0080-5
2264949490	10.1093/llc/fqv047
2242862111	10.5281/zenodo.50899
104168967	
2091319937	10.1162/coli.07-031-R2-06-98
1999889451	10.1023/B:CHUM.0000031083.26339.d4
2037884508	10.1162/COLI_a_00133
2400447471	
2040111607	10.2218/ijdc.v7i2.208
2892113306	
1971579776	10.1162/COLI_a_00149
2278690199	10.1080/09296174.2015.1071148
2024945704	10.1045/october2005-custard
1966737078	10.1162/coli.B09-001
2064539579	10.1093/llc/fqm018
2795439700	10.1162/coli_a_00314
2058777161	10.1007/s00799-012-0085-0
1989588307	10.1080/19386380903095107
2037151274	10.1080/09296170802326681
1979414667	10.1093/llc/fqn018
1597635189	10.1007/s10579-004-1948-9
2084105614	10.1162/coli.2007.33.1.3
2065024936	10.2218/ijdc.v7i1.218
2153654839	10.1023/A:1025067132504
1978074971	10.1045/september2010-cramer
2057208313	10.1093/llc/17.2.245
2009723579	10.1093/llc/fqs068
2089323118	10.1080/09296174.2013.799914
2172279581	10.1162/coli.2008.07-002-R1-06-30
2051342612	10.1045/july2008-guenther
1973962466	10.1045/may2003-bollen
2169331210	
2047712922	10.2218/ijdc.v8i1.252
2077430504	10.1080/09296174.2012.685302
2024882820	10.1007/s00799-003-0052-x
1978992904	10.2218/ijdc.v4i1.81
1973833378	10.1045/march2000-moore-pt1
2153475516	10.1093/llc/19.2.221
2166757515	10.1162/COLI_a_00114
2170839734	10.1093/llc/fqi029
1968001853	10.1045/june2002-bollen
1970134017	10.1093/llc/fqp035
2948534643	
2190988271	10.3389/fdigh.2015.00006
2045463623	10.1045/may2011-wolski
2092371627	10.1076/jqul.7.3.201.4108
2164359605	10.1162/coli.08-032-R1-06-96
2951076017	
2121653205	10.1007/s10579-004-1919-1
2001331035	10.1045/july2004-beagrie
2008381544	10.1080/09296170802159439
2296881200	10.3389/fdigh.2016.00003
170186150	10.4324/9781315576251-13
2014516359	10.1162/089120103322711569
2053158155	10.1162/coli.2006.32.2.273
2108414000	10.1076/jqul.8.3.187.4095
2114580249	10.2218/ijdc.v4i1.76
2004825722	10.1007/s00799-003-0068-2
2123782276	10.1162/COLI_a_00108
2003926330	10.1093/llc/fqn023
1587479078	10.1162/coli.2004.30.2.247
1973723819	10.3366/E1753854809000433
2091950237	10.1162/coli.2008.34.3.319
2157223933	10.1162/COLI_a_00138
1995885353	10.1045/november2010-guo
2114657155	10.1162/089120100561656
2560014971	10.1162/COLI_a_00284
2140676672	10.1162/coli.2008.34.1.1
2001683489	10.1045/march2013-schopfel
1969075471	10.1080/09296174.2011.533592
2078244995	10.1162/COLI_a_00076
2083377627	10.2218/ijdc.v4i2.106
2954992139	
2024592335	10.1162/COLI_a_00107
2045575289	10.1045/january2015-assante
2172049357	10.1007/s00799-007-0030-9
1486657297	10.1023/A:1002467221920
2024245102	10.1080/09296170500500843
1505524995	10.1023/A:1022673822140
2165191067	10.1093/llc/fqq028
2176349895	10.1093/llc/fqv039
2048941718	10.1045/september2006-recker
2059659390	10.1093/llc/18.3.261
2003314968	10.1045/march2008-marshall-pt1
2038651387	10.1093/llc/18.1.89
2167393476	10.1162/coli.2010.36.2.09054
2770425098	
2102909046	
2169813772	10.1162/coli.08-003-R1-07-044
2061331533	10.2218/ijdc.v4i3.118
2997851677	10.1007/s007990050004
2006379597	10.1045/march2003-pinfield
2041906844	10.1045/november2011-powell
1971292368	10.2218/ijdc.v9i1.318
2006832571	10.1093/llc/fqt031
38613247	
2133694651	10.4403/jlis.it-4603
2106702816	10.1093/llc/fqu056
2163715482	10.2218/ijdc.v3i2.57
2121417252	10.1093/llc/fqv005
2020696732	10.1045/july2004-lavoie
1998959072	10.1045/march2010-king
2089789677	10.1093/llc/15.4.433
2161580566	10.1162/coli.2008.34.4.471
2248605503	10.1093/llc/fqv049
1990227204	10.1007/s00799-014-0124-0
2268329338	10.5281/zenodo.32412
2060744706	10.1045/april2005-lund
2404329716	
2007133139	10.1080/09296174.2011.533586
2052644753	10.1045/january2013-rumianek
2220914516	
2059084416	10.1045/january2015-henderson
2061556833	10.1045/july2001-vandesompel
2012446639	10.1162/coli.2007.33.2.283
1970112429	10.1045/february2001-choudhury
1980171941	10.1045/may2009-hemminger
2074302780	10.1093/llc/16.4.403
2145534118	10.1007/s00799-015-0139-1
2095371501	10.1045/june2006-smith
2029609862	10.1045/january2002-kenney
2149276927	10.2218/ijdc.v4i1.80
2068517827	10.1080/09296170902734164
2110252458	10.4121/uuid:65a06005-d910-40ea-9a77-c4f142d40bb0
2002034243	10.1080/19386389.2011.570662
2152243207	10.1093/llc/fqn035
2084046180	10.1162/COLI_a_00049
2017554545	10.1093/llc/17.1.37
2109600226	10.1162/089120105774321109
1997047003	10.1080/19386380903095099
1435971189	10.1023/A:1002450818285
2048802880	10.1007/s00799-003-0072-6
2086987815	10.1007/s00799-003-0067-3
2052028938	10.1093/llc/18.4.341
2141474942	10.1045/february2003-goodrum
1973357422	10.2218/ijdc.v9i1.303
1998786856	10.1045/february2001-thibodeau
2001299546	10.1093/llc/17.2.231
1999641815	10.1007/s00799-010-0061-5
2113717804	10.1093/llc/fql037
1976119095	10.1045/june2005-lee
2037515122	10.1007/s00799-009-0057-1
2161224351	
1983503745	10.1007/s00799-009-0054-4
2133203418	10.1162/COLI_a_00122
2163796172	10.1076/jqul.8.1.67.4094
2058099477	10.1080/09296170500500603
2046157830	10.1045/may2002-sullivan
1978217038	10.1093/llc/fqi063
2105897558	10.1162/coli.2009.35.4.35402
2153171635	10.1093/llc/fqs010
1969733229	10.1045/march2006-cohen
2151478938	10.1007/s00799-011-0067-7
1989292482	10.1080/09296174.2011.638792
2081296803	10.2218/ijdc.v7i1.224
2108519090	10.1045/november2006-organ
2101493333	10.1162/COLI_a_00168
2066096880	10.3366/ijhac.2014.0109
1593082776	10.1023/A:1020201615753
2116125045	10.1023/A:1002454919194
2040698034	10.1080/19386389.2010.506400
1980366261	10.1162/089120100750105966
2144570265	10.1162/COLI_a_00110
1968004731	10.1045/july2008-hirtle
2119408773	10.1162/COLI_a_00221
2133900200	10.2218/ijdc.v4i2.92
2889788424	10.1162/coli_a_00339
2062029084	10.1045/february2003-penka
2325553602	10.1093/llc/fqv067
2549143676	10.3389/fdigh.2017.00008
1971320275	10.1007/s00799-004-0107-7
2022247355	10.1007/s00799-007-0032-7
2562321483	10.1007/s00799-016-0201-7
2125450853	10.1162/COLI_a_00115
2481416468	
2083390620	10.1080/19386380903405207
2084910698	10.1093/llc/fql044
2010423034	10.1162/coli.2007.33.4.477
2294094610	10.1162/COLI_a_00243
1607989864	10.1023/A:1016160114582
2161431581	10.1080/09296174.2012.638796
1964331935	10.1162/coli.35.3.469
2407882504	
2560778841	10.1162/COLI_a_00275
2602773960	
2131406793	10.1093/llc/fqq017
1968029619	10.2218/ijdc.v3i2.66
2045478331	10.1080/09296170701378916
2117890494	10.4995/var.2013.4321
2087728737	10.1080/09296170500055384
2102740098	10.4995/var.2012.4537
1966413724	10.1045/july2012-herrmannova
1994200883	10.1080/09296174.2012.714534
2049001907	10.1007/s00799-003-0061-9
2088980200	10.1045/november14-klampfl
1484042991	10.1023/A:1002075505432
1963832348	10.1023/B:CHUM.0000031173.25446.37
2123854454	10.2218/ijdc.v2i2.25
2498406963	10.1045/march2000-coyle
2021891992	10.2218/ijdc.v4i3.116
2082045474	10.2218/ijdc.v2i1.14
11244516	10.1023/A:1002630710402
1562804680	
2134568263	10.1162/coli.2007.33.1.63
2147337269	10.2218/ijdc.v7i1.212
2083720130	10.1093/llc/17.2.207
1993410041	10.1080/09296174.2010.512160
2160133849	10.1093/llc/fqs013
2964068744	
2118095865	10.1093/llc/fqq019
2162991343	10.1093/llc/fqs057
2158691303	10.2218/ijdc.v4i1.79
2202928999	
2039581305	10.1093/llc/18.2.151
2122891518	10.1045/july2000-eppard
1969990551	10.1045/september2005-lynch
2027968180	10.1045/september2007-mcdonald-overview
2040851079	10.1080/19386389.2010.524864
2106657366	10.1162/COLI_a_00137
1984247767	10.1045/may2010-wenqing
2109830295	10.1162/coli.2006.32.3.379
2963095156	10.1162/COLI_a_00293
226610335	
2767878895	10.1007/s00799-017-0230-x
1972878324	10.1045/september2012-manghi
2080055542	10.1007/PL00021468
2095069785	10.1093/llc/fqq001
2015537768	10.1045/june2002-shabajee
2006587457	10.1162/COLI_a_00098
2181880174	
2169048685	10.1007/s00799-014-0123-1
2006191288	10.1162/COLI_a_00246
2053967177	10.1093/llc/16.4.421
2031185992	10.1007/s007990050014
2033599040	10.1162/COLI_a_00178
2146793826	10.1093/llc/fqr031
2066216990	10.1093/llc/fqm006
1974932599	10.3366/ijhac.2015.0136
2164645230	10.1162/COLI_a_00160
2092977545	10.1162/COLI_a_00058
2152581604	10.1162/COLI_a_00167
2052409349	10.1045/march2009-canos
2081504460	10.1080/19386389.2012.699834
6503115	10.1023/A:1002476823351
2124416056	10.1162/089120103322711604
2070584210	10.1045/november2001-prinsen
2057301382	10.1093/llc/fqt018
2402899027	
1968780328	10.1080/19386389.2014.891892
2167904823	10.1093/llc/fql011
2016465054	10.1045/december2002-king
1936201158	10.2139/ssrn.1739282
1971009218	10.2218/ijdc.v4i2.107
2089967240	10.1045/june2003-miller
2066350122	10.1080/09296174.2012.659000
2040799618	10.1045/july2009-munoz
97355661	
1494080438	10.1007/s00799-015-0157-z
1987115230	10.1045/december2005-johnson
1968000656	10.1080/09296174.2011.608607
2120112909	10.1080/09296170600850106
2297137999	10.3366/ijhac.2016.0161
2615120776	10.1162/089120104773633402
2081390777	10.2218/ijdc.v9i1.299
1592381037	10.1023/A:1013163229994
2033477251	10.1076/jqul.10.1.41.16549
2402863071	
2479896754	
2077994154	10.1045/march2005-bartolo
2483476375	
2010751300	10.1023/B:CHUM.0000009290.14571.59
2012241736	10.1080/09296170701514197
2170869176	10.1162/089120105775299140
2126211701	10.1080/09296170500500637
288261489	10.4995/var.2011.4546
2087497155	10.1007/s00799-003-0060-x
2144719390	10.1162/COLI_a_00077
2116477725	10.1093/llc/fql040
2041741339	10.1076/jqul.8.1.1.4091
2398506698	
2116615145	10.1162/089120103322145324
2437005631	10.1162/coli.2007.33.2.201
1995228463	10.1045/july2006-ross
2171538950	10.1023/A:1016178200469
2025214515	10.1162/089120100561719
1540062415	10.1023/A:1021895322291
2157354643	10.1162/COLI_a_00227
1987881045	10.2218/ijdc.v10i1.360
143727535	10.1023/A:1002463121011
2024561884	10.1076/jqul.7.3.233.4105
2072414432	10.1045/july2003-baker
2293652637	
2075423558	10.1080/09296170902975700
1490578263	
2052282569	10.1007/s00799-009-0056-2
2170471032	10.1162/089120103322753365
1548236037	
2112642950	10.1162/089120103322711613
1987242992	10.1045/july2000-wilensky
2782230926	
2155712036	10.1162/COLI_a_00051
2140397750	10.1093/llc/fql036
2025202991	10.1080/19386389.2011.545006
2087263900	10.1045/october2000-zia
2623988670	10.1093/llc/fqx006
2073911115	10.1007/s00799-008-0049-6
2116512345	10.1162/COLI_a_00163
2093366816	10.1023/B:CHUM.0000009278.73498.f4
2009337656	10.2218/ijdc.v3i2.64
2136403855	10.1045/july2011-schrier
2186269190	10.4995/var.2010.4750
2063597751	10.1080/09296170500500850
2618347298	10.4995/var.2017.6321
1993678109	10.1080/09296174.2014.882187
2182160654	10.4995/var.2010.4682
2054186732	10.1080/19386380802627109
1987100463	10.1045/april2002-mcclelland
2154334459	10.1093/llc/fqp002
2032110119	10.2218/ijdc.v7i2.226
23457074	10.1023/A:1002620720223
1999541030	10.1045/july2004-giersch
2144977042	10.1093/llc/fqs064
2402719808	
2046440237	10.1045/march2010-waibel
1981250005	10.2218/ijdc.v6i2.201
2105230347	10.1093/llc/fqq006
2025541727	10.1045/december2000-severiens
1483771539	
2051029090	10.1007/s00799-014-0110-6
2012561700	10.1162/089120105774321091
2161539943	10.1080/19386380903176063
2588327899	10.3389/fdigh.2017.00004
2058891443	10.2218/ijdc.v6i2.190
2144373529	10.1162/COLI_a_00209
2134273450	10.1093/llc/fqq018
2073722223	10.1045/september2002-galloway
2001326557	10.1007/s00799-007-0023-8
2011467533	10.1045/july2012-patton
2404358816	
2118129210	10.1093/llc/fqu018
1984897879	10.1045/october2003-krowne
2082199086	10.1045/january2007-markey
2150441566	10.1045/january2010-koutsomitropoulos
2108545867	10.1093/llc/fql043
1973472718	10.1093/llc/fqp006
1942675678	
2064942698	10.1093/llc/fqn013
2040850537	10.2218/ijdc.v4i1.75
2005620094	10.2218/ijdc.v7i1.210
2043014546	10.1045/september2007-mcdowell
2186894932	
2429968894	10.1162/COLI_a_00257
2078451557	10.2218/ijdc.v9i1.290
2598515261	10.1162/COLI_a_00285
2031253971	10.1093/llc/fqn015
2166300517	10.2218/ijdc.v5i1.144
1536601200	
2056964667	10.1080/19386389.2010.524863
1980720772	10.1007/s00799-014-0109-z
2041538602	10.1093/llc/17.1.1
2000823111	10.1045/june2001-erickson
2102787404	10.4995/var.2011.4556
2017747999	10.1007/s00799-003-0063-7
2402636476	
1984811107	10.1080/09296174.2014.882184
2075174955	10.1076/jqul.8.3.175.4096
2117084652	10.1162/0891201042544938
2008697676	10.1045/january2010-reilly
2137569301	10.1045/january2008-anderson
2115983295	10.1023/A:1002497503122
355652020	10.1023/A:1002771203624
2123139556	10.1093/llc/fqq016
2948186886	
2086202918	10.1162/coli.2007.33.3.293
2118582923	
2092743872	10.1080/09296174.2011.533591
2804801821	10.1007/s00799-018-0239-9
2060711450	10.2218/ijdc.v2i1.17
2122114517	10.1093/llc/16.1.29
2106479902	10.1080/09296174.2010.512168
2029819673	10.1162/coli.2006.32.4.577
2077260392	10.1080/09296170600855444
2132559335	10.1093/llc/fqr013
2071502426	10.1045/october2001-kahle
2093692255	10.1045/november2012-knoth
2003681401	10.1045/january2008-ceri
2411000670	10.4995/var.2016.4241
1993610807	10.1093/llc/18.2.209
2155023705	10.1080/09296170600850064
1973554348	10.1045/november2009-kulovits
2144341439	10.1162/coli.2009.35.4.35407
2130307546	10.1007/s007990000034
2052574270	10.1045/october2002-montgomery
2140016149	10.1162/089120105775299177
2011061201	10.1080/19386389.2012.652569
2080040331	10.1045/december2005-shirky
2060782074	10.1007/s00799-014-0125-z
2403741760	
2019868169	10.1045/april2003-staples
2520855119	10.1045/september2016-mishra
2012026529	10.1045/january2015-silvello
2147533843	10.1007/s00799-005-0132-1
1668336853	
2143688162	10.1080/09296170801961801
2151552691	10.1162/089120102762671963
