paper_id	doi
1577842164	10.1007/s10579-004-1917-3
2035006990	10.1045/may2001-brand
2134449892	10.1093/llc/fqt049
1993631629	10.1045/february2001-nelson
2027046728	10.1093/llc/17.2.157
2063932572	10.1045/may2000-kaser
2116983617	10.1162/coli_a_00037
2058132426	10.1007/s00799-007-0013-x
2074520033	10.1093/llc/fqu055
2072540768	10.2218/ijdc.v4i1.78
2116555906	10.1162/coli.2007.33.4.553
2120154746	10.1093/llc/fqr022
2226851290	
1863916568	10.1093/llc/fqv045
2139196901	10.1007/s00799-008-0035-z
1994482570	10.2218/ijdc.v7i1.219
2126362743	10.1080/09296174.2013.773141
2130054282	
1623415656	
2029797029	10.1007/s00799-003-0057-5
2238459502	10.1007/s00799-015-0166-y
2031235744	10.1045/january2003-rinehart
2010423334	10.1007/s00799-012-0098-8
1970195330	10.1162/089120100561674
1991856974	10.2218/ijdc.v9i2.334
2963436931	
2005798670	10.1080/19386389.2013.831277
2030901386	10.3366/ijhac.2014.0095
2167194144	10.1162/COLI_a_00215
2171230211	10.2218/ijdc.v9i1.311
2087363941	10.1045/may2011-allen
1496244283	10.1023/A:1016170031420
2166872747	10.2218/ijdc.v8i1.242
2104768379	10.1093/llc/15.4.445
2037936457	10.1045/february2004-bekaert
2119899663	10.1162/089120102317341765
2123893795	10.1162/089120101750300526
2045114155	10.1045/september2008-uzwyshyn
1997424273	10.1093/llc/15.2.187
2948690581	
2119383334	10.1080/09296171003642983
2046864091	10.1045/january2000-moll
2117936783	10.1045/september2001-suleman-pt1
2104518121	10.1093/llc/fqs035
2052629681	10.1007/s00799-007-0012-y
2105508197	10.1162/coli.2007.33.1.105
2038175636	10.1045/july2004-coleman
2080350965	10.1080/09296171003643205
1990479500	10.1093/llc/16.4.353
1997423738	10.1007/s00799-014-0122-2
2065065539	10.1045/november2002-coleman
1973042921	10.1162/089120102762671981
2145964553	10.1162/089120101753342671
2128870637	10.1162/coli_a_00016
2029086132	10.1162/COLI_a_00170
2038930652	10.1080/09296174.2012.754597
2181830759	10.1162/COLI_a_00233
1461677342	10.1007/s00799-004-0097-5
2019481684	10.2218/ijdc.v8i1.260
1836814292	10.1023/A:1021839220474
2042140475	10.1093/llc/18.1.39
2595460204	
2038354447	10.2218/ijdc.v6i2.207
2038809541	10.1093/llc/fqh049
2150959203	10.1093/llc/fqu040
2138259034	
2045530841	10.1045/june2006-zeng
1970948046	10.1093/llc/fqt066
2040271903	10.1007/s007999900014
2097460127	10.1093/llc/fqh042
46228712	10.1023/A:1011851209975
1972581523	10.2218/ijdc.v10i1.351
2169147927	10.1162/COLI_a_00050
2036369947	10.1093/llc/19.3.253
2022292466	10.1080/09296170701794260
2048592733	10.1045/september2007-smith
2158847908	10.1162/0891201053630264
2069196424	10.1162/coli.2008.34.1.81
1986137162	10.1045/march2008-lavoie
2088111674	10.1045/december2003-chu
2125757842	10.1023/A:1026594916008
2165494755	10.1007/s00799-012-0100-5
1518373311	10.1007/s10579-004-1926-2
2159832867	10.1162/COLI_a_00236
2093945628	10.1080/19386380802627117
2024730868	10.1080/09296174.2012.685304
2116254016	10.1007/s00799-007-0019-4
1854884267	10.1162/COLI_a_00237
2002881919	10.1045/september2005-westrienen
2155420191	10.1093/llc/fqs063
2054151502	10.1093/llc/fqm020
1518226001	
2135067197	10.2218/ijdc.v8i2.274
2032005977	10.1045/january2014-berman
1968542239	10.2218/ijdc.v3i1.38
2046286207	10.1045/march2009-hank
2086297729	10.1162/coli.07-036-R2-06-22
2041175703	10.1045/january2011-aalbergsberg
2011451199	10.1045/january2003-paskin
2159947192	10.1093/llc/fqr034
2031014895	10.1093/llc/fqh044
2145088064	
2158428778	10.1162/COLI_a_00074
1996688545	10.1045/december2004-godby
2081720161	10.1045/september2002-morse
2254209420	
2527856081	10.2218/ijdc.v11i1.401
2011804958	10.1093/llc/fqr001
2136894964	10.1007/s00799-005-0131-2
2010576059	10.1162/coli.2009.35.4.35403
2245656949	
2058634680	10.2218/ijdc.v9i2.325
2168265764	10.1080/09296170500055301
1983582289	10.1162/COLI_a_00184
2950776699	
2076958257	10.2218/ijdc.v3i2.58
2947287920	
1975681629	10.1045/january2008-klijn
2123215530	10.1162/coli.08-010-R1-07-048
2163224477	10.1093/llc/fql035
1978620866	10.1162/coli.2008.34.2.145
2109165106	10.1162/COLI_a_00132
2063900924	10.3366/ijhac.2014.0130
2168963480	10.1045/march2011-seaman
1504718005	10.1023/A:1025039611798
2140949990	10.1007/s00799-011-0065-9
2800335444	10.3389/fdigh.2018.00006
1981406742	10.1045/november2012-zarro
1967022257	10.2218/ijdc.v2i1.15
2157633660	10.4995/var.2014.4218
2038253946	10.1093/llc/fqu047
2096215346	10.2218/ijdc.v6i2.199
2158304679	10.2218/ijdc.v5i1.149
2070484325	10.1007/s00799-012-0094-z
2080947873	10.1162/coli.2009.35.2.119
2016885059	10.1080/09296174.2011.581850
2044285836	10.2218/ijdc.v5i1.146
2129909699	10.1162/COLI_a_00085
2028815875	10.1007/s007990000037
1989932697	10.1007/s00799-007-0031-8
2036701449	10.1045/june2001-iannella
2154603347	10.1045/may2007-weig
2143438513	10.1162/089120100561593
1994531539	10.1080/09296174.2010.512170
2045456561	10.1080/09296170600850544
2166391512	10.1162/089120101317066122
2080571106	10.1045/july2000-arms
2142687753	10.1093/llc/16.2.135
2962772384	10.1162/COLI_a_00265
2054984242	10.1045/november2003-muller
2520326549	10.1045/september2016-meschenmoser
146646739	10.1023/A:1002419305990
1999357363	10.1045/november2008-gazan
2151030333	10.1162/COLI_r_00055
2114097960	10.1093/llc/fqt002
2074608334	10.1007/s00799-004-0108-6
2038098415	10.1007/s00799-011-0076-6
2253133642	10.1093/llc/fqr028
1534410224	
2049278452	10.1093/llc/fqq003
2026317555	10.1045/november2012-fleet
1507727839	10.1023/A:1017941320947
2001484875	10.1080/09296170500500884
2078817043	10.1080/09296174.2011.608606
2164617624	10.1080/19386389.2014.909670
2153151269	10.1162/COLI_a_00217
2125736336	10.1093/llc/fqm025
2328279510	10.1162/COLI_a_00242
2963537473	
1993844325	10.1162/COLI_a_00210
2032750552	10.1045/july2000-crane
2075826340	10.1093/llc/fqp009
2086998125	10.1080/09296170802326657
2066417382	10.1045/november2007-waugh
2765942132	10.1080/09296174.2017.1373991
2109495508	10.2218/ijdc.v3i1.47
2183003714	10.4995/var.2011.4605
2145903624	10.1080/09296170500055350
2032520544	10.1007/s00799-013-0105-8
2809161927	10.1007/s00799-018-0246-x
2068371547	10.1007/s007990100040
1969638885	10.1045/april2006-dempsey
2947450876	
2254860479	
2006539462	10.1080/09296174.2013.799912
2056162765	10.1007/s00799-005-0122-3
2165431734	10.1162/089120100750105920
2084008832	10.1076/jqul.8.2.101.4104
2963650423	10.1093/llc/fqx059
2166656616	10.1162/coli.2006.32.2.195
2148959489	10.1093/llc/fqi039
2082847960	10.1045/january2010-park
2036577990	10.1045/october2003-henry
2159636675	10.1162/coli.2007.33.3.355
1986958398	10.1080/19386380802373936
2020488035	10.1045/september2013-osborne
2096601602	10.1093/llc/fql020
2073752516	10.1045/june2006-wojick
2016772587	10.1045/february2000-risher
2577232253	10.1007/s00799-016-0206-2
2053124328	10.1080/19386380802656371
2178665133	10.3389/fdigh.2015.00005
2083688575	10.1007/s00799-008-0034-0
2038324640	10.1162/coli.2008.34.2.257
2023691785	10.2218/ijdc.v4i2.105
2063008746	10.2218/ijdc.v9i1.320
2008122207	10.1045/november2011-gerolimos
2115968643	10.1162/coli.09-036-R2-08-050
2793809357	10.1080/19386389.2018.1440927
2119559136	10.1007/s00799-010-0059-z
2112652344	10.1162/089120104323093276
2073547318	10.1045/january2000-chandler
2074504299	10.1162/COLI_a_00080
2071860408	10.1007/s007990100045
1966540472	10.1080/09296170903211501
2159542523	10.2218/ijdc.v7i1.221
2102589894	10.1080/0929617042000314921
2008840217	10.2218/ijdc.v5i1.140
2070536585	10.1162/coli_a_00039
2168226198	10.1162/089120101750300517
2120306339	
2021151961	10.1162/coli.2008.07-028-R2-05-82
2048030917	10.1045/september2007-gold-pt2
1977517503	10.1162/coli_a_00008
2013940188	10.1093/llc/fqu035
2405438722	
2156635457	10.1162/089120102760173634
2089970697	10.1045/january2007-gladney
2305312316	10.1162/COLI_a_00244
2123697931	10.2218/ijdc.v3i1.39
1573149547	10.1023/A:1002632712378
2062360099	10.2218/ijdc.v2i1.18
2146960494	10.1162/COLI_a_00195
1965054540	10.1045/january2004-holmstrom
1563991461	
2622834146	10.1093/llc/fqx012
2009752265	10.1045/july2012-kern
2076238261	10.1080/19386389.2010.506379
1494192578	
1978691723	10.1007/s00799-012-0078-z
2291963777	10.1093/llc/fqv042
2605874888	10.1007/PL00021471
2157567267	10.1080/09296174.2011.581849
2405681555	
2009156021	10.1162/coli_a_00009
2916648700	10.1076/jqul.10.1.1.16550
2121357917	10.1162/089120103322711596
1972458248	10.1007/s007999900022
2090867590	10.1080/09296174.2010.485445
2087082263	10.1045/july2007-hagedorn
2400244588	
2070573790	10.1045/june2005-bekaert
1796112755	10.1162/COLI_a_00258
2138030222	10.1162/089120101753342644
1990907222	10.1093/llc/fqh043
2262357836	10.1093/llc/fqv021
2101837219	10.1162/089120101317066104
2178958302	
2082589987	10.1045/february2000-vandesompel-oai
2133702079	10.1162/089120102760276018
2116705992	10.1162/COLI_a_00057
2096646663	10.1162/089120103321337430
2012034170	10.1076/jqul.8.3.233.4097
1985905742	10.1045/june2006-teets
2037912622	10.2218/ijdc.v6i2.203
1989678401	10.1093/llc/fqt035
2010641896	10.2218/ijdc.v10i1.344
2041590040	10.1045/november2002-liu
2168801328	10.1162/089120103322711587
2084996356	10.2218/ijdc.v8i2.268
1531306728	
2169236946	10.1007/s00799-010-0060-6
2122304206	10.1007/s00799-007-0018-5
1972506014	10.1093/llc/fqt034
2149179161	10.1093/llc/fqm044
1964010138	10.1045/april2006-sale
2087903839	10.3366/ijhac.2009.0009
2083062532	10.1080/19386380903543734
2082006264	10.1045/september2001-wake
28916185	10.4995/var.2012.4396
1583809907	
2022927270	10.1045/may2007-saidis
1974827250	10.2218/ijdc.v2i2.34
2591118073	10.3389/fdigh.2017.00005
2054833861	10.1093/llc/19.3.265
2706442245	10.1007/s00799-011-0072-x
2084093782	10.1007/s00799-014-0116-0
2147638277	10.1162/COLI_a_00097
2397899540	
2153072998	10.1162/089120104773633402
2146111747	10.1162/coli.08-012-R1-06-90
2325989987	10.1093/llc/fqw007
2008574999	10.1045/september2001-flecker
2089890029	10.1045/january2013-burns
2151170651	10.1162/089120102760275983
2014016891	10.1007/s007990100043
2106121453	10.1162/coli.2007.33.1.41
2023356897	10.1007/s00799-006-0005-2
2087113746	10.1045/july2006-greenberg
1988884067	10.1007/s00799-008-0047-8
2396370376	
2026191715	10.1162/coli_a_00004
1964495537	10.1045/october2005-awre
2693506744	
2051971663	10.1080/10911360802087358
2140148956	10.1162/089120104773633385
2075659194	10.1162/COLI_a_00061
2079889591	10.2218/ijdc.v6i1.186
2154131892	10.1023/A:1002471322828
2076508607	10.1080/09296174.2013.773138
1559065557	10.1023/A:1013111213156
2087536838	10.1080/09296170600850601
2045039667	10.1007/s00799-012-0083-2
2065894497	10.1045/july2001-snowhill
2043228377	10.1045/november2007-phillips
1976832925	10.1080/19386389.2010.506376
1930176176	10.1162/COLI_a_00228
1989548129	10.1045/november2005-lagoze
2082495082	10.3366/E1753854809000408
2060660576	10.2218/ijdc.v2i1.21
1487298676	10.1023/A:1013197332458
2142233105	10.1093/llc/fql049
1981333922	10.1045/november2003-bekaert
2947232351	
1997308882	10.1162/0891201054224002
2062813286	10.1093/llc/17.3.311
2093979138	10.1093/llc/fqn005
1974575094	10.1162/COLI_a_00144
2127325222	10.1162/089120103321337449
2144931708	10.1162/COLI_a_00083
2017205656	10.2218/ijdc.v4i3.127
1499512545	
2005181355	10.1162/coli.2007.33.2.161
2101125414	10.1007/s00799-003-0070-8
2158359079	10.1093/llc/fqu001
2138539908	10.1007/s00799-004-0111-y
2052217140	10.1093/llc/fqr005
1988503030	10.1045/december2004-hammond
1606555179	
2164455818	10.1162/089120101753342653
2038461985	10.2218/ijdc.v10i1.361
2781710621	10.17605/OSF.IO/MJK9T
1989253987	10.1162/089120101753342680
2156985047	10.1162/089120103321337421
2398310990	
2062225495	10.1045/july2007-devare
2063419099	10.1080/19386380903405157
2121764321	10.1080/09296174.2012.659001
2137504018	10.1080/19386389.2010.506396
1979327299	10.1093/llc/15.1.15
2048361995	10.1080/19386389.2010.520604
2001000512	10.1045/november2002-niu
1998032949	10.2218/ijdc.v5i1.147
2079690043	10.1080/10911360802087341
2070448759	10.1080/09296174.2012.685303
2111657083	10.1080/09296170701794286
2068797823	10.3366/ijhac.2013.0072
1986570273	10.1080/09296170512331383685
2147565428	10.1023/A:1025720518994
2006935145	10.1093/llc/16.3.251
1975368595	10.2218/ijdc.v8i2.262
1996028407	10.1045/september2002-hickey
2122080230	10.1093/llc/fqm001
2039211216	10.1080/09296170902734248
2020882196	10.1093/llc/15.3.313
2049048791	10.1045/october2000-baker
2116876762	10.1162/COLI_a_00125
1978554910	10.1080/19386389.2013.846618
2063843179	10.1045/january2000-hodge
2028701196	10.1093/llc/fqt063
1969746014	10.1045/july2006-tansley
2063271628	10.1045/may2003-king
2033646521	10.1162/COLI_a_00194
2061034011	10.2218/ijdc.v8i2.283
1993065452	10.1076/jqul.9.2.97.8485
1993555857	10.1007/s00799-010-0062-4
1535904379	10.2218/ijdc.v10i1.369
2147135085	10.1080/09296170801961843
1665273129	
2016172157	10.1162/COLI_a_00166
1967853860	10.1007/s007990100046
1607813805	10.3389/fdigh.2015.00002
2070836593	10.1045/september2002-schmidt
2048991227	10.2218/ijdc.v6i2.205
2009179828	10.2218/ijdc.v9i1.297
2072422415	10.1093/llc/fqn040
2131509029	10.4995/var.2011.4543
2400700285	
1968218156	10.1162/089120105775299159
1966290122	10.1093/llc/fql048
2121978753	
2099227075	10.1162/089120102317341774
1983018376	10.1162/coli_a_00033
2067748510	10.2218/ijdc.v6i1.180
2519468206	10.1162/COLI_a_00301
1987126818	10.1093/llc/fqu014
2007957054	10.1080/19386380903095123
2134051999	10.2218/ijdc.v9i1.269
2129513953	10.1045/december2003-mongin
1579103827	10.1007/s10579-004-1367-y
2738904036	10.4995/var.2017.6405
1528405878	
2077272113	10.2218/ijdc.v4i2.102
1986378812	10.1045/september2007-wolpers
2059788866	10.1162/coli.2002.28.4.582
2623595423	10.1045/january2000-levy
1984242586	10.1007/s00799-003-0062-8
2112167028	
2399599277	
2032267316	10.1045/march2012‐niu1
32274356	10.1080/0929617042000314912
2151208980	10.1162/089120101300346840
2090316690	10.1045/february2003-white
2772851365	10.1162/COLI_a_00308
2059914676	10.1093/llc/fql014
1988661060	10.1045/september2004-providenti
2052785550	10.1045/july2005-arms
2004587985	10.1093/llc/fqn020
2096537993	10.1093/llc/fqn034
2039348144	10.2218/ijdc.v9i1.298
748451502	10.2218/ijdc.v10i2.379
2003698958	10.1162/089120102760173643
1996113441	10.1080/09296170903395957
2146732849	10.1007/s00799-005-0118-z
2003729936	10.1045/september2005-bauer
2048715559	10.1045/january2003-smith
1567953929	
2576091569	
1986611837	10.1045/october2006-cole
2103200221	10.1045/november2010-massart
2044086296	10.1045/december2006-whitney
2128023761	10.1093/llc/fqt011
2170801730	10.1093/llc/16.3.287
2168258059	10.2218/ijdc.v7i2.230
2099505191	10.1080/19386380903547008
2117180230	10.1093/llc/fqm012
2045649508	10.1007/s00799-004-0102-z
2119168550	10.1162/0891201042544884
2081748579	10.1080/09296170500500694
1968354737	10.1080/09296170801961785
1970092061	10.3366/ijhac.2014.0122
1495654639	10.1023/A:1025019216574
2017553407	10.1045/june2000-payette
2122503055	10.2218/ijdc.v5i1.150
2308338022	10.1162/COLI_a_00248
2594542816	
2112217537	10.1023/A:1002485208039
1485221229	10.1023/A:1011856202986
2101389654	10.1093/llc/fqs007
2109923058	10.1093/llc/fqs049
2069624924	10.1080/09296170600850585
2093209610	10.1080/09296170701378957
1969795716	10.1093/llc/fqn031
2103609933	10.1093/llc/fql042
2023307151	10.1093/llc/18.4.379
2033157559	10.1045/july2002-arlitsch
2103577799	10.1162/COLI_a_00173
1968855642	10.1080/19386389.2010.520262
2000902480	10.1045/september2012-mayernik
2149263634	10.2218/ijdc.v9i2.332
2110497364	10.1093/llc/fqu042
1998741405	10.1045/july2001-roes
1569100026	10.4403/jlis.it-6305
1489209067	
2919944319	10.1045/october2004-coleman
2085407466	10.1045/march2015-hienert
2964126086	
1501251607	10.1023/A:1016174116399
2123020907	10.1162/COLI_a_00196
2033768017	10.1093/llc/fql019
2103909773	10.1093/llc/fqh051
2117772055	10.4403/jlis.it-4663
2046436395	10.1162/089120100561755
2010367756	10.2218/ijdc.v8i2.277
1979196416	10.1007/s00799-004-0110-z
2085153732	10.1162/089120101300346813
2143393951	10.2218/ijdc.v7i1.223
2067956140	10.1007/s10579-004-0233-2
1972092859	10.1045/july2005-griffin
2012813838	10.1045/february2002-birmingham
2177950898	10.4995/var.2013.4275
2014007504	10.1007/s00799-005-0123-2
1556077482	10.1162/089120105774321127
95707272	10.4995/var.2011.4545
2249004193	
2115318757	10.1300/J517v08n01_02
2344279719	10.1007/s00799-016-0170-x
1496046695	
2141766660	10.1162/coli.07-034-R2
1999631291	10.1007/s00799-004-0080-1
1980150691	10.1093/llc/fqp039
1850538695	
2149389202	10.1093/llc/16.1.45
2058233160	10.1007/s00799-011-0069-5
1988877785	10.1045/may2008-monnich
2036699209	10.1093/llc/fqt037
1982897610	10.1162/coli.2009.35.4.35405
1969946082	10.1007/s007999900020
2052833538	10.1007/s00799-014-0131-1
2153895776	10.1093/llc/fqu058
2004027458	10.1162/coli.2006.32.3.443
35647306	10.1023/A:1002661023178
2025882237	10.1093/llc/fqm023
2043514789	10.1093/llc/fqu050
2036582256	10.1045/march2005-kraan
1989010572	10.1007/s00799-007-0024-7
2010700167	10.1007/s00799-006-0003-4
1970999187	10.1045/march2015-mccown
2015907657	10.3366/ijhac.2013.0088
2082695947	10.1045/october2006-king
2108915825	10.1162/coli.08-011-R2-07-021
2236536216	
2147573685	10.1007/s00799-006-0002-5
1987851322	10.1045/april2000-mistlebauer
2328868160	10.1093/llc/fqv011
229663149	
1493676178	10.1023/A:1022657227889
2090618725	10.1076/jqul.8.3.165.4101
2031351647	10.1162/0891201042544866
2042831735	10.1045/october2006-vandesompel
2038035027	10.1045/november2005-bartolo
2034003792	10.1007/s00799-012-0096-x
1973196380	10.1080/09296174.2011.583405
2378090095	10.1007/s10579-004-1906-6
2009468504	10.1045/november14-holub
2032012610	10.1007/s00799-007-0021-x
2074882154	10.1045/july2002-coleman
1520360049	
1987486061	10.1162/coli.2008.34.2.193
2060837729	10.1045/july2000-staples
2003374509	10.1162/COLI_a_00148
2053676671	10.1045/january2010-holley
2088847654	10.1045/november2007-rieh
2890985598	10.1162/coli_a_00338
2154462503	10.1162/COLI_a_00218
2806532810	10.1162/coli_a_00322
2663075978	10.1007/s00799-017-0226-6
2292809381	
2111273940	10.1162/coli.2006.32.2.263
1977048518	10.1045/november2003-lieder
2124100324	10.1007/s00799-005-0117-0
2110600845	10.1162/coli.2010.36.2.36201
2041504988	10.1080/09296174.2012.714531
2039884530	10.1045/december2004-vandesompel
2072819621	10.1162/coli.08-022-R2-06-26
2025403586	10.1093/llc/17.4.401
2026453212	10.1045/april2001-maly
2062197144	10.1045/april2006-miller
2094692735	10.1080/19386389.2012.661689
2030149851	10.1007/s00799-006-0006-1
1999957818	10.1162/COLI_a_00192
2137049741	10.1080/09296170600892538
2408056113	
2049684127	10.1093/llc/fqn012
2009514073	10.1045/july2006-brancolini
2100922564	10.1080/09296174.2013.799918
2109785022	10.2218/ijdc.v6i2.193
1985942977	10.1007/s10579-004-0755-7
2067130497	10.1093/llc/fqu057
1985650263	10.1093/llc/fqp010
2127783607	10.3366/E1753854809000317
2140969772	10.2218/ijdc.v6i1.174
2153562920	10.1093/llc/fqs018
2065490165	10.1045/september2006-choi
1990589384	10.1045/january2011-klump
2047104717	10.1093/llc/fqt024
2170462160	10.1045/march2007-altman
2087563320	10.2218/ijdc.v8i2.263
1491504963	10.1007/PL00021477
2031827150	10.1007/s00799-014-0127-x
2033814128	10.1076/0929-6174(200008)07:02;1-Z;FT115
1561485581	10.1007/s00799-015-0167-x
168622922	10.1023/A:1021814530952
2898407256	10.1007/s00799-018-0258-6
2401306152	
627102295	
2533701621	10.1007/s00799-016-0196-0
1998588442	10.1080/09296174.2013.830549
2096819730	10.1162/COLI_a_00142
2094210058	10.1045/june2003-paskin
2115340943	10.1023/A:1017556818634
2067140603	10.2218/ijdc.v6i2.204
1862599395	10.1162/COLI_a_00232
2168628252	10.1093/llc/fqp027
2186711519	
2089572825	10.1007/s00799-003-0073-5
2133341045	10.1162/0891201041850885
1556784754	
1991004437	10.1007/s00799-003-0065-5
2040376615	10.3366/ijhac.2009.0007
2027787274	10.1045/april2004-mcgovern
2083790658	10.1045/november2012-beaudoin1
1570421724	10.1045/march2008-pearce
1963780534	10.1045/july2002-martin
2035292688	10.2218/ijdc.v3i2.59
1989877919	10.1093/llc/fql023
2148988845	10.2218/ijdc.v4i3.126
2036348938	10.1076/jqul.7.3.189.4114
2028675035	10.3366/ijhac.2012.0044
2052336303	10.1045/march2003-gibbons
2027980808	10.2218/ijdc.v2i2.35
2077575967	10.1045/november2001-zia
2062322311	10.1045/march2005-vanveen
2139611964	10.2218/ijdc.v2i1.13
2096047506	10.1093/llc/18.4.389
1953585660	10.1162/COLI_a_00230
2074365914	10.1080/19386389.2012.699829
2394549901	
2032222974	10.1045/may2011-vanderknijff
2143015227	10.1093/llc/fqi046
2136930489	10.1162/coli.2006.32.1.13
2133984075	10.1162/089120101750300535
2004477431	10.1076/jqul.10.2.159.16715
2094208051	10.1162/coli.2008.07-004-R2-06-57
2050892335	10.1080/09296170802159488
2090755435	10.1093/llc/16.3.265
2171674491	10.1093/llc/fqq007
1983805881	10.1093/llc/fqm040
2060127787	10.1162/coli_a_00015
2093873531	10.1007/s00799-003-0056-6
2140692822	10.1093/llc/fqt021
2169498276	10.1162/coli_a_00010
2043275333	10.1007/s00799-014-0118-y
2312929482	10.1093/llc/fqw012
2068965807	10.1080/09296170903211469
2041408616	10.1076/0929-6174(200008)07:02;1-z;ft073
2145035567	10.1162/coli.2009.35.4.35409
2120185878	10.2218/ijdc.v4i2.94
177788837	10.1045/october2001-featured.collection
2047860876	10.1045/november2010-adamick
2048138531	10.1093/llc/18.2.139
2060513398	10.1045/december2002-masanes
2010588484	10.1162/0891201041850894
2078645326	10.2218/ijdc.v6i2.191
1972730727	10.1162/coli.2009.35.4.35404
2038178664	10.1080/09296174.2013.830552
2471854148	10.1045/july2016-paakkonen
63463328	10.1023/A:1017563931115
2949848226	
1988123390	10.1007/s00799-004-0112-x
2033043215	10.1162/COLI_a_00204
2340581292	10.1093/llc/fqv046
2133322356	10.1162/coli.2007.33.1.147
2012318772	10.1045/september2009-steinhart
2011051919	10.1162/coli_a_00036
2056418655	10.1007/s00799-008-0048-7
2066848809	10.1045/may2013-jett
2093233459	10.1007/s00799-007-0022-9
1996456980	10.1162/COLI_a_00072
2784065732	10.4995/var.2018.6831
2147191817	10.1162/coli.06-78-prep14
2132109814	10.1162/089120104323093294
2124901389	10.2218/ijdc.v10i1.347
2117117758	10.1093/llc/fqi050
2090435428	10.1045/january2003-mitchell
2162470937	10.1093/llc/fqi026
2048760284	10.1162/089120104323093267
2088241978	10.1045/september2009-papadakis
2047976682	10.1045/june2003-urquhart
2209407053	10.1045/november2015-tkaczyk
2125814131	10.1162/coli.2006.32.4.471
2143507336	10.1093/llc/fqs070
2131526828	10.1162/coli.2006.32.2.223
2002343100	10.1162/0891201054223986
2414774081	10.4995/var.2016.4191
2024271330	10.1045/july2004-ross
2598771386	10.1162/COLI_a_00287
2163155009	10.1080/09296170802159512
1884412186	10.1080/09296174.2016.1169847
1511980079	10.1023/A:1021855607270
2005082088	10.1093/llc/fqm041
217552534	10.1007/s00799-015-0149-z
2067787103	10.1007/s00799-004-0085-9
2075615261	10.1045/october2005-ozek
2948040999	
2095965093	10.1162/0891201053630318
2036031804	10.1045/september2009-ooghe
2765112180	10.3389/fdigh.2017.00021
2113497189	10.1045/september2010-ternier
5251991	10.1023/A:1002439708427
2066860868	10.1045/may2013-gray
2065903263	10.1045/july2001-pisciotta
2956143967	
2067907206	10.2218/ijdc.v8i2.282
2009099802	10.2218/ijdc.v4i3.125
2082998226	10.1007/s00799-014-0111-5
2019493558	10.1080/09296174.2013.856132
1663513339	
1995661633	10.1162/coli.2007.33.3.437
1967082285	10.1045/september2008-markey
2072870110	10.1162/089120101753342626
1964754638	10.2218/ijdc.v2i1.20
2041079134	10.1007/s00799-007-0008-7
1573694048	
2138448147	10.1162/COLI_a_00150
1997254424	10.1045/december2001-suleman
1999839416	10.1007/s00799-004-0088-6
2963022218	10.1162/coli_a_00335
2085733122	10.1080/09296174.2011.608604
2442495973	10.1162/089120102762671936
2107317033	10.1093/llc/17.3.267
2163561955	10.1162/coli_a_00007
2070296328	10.1162/coli_a_00013
2042659457	10.1045/december2006-downie
2135775867	
2119804956	10.1093/llc/fqt038
2397679112	
1971395188	10.1045/january2002-nelson
1984077349	10.1093/llc/fql022
2214276702	10.1093/llc/fqv040
2059784683	10.1045/december2005-nelson
2156021548	10.1162/089120101317066131
2099792836	10.1162/COLI_a_00225
2125447031	10.1162/COLI_a_00088
2145809663	10.1162/COLI_a_00207
2095885230	10.1093/llc/fqn019
2077480568	10.1162/089120101300346822
1970925298	10.3366/ijhac.2014.0104
2057784881	10.1045/may2009-arms
2044989618	10.2218/ijdc.v2i2.26
2058584806	10.1093/llc/18.2.117
71443410	10.4403/jlis.it-5493
2003370336	10.1045/may2007-yakel
2062881723	10.1045/january2011-crosas
2019470037	10.1045/may2007-lally
2027908289	10.1007/s00799-004-0087-7
2049898997	10.1162/coli.2007.33.3.305
1985754308	10.1162/0891201042544929
2117647785	10.1080/09296170903395890
2048390228	10.1045/january2008-smith
98417869	10.1023/A:1002609006340
1988481267	10.1045/november14-fedoryszak
1968708259	10.1080/09296174.2013.799917
2137954955	10.2218/ijdc.v8i2.278
2524911746	10.1162/COLI_a_00261
1863411986	10.1007/s00799-015-0151-5
2171516886	10.1080/09296174.2014.974458
2294262627	10.1023/A:1002459020102
173158756	
2065139259	10.1093/llc/fqq021
2480294597	10.1007/s00799-016-0185-3
1990319251	10.2218/ijdc.v8i1.251
2137006453	10.1162/COLI_a_00206
2091266855	10.1007/s00799-007-0011-z
2047750329	10.1045/may2009-marill
2043781346	10.1093/llc/fqh046
1967120046	10.1045/may2005-wilson
2130287326	10.1045/november14-beel
2152900630	10.1162/coli_c_00031
2080471088	10.2218/ijdc.v3i2.62
2081521998	10.1045/february2003-lankes
2011311373	10.1045/september2004-coyle
1994921100	10.1045/september2013-kern
2166830886	10.1093/llc/fqr018
2161952424	10.1162/089120101317066113
2004702084	10.1093/llc/16.4.375
2020874028	10.1045/january2013-houghton
2128970689	10.1162/089120100561737
1985449541	10.1093/llc/fqi066
192227682	
1549384979	10.1023/A:1014368121689
1504819070	10.2218/ijdc.v10i2.329
2236647290	10.1162/COLI_a_00276
2066825066	10.1045/december2003-connaway
1906647448	10.2218/ijdc.v10i1.370
2086485446	10.1093/llc/fqr017
2948029328	
1485177226	10.2218/ijdc.v10i1.367
2157796321	10.1093/llc/fqp015
2501332912	
2152005244	10.1162/0891201041850876
2122423589	10.1093/llc/19.4.509
1968514883	10.2218/ijdc.v5i1.151
2100912954	
2165552617	10.1162/0891201054223968
2110548995	10.1007/s00799-014-0132-0
2101355390	
2081864257	10.1080/19386389.2010.524862
