id	level	outgoing	incoming	doi
2042583264	1	0	0	10.1093/llc/17.2.207
2043201727	1	0	0	10.1080/09296174.2010.512160
2043470673	1	0	0	10.1093/llc/fqs013
2043514789	1	0	1	
2043781346	1	0	12	10.1093/llc/fqq019
2044273121	1	0	0	10.1093/llc/fqs057
2044285836	1	0	8	10.2218/ijdc.v4i1.79
2044857717	1	0	0	
2044989618	1	4	3	10.1093/llc/18.2.151
2045132836	1	2	0	10.1045/july2000-eppard
2045196128	1	0	3	10.1045/september2005-lynch
2045596160	1	0	0	10.1045/september2007-mcdonald-overview
2046037376	1	0	0	10.1080/19386389.2010.524864
2046313472	1	6	0	10.1162/COLI_a_00137
2046516515	1	0	0	10.1045/may2010-wenqing
2046712666	1	0	0	10.1162/coli.2006.32.3.379
2046869183	1	0	0	10.1162/COLI_a_00293
2047104717	1	1	2	
2047151228	1	0	0	10.1007/s00799-017-0230-x
2047383503	1	8	4	10.1045/september2012-manghi
2047391643	1	0	0	10.1007/PL00021468
2047583807	1	0	0	10.1093/llc/fqq001
2047712922	1	31	1	10.1045/june2002-shabajee
2047860879	1	0	0	10.1162/COLI_a_00098
2048138531	1	0	2	
2048328704	1	18	31	10.1007/s00799-014-0123-1
2048991227	1	16	22	10.1162/COLI_a_00246
2049134996	1	2	1	10.1093/llc/16.4.421
2049247095	1	0	0	10.1007/s007990050014
2049278452	1	0	1	10.1162/COLI_a_00178
2049386200	1	0	0	10.1093/llc/fqr031
2049479411	1	0	0	10.1093/llc/fqm006
2049667129	1	0	0	10.3366/ijhac.2015.0136
2049684127	1	0	7	10.1162/COLI_a_00160
2049722776	1	0	0	10.1162/COLI_a_00058
2050027962	1	0	0	10.1162/COLI_a_00167
2050077302	1	0	0	10.1045/march2009-canos
2050412320	1	0	0	10.1080/19386389.2012.699834
2050490795	1	1	1	10.1023/A:1002476823351
2050683081	1	0	0	10.1162/089120103322711604
2050850752	1	0	1	10.1045/november2001-prinsen
2050861041	1	0	0	10.1093/llc/fqt018
2050921398	1	18	9	
2051053272	1	0	0	10.1080/19386389.2014.891892
2051256946	1	0	0	10.1093/llc/fql011
2051289496	1	0	0	10.1045/december2002-king
2051383904	1	0	0	10.2139/ssrn.1739282
2051519584	1	0	0	10.2218/ijdc.v4i2.107
2051856124	1	0	0	10.1045/june2003-miller
2052028938	1	0	4	10.1080/09296174.2012.659000
2052217140	1	0	6	10.1045/july2009-munoz
2052314901	1	1	0	
2052930267	1	0	0	10.1007/s00799-015-0157-z
2053032111	1	0	0	10.1045/december2005-johnson
2053362964	1	0	0	10.1080/09296174.2011.608607
2053440205	1	0	0	10.1080/09296170600850106
2053907468	1	0	0	10.3366/ijhac.2016.0161
2053967177	1	0	13	10.1162/089120104773633402
2054056512	1	1	0	10.2218/ijdc.v9i1.299
2054068733	1	0	0	10.1023/A:1013163229994
2054151502	1	23	105	10.1076/jqul.10.1.41.16549
2054155329	1	1	0	
2054329245	1	0	0	
2054833861	1	0	2	10.1045/march2005-bartolo
2054935082	1	0	0	
2055090868	1	0	0	10.1023/B:CHUM.0000009290.14571.59
2055149918	1	0	0	10.1080/09296170701514197
2055186813	1	0	0	10.1162/089120105775299140
2055239559	1	0	0	10.1080/09296170500500637
2055599839	1	0	0	10.4995/var.2011.4546
2055952952	1	0	0	10.1007/s00799-003-0060-x
2056139949	1	3	0	10.1162/COLI_a_00077
2056536852	1	0	0	10.1093/llc/fql040
2056973989	1	0	1	10.1076/jqul.8.1.1.4091
2057003482	1	0	0	
2057040825	1	0	3	10.1162/089120103322145324
2057208313	1	0	2	10.1162/coli.2007.33.2.201
2057301382	1	6	1	10.1045/july2006-ross
2057502430	1	0	0	10.1023/A:1016178200469
2057866309	1	0	2	10.1162/089120100561719
2057895599	1	0	0	10.1023/A:1021895322291
2057960659	1	24	3	10.1162/COLI_a_00227
2058118445	1	21	8	10.2218/ijdc.v10i1.360
2058496622	1	0	0	10.1023/A:1002463121011
2058584806	1	3	13	10.1076/jqul.7.3.233.4105
2058634680	1	0	1	10.1045/july2003-baker
2058891443	1	18	0	
2059659390	1	0	4	10.1080/09296170902975700
2059914676	1	0	26	
2060660576	1	0	2	10.1007/s00799-009-0056-2
2060711450	1	0	1	10.1162/089120103322753365
2061034011	1	2	3	
2061331533	1	1	4	10.1162/089120103322711613
2062133553	1	2	1	10.1045/july2000-wilensky
2062160994	1	0	0	
2062292189	1	0	0	10.1162/COLI_a_00051
2062360099	1	1	17	10.1093/llc/fql036
2062813286	1	0	4	10.1080/19386389.2011.545006
2063008746	1	0	2	10.1045/october2000-zia
2063116701	1	0	1	10.1093/llc/fqx006
2063139288	1	0	2	10.1007/s00799-008-0049-6
2063277362	1	0	1	10.1162/COLI_a_00163
2063428431	1	0	0	10.1023/B:CHUM.0000009278.73498.f4
2063475465	1	0	0	10.2218/ijdc.v3i2.64
2063733421	1	0	0	10.1045/july2011-schrier
2063900924	1	0	7	10.4995/var.2010.4750
2064132491	1	0	7	10.1080/09296170500500850
2064244013	1	0	0	10.4995/var.2017.6321
2064539579	1	0	2	10.1080/09296174.2014.882187
2064865952	1	0	0	10.4995/var.2010.4682
2064935096	1	0	0	10.1080/19386380802627109
2064942698	1	0	2	10.1045/april2002-mcclelland
2064961615	1	0	0	10.1093/llc/fqp002
2065024936	1	1	5	10.2218/ijdc.v7i2.226
2065139259	1	15	3	10.1023/A:1002620720223
2065340712	1	0	3	10.1045/july2004-giersch
2065818770	1	0	0	10.1093/llc/fqs064
2065885351	1	0	0	
2065910179	1	22	15	10.1045/march2010-waibel
2066059762	1	22	0	10.2218/ijdc.v6i2.201
2066096880	1	0	3	10.1093/llc/fqq006
2066216990	1	0	3	10.1045/december2000-severiens
2066660477	1	0	0	
2066692854	1	10	4	10.1007/s00799-014-0110-6
2066700838	1	0	0	10.1162/089120105774321091
2066945758	1	1	4	10.1080/19386380903176063
2067130497	1	1	3	10.3389/fdigh.2017.00004
2067140603	1	0	3	10.2218/ijdc.v6i2.190
2067443462	1	0	0	10.1162/COLI_a_00209
2067748510	1	0	7	10.1093/llc/fqq018
2067776268	1	0	3	10.1045/september2002-galloway
2067781411	1	0	0	10.1007/s00799-007-0023-8
2067907206	1	0	2	10.1045/july2012-patton
2067956140	1	11	0	
2068029686	1	0	0	10.1093/llc/fqu018
2068261913	1	0	1	10.1045/october2003-krowne
2068635631	1	0	0	10.1045/january2007-markey
2068706485	1	0	0	10.1045/january2010-koutsomitropoulos
2068761270	1	0	0	10.1093/llc/fql043
2068797823	1	0	1	10.1093/llc/fqp006
2068799593	1	0	0	
2069007880	1	0	0	10.1093/llc/fqn013
2069051188	1	0	0	10.2218/ijdc.v4i1.75
2069075486	1	0	3	10.2218/ijdc.v7i1.210
2069121840	1	0	0	10.1045/september2007-mcdowell
2069582578	1	1	23	
2069626434	1	0	3	10.1162/COLI_a_00257
2069813268	1	0	0	10.2218/ijdc.v9i1.290
2069815782	1	0	0	10.1162/COLI_a_00285
2070370347	1	0	0	10.1093/llc/fqn015
2070698809	1	3	2	10.2218/ijdc.v5i1.144
2070713861	1	0	0	
2071068566	1	0	0	10.1080/19386389.2010.524863
2071716821	1	0	0	10.1007/s00799-014-0109-z
2071757963	1	0	0	10.1093/llc/17.1.1
2072150326	1	0	0	10.1045/june2001-erickson
2072403631	1	0	0	10.4995/var.2011.4556
2072422415	1	0	9	10.1007/s00799-003-0063-7
2072540768	1	9	4	
2072578186	1	0	0	10.1080/09296174.2014.882184
2072638725	1	0	0	10.1076/jqul.8.3.175.4096
2072965415	1	0	0	10.1162/0891201042544938
2073114906	1	0	0	10.1045/january2010-reilly
2073575533	1	0	0	10.1045/january2008-anderson
2073794381	1	0	1	10.1023/A:1002497503122
2074302780	1	0	4	10.1023/A:1002771203624
2074350169	1	0	0	10.1093/llc/fqq016
2074520033	1	0	3	
2074948659	1	3	5	10.1162/coli.2007.33.3.293
2074978830	1	0	0	
2075298840	1	0	0	10.1080/09296174.2011.533591
2075422703	1	0	1	10.1007/s00799-018-0239-9
2075798685	1	14	0	10.2218/ijdc.v2i1.17
2075826340	1	0	1	10.1093/llc/16.1.29
2076133778	1	0	0	10.1080/09296174.2010.512168
2076561033	1	0	0	10.1162/coli.2006.32.4.577
2076637140	1	0	0	10.1080/09296170600855444
2076771101	1	0	0	10.1093/llc/fqr013
2076850860	1	0	0	10.1045/october2001-kahle
2076958257	1	12	0	10.1045/november2012-knoth
2077023711	1	0	0	10.1045/january2008-ceri
2077272113	1	2	0	10.4995/var.2016.4241
2077560392	1	12	2	10.1093/llc/18.2.209
2077663849	1	0	0	10.1080/09296170600850064
2077734359	1	11	35	10.1045/november2009-kulovits
2077913044	1	0	0	10.1162/coli.2009.35.4.35407
2077975891	1	0	0	10.1007/s007990000034
2078066714	1	1	3	10.1045/october2002-montgomery
2078103316	1	0	0	10.1162/089120105775299177
2078374068	1	0	0	10.1080/19386389.2012.652569
2078451557	1	8	0	10.1045/december2005-shirky
2078533580	1	6	17	10.1007/s00799-014-0125-z
2078645326	1	3	6	
2079278924	1	3	14	10.1045/april2003-staples
2079787888	1	0	0	10.1045/september2016-mishra
2079796819	1	0	11	10.1045/january2015-silvello
2079847838	1	0	0	10.1007/s00799-005-0132-1
2079889591	1	0	2	
2079957741	1	0	2	10.1080/09296170801961801
2080161805	1	0	0	10.1162/089120102762671963
2080237260	1	0	1	10.1007/s10579-004-1917-3
2080240437	1	0	0	10.1045/may2001-brand
2080266924	1	0	0	10.1093/llc/fqt049
2080471088	1	0	9	10.1045/february2001-nelson
2080532731	1	0	0	10.1093/llc/17.2.157
2080586329	1	0	0	10.1045/may2000-kaser
2080961503	1	0	0	10.1162/coli_a_00037
2081296803	1	0	1	10.1007/s00799-007-0013-x
2081390777	1	7	0	10.1093/llc/fqu055
2081514874	1	0	20	10.2218/ijdc.v4i1.78
2081857701	1	0	0	10.1162/coli.2007.33.4.553
2081864296	1	0	0	10.1093/llc/fqr022
2082045474	1	0	4	
2082185124	1	0	0	10.1093/llc/fqv045
2082233681	1	0	0	10.1007/s00799-008-0035-z
2082495082	1	0	2	10.2218/ijdc.v7i1.219
2082833496	1	0	0	10.1080/09296174.2013.773141
2083377627	1	5	3	
2083720130	1	0	3	
2083815475	1	0	0	10.1007/s00799-003-0057-5
2083844114	1	0	0	10.1007/s00799-015-0166-y
2084054104	1	0	0	10.1045/january2003-rinehart
2084054474	1	33	0	10.1007/s00799-012-0098-8
2084910698	1	0	1	10.1162/089120100561674
2084996356	1	0	1	10.2218/ijdc.v9i2.334
2085183322	1	0	0	
2085247339	1	0	0	10.1080/19386389.2013.831277
2085422116	1	0	0	10.3366/ijhac.2014.0095
2086097166	1	0	0	10.1162/COLI_a_00215
2086099809	1	0	0	10.2218/ijdc.v9i1.311
2086485446	1	0	3	10.1045/may2011-allen
2086790526	1	0	0	10.1023/A:1016170031420
2087368190	1	0	0	10.2218/ijdc.v8i1.242
2087401028	1	0	0	10.1093/llc/15.4.445
2087563320	1	14	5	10.1045/february2004-bekaert
2087903839	1	0	1	10.1162/089120102317341765
2088091054	1	0	1	10.1162/089120101750300526
2088179493	1	0	0	10.1045/september2008-uzwyshyn
2088299052	1	0	0	10.1093/llc/15.2.187
2089668105	1	0	0	
2089789677	1	0	2	10.1080/09296171003642983
2089901541	1	0	0	10.1045/january2000-moll
2090179068	1	0	0	10.1045/september2001-suleman-pt1
2090214621	1	0	0	10.1093/llc/fqs035
2090477282	1	0	0	10.1007/s00799-007-0012-y
2090690784	1	0	0	10.1162/coli.2007.33.1.105
2090746268	1	0	0	10.1045/july2004-coleman
2090753465	1	0	0	10.1080/09296171003643205
2090755435	1	0	2	10.1093/llc/16.4.353
2091233905	1	0	0	10.1007/s00799-014-0122-2
2091382812	1	0	3	10.1045/november2002-coleman
2091524084	1	0	0	10.1162/089120102762671981
2092014855	1	0	0	10.1162/089120101753342671
2092037863	1	0	0	10.1162/coli_a_00016
2092613485	1	0	0	10.1162/COLI_a_00170
2092750802	1	0	0	10.1080/09296174.2012.754597
2093183149	1	0	2	10.1162/COLI_a_00233
2093366816	1	18	1	10.1007/s00799-004-0097-5
2093388402	1	8	0	10.2218/ijdc.v8i1.260
2093519373	1	5	2	10.1023/A:1021839220474
2093601069	1	0	1	10.1093/llc/18.1.39
2093649117	1	6	3	
2093693897	1	0	0	10.2218/ijdc.v6i2.207
2093979138	1	6	0	10.1093/llc/fqh049
2094162874	1	0	0	10.1093/llc/fqu040
2094168872	1	0	0	
2094623039	1	0	0	10.1045/june2006-zeng
2094799691	1	1	0	10.1093/llc/fqt066
2095069785	1	0	23	10.1007/s007999900014
2095475649	1	0	1	10.1093/llc/fqh042
2095501215	1	0	3	10.1023/A:1011851209975
2095573407	1	0	0	10.2218/ijdc.v10i1.351
2095885230	1	0	4	10.1162/COLI_a_00050
2096047506	1	0	4	10.1093/llc/19.3.253
2096215346	1	0	1	10.1080/09296170701794260
2096394736	1	21	0	10.1045/september2007-smith
2096537993	1	0	1	10.1162/0891201053630264
2096575111	1	0	0	10.1162/coli.2008.34.1.81
2096577288	1	0	4	10.1045/march2008-lavoie
2096601602	1	0	10	10.1045/december2003-chu
2096634485	1	0	0	10.1023/A:1026594916008
2096807145	1	0	0	10.1007/s00799-012-0100-5
2097460127	1	26	1	10.1007/s10579-004-1926-2
2097532520	1	11	91	10.1162/COLI_a_00236
2097683072	1	0	0	10.1080/19386380802627117
2097726478	1	0	0	10.1080/09296174.2012.685304
2097806569	1	3	13	10.1007/s00799-007-0019-4
2097915474	1	0	0	10.1162/COLI_a_00237
2098026067	1	0	1	10.1045/september2005-westrienen
2098434511	1	0	42	10.1093/llc/fqs063
2098546630	1	0	0	10.1093/llc/fqm020
2098667769	1	0	0	
2098990728	1	0	0	10.2218/ijdc.v8i2.274
2099120504	1	0	0	10.1045/january2014-berman
2099434361	1	0	0	10.2218/ijdc.v3i1.38
2099559000	1	0	2	10.1045/march2009-hank
2099699476	1	0	0	10.1162/coli.07-036-R2-06-22
2099719338	1	3	0	10.1045/january2011-aalbergsberg
2099758643	1	5	10	10.1045/january2003-paskin
2099974600	1	0	0	10.1093/llc/fqr034
2100235759	1	0	7	10.1093/llc/fqh044
2100258424	1	0	0	
2100314787	1	0	0	10.1162/COLI_a_00074
2100422876	1	0	0	10.1045/december2004-godby
2100912954	1	0	1	10.1045/september2002-morse
2101127038	1	0	0	
2101258184	1	0	1	10.2218/ijdc.v11i1.401
2101389654	1	0	3	10.1093/llc/fqr001
2101567354	1	0	1	10.1007/s00799-005-0131-2
2101844505	1	0	2	10.1162/coli.2009.35.4.35403
2102366477	1	0	6	
2102525064	1	0	1	10.2218/ijdc.v9i2.325
2103123736	1	0	0	10.1080/09296170500055301
2103281055	1	1	0	10.1162/COLI_a_00184
2103283925	1	0	0	
2103609933	1	0	4	10.2218/ijdc.v3i2.58
2103624010	1	0	0	
2103649642	1	0	0	10.1045/january2008-klijn
2103707024	1	0	5	10.1162/coli.08-010-R1-07-048
2103909773	1	0	2	10.1093/llc/fql035
2104025013	1	0	1	10.1162/coli.2008.34.2.145
210418664	1	0	0	10.1162/COLI_a_00132
2104518121	1	3	0	10.3366/ijhac.2014.0130
2104523810	1	1	0	10.1045/march2011-seaman
2104756827	1	32	6	10.1023/A:1025039611798
2104768379	1	5	0	10.1007/s00799-011-0065-9
2104992701	1	0	0	10.3389/fdigh.2018.00006
2105135532	1	0	0	10.1045/november2012-zarro
2105230347	1	0	17	10.2218/ijdc.v2i1.15
2105361480	1	16	1	10.4995/var.2014.4218
2105381397	1	0	7	10.1093/llc/fqu047
2105436581	1	10	0	10.2218/ijdc.v6i2.199
2106104503	1	10	5	10.2218/ijdc.v5i1.149
2106120499	1	27	16	10.1007/s00799-012-0094-z
2106702816	1	0	1	10.1162/coli.2009.35.2.119
2107248927	1	0	0	10.1080/09296174.2011.581850
2107317033	1	0	84	10.2218/ijdc.v5i1.146
2107877822	1	0	0	10.1162/COLI_a_00085
2107887006	1	6	0	10.1007/s007990000037
2107958495	1	0	0	10.1007/s00799-007-0031-8
2107991552	1	48	1	10.1045/june2001-iannella
2107991567	1	5	0	10.1045/may2007-weig
21081268	1	3	0	10.1162/089120100561593
2108225913	1	0	0	10.1080/09296174.2010.512170
2108545867	1	0	6	10.1080/09296170600850544
2108983520	1	0	0	10.1162/089120101317066122
2109495508	1	1	0	10.1045/july2000-arms
2109785022	1	0	2	10.1093/llc/16.2.135
2109923058	1	0	1	10.1162/COLI_a_00265
2109969249	1	0	0	10.1045/november2003-muller
2110067056	1	1	0	10.1045/september2016-meschenmoser
2110252458	1	1	0	10.1023/A:1002419305990
2110372823	1	0	0	10.1045/november2008-gazan
2110390816	1	0	1	10.1162/COLI_r_00055
2110437864	1	0	0	10.1093/llc/fqt002
2110497364	1	14	0	10.1007/s00799-004-0108-6
2110510858	1	0	0	10.1007/s00799-011-0076-6
2110525953	1	0	0	10.1093/llc/fqr028
2110664933	1	0	0	
2110693185	1	0	0	10.1093/llc/fqq003
2110783479	1	0	19	10.1045/november2012-fleet
2110842406	1	0	0	10.1023/A:1017941320947
2110922342	1	0	1	10.1080/09296170500500884
2111082065	1	0	0	10.1080/09296174.2011.608606
2111460706	1	0	0	10.1080/19386389.2014.909670
2111520604	1	0	0	10.1162/COLI_a_00217
2111748551	1	0	6	10.1093/llc/fqm025
2111802712	1	17	32	10.1162/COLI_a_00242
2111930270	1	0	1	
2111936085	1	1	0	10.1162/COLI_a_00210
2112167028	1	49	28	10.1045/july2000-crane
2112217537	1	11	0	10.1093/llc/fqp009
2112768986	1	0	0	10.1080/09296170802326657
2112896048	1	0	0	10.1045/november2007-waugh
2113000441	1	0	2	10.1080/09296174.2017.1373991
2113225714	1	0	0	10.2218/ijdc.v3i1.47
2113483993	1	0	0	10.4995/var.2011.4605
2113669753	1	0	0	10.1080/09296170500055350
2113717804	1	0	1	10.1007/s00799-013-0105-8
2113858634	1	0	0	10.1007/s00799-018-0246-x
2113883364	1	0	4	10.1007/s007990100040
2113905872	1	30	0	10.1045/april2006-dempsey
2113973906	1	0	0	
2114097960	1	26	2	
2114192153	1	0	0	10.1080/09296174.2013.799912
2114580249	1	9	2	10.1007/s00799-005-0122-3
2114824209	1	0	0	10.1162/089120100750105920
2115126119	1	0	0	10.1076/jqul.8.2.101.4104
2115219227	1	0	2	10.1093/llc/fqx059
2115340943	1	0	1	10.1162/coli.2006.32.2.195
2115569793	1	0	0	10.1093/llc/fqi039
2115680435	1	0	1	10.1045/january2010-park
2115809897	1	0	0	10.1045/october2003-henry
2115883103	1	0	6	10.1162/coli.2007.33.3.355
2115944637	1	0	0	10.1080/19386380802373936
2115983295	1	10	21	10.1045/september2013-osborne
2116095701	1	0	0	10.1093/llc/fql020
2116125045	1	1	0	10.1045/june2006-wojick
2116433550	1	0	0	10.1045/february2000-risher
2116477725	1	0	3	10.1007/s00799-016-0206-2
2117117758	1	0	1	10.1080/19386380802656371
2117131214	1	6	1	10.3389/fdigh.2015.00005
2117180230	1	0	5	10.1007/s00799-008-0034-0
2117196536	1	0	3	10.1162/coli.2008.34.2.257
2117216775	1	0	12	10.2218/ijdc.v4i2.105
2118095865	1	4	5	10.2218/ijdc.v9i1.320
2118129210	1	12	0	10.1045/november2011-gerolimos
2118292713	1	0	0	10.1162/coli.09-036-R2-08-050
2118452488	1	0	0	10.1080/19386389.2018.1440927
2118771731	1	0	0	10.1007/s00799-010-0059-z
2119716751	1	12	5	10.1162/089120104323093276
2119748664	1	0	0	10.1045/january2000-chandler
2119804956	1	2	3	10.1162/COLI_a_00080
2119904608	1	0	0	10.1007/s007990100045
2119996161	1	0	0	10.1080/09296170903211501
2120154746	1	0	1	10.2218/ijdc.v7i1.221
2120185878	1	0	3	10.1080/0929617042000314921
2120326736	1	0	0	10.2218/ijdc.v5i1.140
2120330300	1	0	0	10.1162/coli_a_00039
2120368130	1	0	0	10.1162/089120101750300517
2120529822	1	0	0	
2120628193	1	0	0	10.1162/coli.2008.07-028-R2-05-82
2120654229	1	0	0	10.1045/september2007-gold-pt2
2120857599	1	0	0	10.1162/coli_a_00008
2121161294	1	0	0	10.1093/llc/fqu035
2121417252	1	8	2	
2121419042	1	0	0	10.1162/089120102760173634
2121653205	1	17	4	10.1045/january2007-gladney
2121747141	1	0	0	10.1162/COLI_a_00244
2121769496	1	0	1	10.2218/ijdc.v3i1.39
2121801714	1	8	0	10.1023/A:1002632712378
2121958478	1	0	0	10.2218/ijdc.v2i1.18
2122080230	1	0	3	10.1162/COLI_a_00195
2122114517	1	0	2	10.1045/january2004-holmstrom
2122138899	1	0	0	
2122423589	1	0	8	10.1093/llc/fqx012
2122503055	1	2	0	10.1045/july2012-kern
2122898699	1	0	0	10.1080/19386389.2010.506379
2123139556	1	11	0	
2123165521	1	4	4	10.1007/s00799-012-0078-z
2123537024	1	0	0	10.1093/llc/fqv042
2123609562	1	0	16	10.1007/PL00021471
2123697931	1	28	3	10.1080/09296174.2011.581849
2123703620	1	0	0	
2123854454	1	0	13	10.1162/coli_a_00009
2123906181	1	0	1	10.1076/jqul.10.1.1.16550
2124414089	1	7	2	10.1162/089120103322711596
2124901389	1	7	0	10.1007/s007999900022
2124987219	1	0	0	10.1080/09296174.2010.485445
2125549386	1	0	0	10.1045/july2007-hagedorn
2125610468	1	0	0	
2125736336	1	0	3	10.1045/june2005-bekaert
2125757842	1	2	4	10.1162/COLI_a_00258
2125842854	1	0	0	10.1162/089120101753342644
2126127292	1	0	0	10.1093/llc/fqh043
2126176556	1	0	0	10.1093/llc/fqv021
2126265869	1	35	0	10.1162/089120101317066104
2126282862	1	0	5	
2126602876	1	7	22	10.1045/february2000-vandesompel-oai
2127062286	1	0	0	10.1162/089120102760276018
2127124958	1	0	0	10.1162/COLI_a_00057
2127192518	1	0	1	10.1162/089120103321337430
2127232376	1	3	2	10.1076/jqul.8.3.233.4097
2127292137	1	0	0	10.1045/june2006-teets
2127671890	1	0	3	10.2218/ijdc.v6i2.203
2127741848	1	0	11	10.1093/llc/fqt035
2127783607	1	0	7	10.2218/ijdc.v10i1.344
2127988978	1	0	0	10.1045/november2002-liu
2128023761	1	20	0	10.1162/089120103322711587
2128556205	1	0	0	10.2218/ijdc.v8i2.268
2128634280	1	31	0	
2129536115	1	0	0	10.1007/s00799-010-0060-6
2129710953	1	0	0	10.1007/s00799-007-0018-5
2130006213	1	0	0	10.1093/llc/fqt034
2130197220	1	0	0	10.1093/llc/fqm044
2131028597	1	0	0	10.1045/april2006-sale
2131406793	1	29	1	10.3366/ijhac.2009.0009
2131612809	1	0	0	10.1080/19386380903543734
2131971671	1	0	0	10.1045/september2001-wake
2131979364	1	0	0	10.4995/var.2012.4396
2132559335	1	29	12	
2132596921	1	0	0	10.1045/may2007-saidis
2132913549	1	1	6	10.2218/ijdc.v2i2.34
2133088969	1	0	1	10.3389/fdigh.2017.00005
2133096365	1	0	0	10.1093/llc/19.3.265
2133900200	1	2	3	10.1007/s00799-011-0072-x
2133922473	1	1	6	10.1007/s00799-014-0116-0
2134013741	1	0	0	10.1162/COLI_a_00097
2134051999	1	6	0	
2134052341	1	0	0	10.1162/089120104773633402
2134070069	1	0	6	10.1162/coli.08-012-R1-06-90
2134087082	1	0	0	10.1093/llc/fqw007
2134273450	1	6	24	10.1045/september2001-flecker
2134449892	1	11	3	10.1045/january2013-burns
2134764887	1	0	0	10.1162/089120102760275983
2135067197	1	0	4	10.1007/s007990100043
2135492490	1	0	0	10.1162/coli.2007.33.1.41
2135548803	1	0	0	10.1007/s00799-006-0005-2
2135672638	1	0	0	10.1045/july2006-greenberg
2135816580	1	0	0	10.1007/s00799-008-0047-8
2136139565	1	0	0	
2136189256	1	0	0	10.1162/coli_a_00004
2136543688	1	0	0	10.1045/october2005-awre
2137030823	1	0	4	
2137171871	1	20	7	10.1080/10911360802087358
2137334650	1	0	49	10.1162/089120104773633385
2137607077	1	8	4	10.1162/COLI_a_00061
2137792187	1	0	0	10.2218/ijdc.v6i1.186
2137889786	1	0	0	10.1023/A:1002471322828
2137954955	1	2	5	10.1080/09296174.2013.773138
2138092219	1	0	0	10.1023/A:1013111213156
2138216182	1	0	0	10.1080/09296170600850601
2138223615	1	0	0	10.1007/s00799-012-0083-2
2138231225	1	0	0	10.1045/july2001-snowhill
2138428415	1	0	1	10.1045/november2007-phillips
2138895559	1	0	0	10.1080/19386389.2010.506376
2138909987	1	0	0	10.1162/COLI_a_00228
2138957265	1	6	0	10.1045/november2005-lagoze
2139032669	1	0	1	10.3366/E1753854809000408
2139348455	1	0	0	10.2218/ijdc.v2i1.21
2139350070	1	0	0	10.1023/A:1013197332458
2139371955	1	0	0	10.1093/llc/fql049
2139611964	1	21	8	10.1045/november2003-bekaert
2140130066	1	0	0	
2140295295	1	26	0	10.1162/0891201054224002
2140397750	1	3	0	10.1093/llc/17.3.311
2140692822	1	7	5	10.1093/llc/fqn005
2140791161	1	0	0	10.1162/COLI_a_00144
2140969772	1	3	7	10.1162/089120103321337449
2141145262	1	0	0	10.1162/COLI_a_00083
2142233105	1	0	1	10.2218/ijdc.v4i3.127
2142376262	1	0	0	
2142652966	1	0	0	10.1162/coli.2007.33.2.161
2142687753	1	0	3	10.1007/s00799-003-0070-8
2142765171	1	0	2	10.1093/llc/fqu001
2142785422	1	0	0	10.1007/s00799-004-0111-y
2142836420	1	0	0	10.1093/llc/fqr005
2143015227	1	0	1	10.1045/december2004-hammond
2143393951	1	3	1	
2143507336	1	0	4	10.1162/089120101753342653
2143584212	1	0	0	10.2218/ijdc.v10i1.361
2143959851	1	0	0	10.17605/OSF.IO/MJK9T
2144298588	1	0	0	10.1162/089120101753342680
2144752046	1	0	0	10.1162/089120103321337421
2144977042	1	2	0	
2145011959	1	0	0	10.1045/july2007-devare
2145200778	1	0	1	10.1080/19386380903405157
2145866092	1	0	13	10.1080/09296174.2012.659001
2146211941	1	0	0	10.1080/19386389.2010.506396
2146793826	1	0	5	10.1093/llc/15.1.15
2146852219	1	0	0	10.1080/19386389.2010.520604
2146867348	1	0	0	10.1045/november2002-niu
2147309180	1	0	0	10.2218/ijdc.v5i1.147
2147337269	1	5	0	10.1080/10911360802087341
2147526032	1	0	0	10.1080/09296174.2012.685303
2147565428	1	12	10	10.1080/09296170701794286
2147770872	1	0	0	10.3366/ijhac.2013.0072
2147773319	1	0	0	10.1080/09296170512331383685
2147916937	1	0	0	10.1023/A:1025720518994
2148274169	1	0	0	10.1093/llc/16.3.251
2148329989	1	0	0	10.2218/ijdc.v8i2.262
2148959489	1	28	20	10.1045/september2002-hickey
2148988845	1	6	2	10.1093/llc/fqm001
2149145429	1	0	0	10.1080/09296170902734248
2149149083	1	0	0	10.1093/llc/15.3.313
2149151630	1	0	3	10.1045/october2000-baker
2149179161	1	2	19	10.1162/COLI_a_00125
2149263634	1	2	4	10.1080/19386389.2013.846618
2149276927	1	2	1	10.1045/january2000-hodge
2149389202	1	20	67	10.1093/llc/fqt063
2149478650	1	0	0	10.1045/july2006-tansley
2149502936	1	0	0	10.1045/may2003-king
2149623920	1	26	20	10.1162/COLI_a_00194
2150445860	1	0	0	10.2218/ijdc.v8i2.283
2150768874	1	0	0	10.1076/jqul.9.2.97.8485
2150959203	1	15	2	10.1007/s00799-010-0062-4
2151419531	1	2	1	10.2218/ijdc.v10i1.369
2151640461	1	0	0	10.1080/09296170801961843
2152243207	1	0	1	
2152318938	1	0	0	10.1162/COLI_a_00166
2152607148	1	0	5	10.1007/s007990100046
2153108424	1	0	14	10.3389/fdigh.2015.00002
2153171635	1	0	3	10.1045/september2002-schmidt
2153262401	1	0	0	10.2218/ijdc.v6i2.205
2153443329	1	2	0	10.2218/ijdc.v9i1.297
2153475516	1	0	9	10.1093/llc/fqn040
2153503612	1	0	0	10.4995/var.2011.4543
