id	level	outgoing	incoming	doi
1974620143	1	0	0	10.1045/july20september-gold-pt2
1974718431	1	0	0	10.1045/january2013-klein
1974827250	1	3	0	10.4995/var.2012.4402
1974876775	1	0	0	10.1080/0929617042000314958
1974932599	1	0	3	10.1007/s00799-007-0026-5
1974964998	1	0	0	
1975049527	1	6	0	
1975368595	1	0	3	10.1007/s00799-008-0042-0
1975913327	1	2	0	10.1093/llc/fql017
1976580400	1	0	0	10.4403/jlis.it-4536
1976670543	1	0	1	10.1080/09296170500055293
1976699570	1	0	2	10.1080/09296170500055376
1977018189	1	0	0	10.1162/COLI_a_00249
1977295230	1	0	0	10.3366/ijhac.2011.0028
1977481545	1	0	0	10.1093/llc/fqs073
1978090144	1	0	0	10.1162/089120104773633376
1978217038	1	0	4	10.1023/A:1002629217152
1978389592	1	0	0	10.2218/ijdc.v8i2.286
1978567531	1	0	0	10.1093/llc/fqu063
1978581818	1	0	0	10.1080/09296170512331383625
1978859634	1	0	0	10.1045/september2005-witten
1978954243	1	0	1	10.1162/COLI_a_00126
1978992904	1	1	3	10.4995/var.2013.4268
1979189943	1	0	1	10.1045/march2000-owen
1979194924	1	0	0	10.3366/ijhac.2011.0009
1979308699	1	0	0	10.4403/jlis.it-12
1979327299	1	0	12	
1979414667	1	0	4	10.4403/jlis.it-10071
1979585277	1	0	0	10.1093/llc/fqn010
1979641419	1	0	0	10.1080/19386389.2012.652566
1979870547	1	0	0	10.1007/s00799-007-0014-9
1979965699	1	0	0	10.1093/llc/fql039
1980150691	1	0	5	10.1162/COLI_a_00086
1980380280	1	0	0	10.1093/llc/fqp024
1980638827	1	0	0	10.1045/may2007-hitchcock
1980872501	1	0	0	10.1162/coli.2009.35.4.35406
1981010087	1	0	0	10.1093/llc/fqv031
1981080848	1	0	2	10.1045/january2005-fox
1981147696	1	0	0	10.1045/april2002-weibel
1981250005	1	0	2	10.1162/COLI_a_00226
1981704611	1	6	4	10.1023/A:1025746505971
1981955033	1	0	0	10.2218/ijdc.v3i2.60
1982235632	1	7	21	10.1007/s00799-014-0128-9
1982242648	1	0	1	10.1080/09296170802326699
1982295240	1	4	2	10.1162/COLI_a_00073
1982347439	1	0	0	10.1093/llc/fqs036
1982983452	1	0	0	10.1080/09296170902975742
1983013110	1	0	6	10.1080/09296170701794278
1983154742	1	0	0	10.4995/var.2010.4680
1983199366	1	0	0	10.1093/llc/fql032
1983597741	1	0	0	10.1162/COLI_a_00266
1983805881	1	7	0	10.1162/COLI_a_00152
1983835636	1	0	0	10.1162/coli_a_00001
1984059978	1	0	0	10.3366/ijhac.2012.0036
1984077349	1	5	0	10.1162/089120102762671927
1985070409	1	0	0	10.2218/ijdc.v7i1.220
1985234720	1	1	0	10.1045/march2006-choudhury
1985279278	1	0	0	10.1076/0929-6174(200008)07:02;1-Z;FT129
1985294691	1	0	0	10.1093/llc/fqn004
1985449541	1	0	1	10.1023/B:CHUM.0000031184.28781.47
1985572905	1	7	2	10.1162/COLI_a_00169
1985650263	1	0	2	10.1162/089120102762671972
1985865058	1	2	7	10.1023/A:1002633105432
1985930648	1	0	0	10.1162/COLI_a_00079
1985942977	1	10	0	10.1080/09296174.2017.1304049
1985994599	1	0	0	10.2218/ijdc.v4i3.120
1986087985	1	0	0	10.1007/s00799-011-0077-5
1986109202	1	0	0	10.4324/9781315576251-17
1987126818	1	0	1	10.1080/09296174.2011.556005
1987789836	1	2	0	
1987797090	1	0	0	10.3389/fdigh.2018.00015
1987881045	1	2	0	10.1045/june2001-reich
1987898387	1	9	21	10.1045/november2006-peterson
1988112712	1	0	0	10.2218/ijdc.v3i1.41
1988343039	1	0	1	10.1162/089120100750105957
1989395928	1	0	0	
1989579008	1	0	0	10.1007/s00799-004-0081-0
1989579293	1	0	0	
1989592254	1	0	0	10.1045/february2003-janes
1989678401	1	14	0	10.1093/llc/fqu020
1989702865	1	0	0	
1989832250	1	0	0	10.1162/coli_a_00336
1989877919	1	0	1	10.1080/09296170903395981
1989930058	1	0	0	10.1093/llc/fqp031
1990319251	1	9	3	10.1093/llc/fqw034
1990405703	1	0	0	10.1045/march2006-crane
1990479500	1	0	2	10.1023/A:1002485918032
1990907222	1	0	1	10.1045/september2004-vandesompel
1991324103	1	10	3	10.1093/llc/fqi021
1991430948	1	0	0	10.1045/march2009-holley
1991856974	1	7	0	10.1080/19386389.2013.826076
1991885511	1	0	1	10.1045/january2000-redalen
1992617211	1	0	0	10.1093/llc/fqt015
1992653338	1	0	0	10.1093/llc/18.3.249
1992669653	1	0	0	10.1045/july2010-powell
1992916602	1	0	0	10.1080/09296174.2013.773140
199321604	1	12	38	10.1093/llc/fql041
1993332044	1	0	0	10.2218/ijdc.v3i1.48
1993610807	1	0	9	10.1007/s007990050007
1993731925	1	2	4	10.2218/ijdc.v6i1.188
1994044611	1	0	0	10.1162/089120103321337458
1994279057	1	0	0	10.1080/19386389.2013.826075
1994372610	1	0	0	
1994482570	1	0	4	10.1023/A:1017507019909
1994700383	1	0	0	10.1045/february2002-weibel
1995059092	1	0	0	10.2218/ijdc.v6i1.178
1995998437	1	19	0	10.1093/llc/19.3.397
1996016307	1	0	0	10.1162/COLI_a_00151
1996123775	1	0	0	10.1007/s00799-004-0100-1
1996336679	1	0	5	10.1080/19386380903405173
1996470481	1	0	0	10.2218/ijdc.v3i1.52
1997085611	1	0	6	10.1007/s00799-008-0043-z
1997241891	1	0	0	10.1045/december2001-pinfield
1997384431	1	0	0	10.1080/09296174.2012.638797
1997384645	1	0	3	10.1007/s007999900023
1997424273	1	11	12	
1997558517	1	0	0	10.1045/march2017-kindling
1997624986	1	0	0	10.4995/var.2012.4541
1997686397	1	18	0	10.3366/ijhac.2009.0014
1998032949	1	1	1	10.1080/09296170802326640
1998206550	1	0	0	10.1045/may2014-daquin
1998404930	1	0	0	10.1023/A:1025071200644
1998839354	1	0	0	
1999111115	1	0	11	10.1093/llc/fqq004
1999547695	1	0	0	10.2218/ijdc.v6i2.197
1999594277	1	0	0	10.1045/october2000-montgomery
1999700384	1	0	0	10.1162/0891201042544910
1999766025	1	0	0	10.1023/A:1017569003556
1999889451	1	2	0	10.1162/COLI_a_00263
1999926012	1	0	0	10.1007/s00799-012-0086-z
1999937992	1	2	4	10.1093/llc/fqr033
2000233503	1	0	5	10.1076/jqul.9.1.77.8479
2000528480	1	0	0	10.1162/COLI_a_00245
2001118535	1	0	0	10.1045/january2009-denenberg
2001216625	1	0	4	10.1045/may2006-arko
2001299546	1	0	1	10.1162/089120100750105948
2001593872	1	0	0	10.1045/february2006-vanderwerf
2001664101	1	0	0	10.1007/s007990000038
2001888644	1	0	0	10.1162/COLI_a_00153
2002070094	1	3	0	10.1007/s00799-003-0064-6
2002325114	1	0	0	10.3929/ethz-a-006687003
2003045484	1	0	0	10.1007/s00799-014-0115-1
2003277716	1	0	0	10.1080/10911360802087317
2003297698	1	0	0	10.1076/0929-6174(200004)07:01;1-3;FT065
2003643387	1	0	4	10.1045/march2011-diekema
2003926330	1	0	4	10.1007/s00799-016-0172-8
2004178437	1	0	0	10.1045/may2012-simons
2004340073	1	0	1	10.2218/ijdc.v1i1.2
2004469695	1	0	0	10.1007/s00799-005-0125-0
2004587985	1	0	4	10.1007/s00799-012-0080-5
2004702084	1	0	1	10.1093/llc/fqv047
2005056771	1	0	0	10.5281/zenodo.50899
2005082088	1	0	2	
2005298266	1	0	0	10.1162/coli.07-031-R2-06-98
2005409213	1	0	0	10.1023/B:CHUM.0000031083.26339.d4
2005550756	1	0	0	10.1162/COLI_a_00133
2005620094	1	0	3	
2005621728	1	0	0	10.2218/ijdc.v7i2.208
2005648426	1	1	1	
2006052932	1	0	6	10.1162/COLI_a_00149
2006467333	1	0	8	10.1080/09296174.2015.1071148
2006819036	1	0	0	10.1045/october2005-custard
2006832571	1	48	35	10.1162/coli.B09-001
2006911173	1	0	0	10.1093/llc/fqm018
2006935145	1	14	14	10.1162/coli_a_00314
2007264064	1	0	0	10.1007/s00799-012-0085-0
2007538658	1	0	0	10.1080/19386380903095107
2007701542	1	0	1	10.1080/09296170802326681
2007898481	1	0	4	10.1093/llc/fqn018
2008347746	1	0	4	10.1007/s10579-004-1948-9
2008678419	1	0	0	10.1162/coli.2007.33.1.3
2008840217	1	2	10	10.2218/ijdc.v7i1.218
2009099802	1	11	6	10.1023/A:1025067132504
2009178967	1	0	0	10.1045/september2010-cramer
2009179828	1	7	0	10.1093/llc/17.2.245
2009225261	1	0	0	10.1093/llc/fqs068
2009293775	1	0	0	10.1080/09296174.2013.799914
2009308185	1	0	0	10.1162/coli.2008.07-002-R1-06-30
2009337656	1	0	1	10.1045/july2008-guenther
2009723579	1	1	0	10.1045/may2003-bollen
2009964913	1	0	0	
2010357213	1	0	0	10.2218/ijdc.v8i1.252
2010367756	1	1	0	10.1080/09296174.2012.685302
2010631179	1	0	4	10.1007/s00799-003-0052-x
2010641896	1	7	0	10.2218/ijdc.v4i1.81
2010751300	1	13	1	10.1045/march2000-moore-pt1
2010904853	1	0	0	10.1093/llc/19.2.221
2011396919	1	0	0	10.1162/COLI_a_00114
2011473463	1	0	0	10.1093/llc/fqi029
2011529587	1	0	0	10.1045/june2002-bollen
2011602629	1	0	0	10.1093/llc/fqp035
2011804958	1	0	1	
2012184791	1	0	0	10.3389/fdigh.2015.00006
2012624017	1	0	0	10.1045/may2011-wolski
2012637537	1	0	31	10.1076/jqul.7.3.201.4108
2012658219	1	0	0	10.1162/coli.08-032-R1-06-96
2013094841	1	0	0	
2013114067	1	0	0	10.1007/s10579-004-1919-1
2013281145	1	0	0	10.1045/july2004-beagrie
2013423429	1	1	5	10.1080/09296170802159439
2013884949	1	12	0	10.3389/fdigh.2016.00003
2013940188	1	9	3	10.4324/9781315576251-13
2014109660	1	0	1	10.1162/089120103322711569
2014202703	1	0	0	10.1162/coli.2006.32.2.273
2014254196	1	0	2	10.1076/jqul.8.3.187.4095
2014332923	1	0	0	10.2218/ijdc.v4i1.76
2014333644	1	0	0	10.1007/s00799-003-0068-2
2014379877	1	0	0	10.1162/COLI_a_00108
2014481358	1	0	0	10.1093/llc/fqn023
2014709533	1	0	0	10.1162/coli.2004.30.2.247
2014864037	1	0	9	10.3366/E1753854809000433
2015646678	1	0	0	10.1162/coli.2008.34.3.319
2015850049	1	0	0	10.1162/COLI_a_00138
2015907657	1	0	2	10.1045/november2010-guo
2016223909	1	3	6	10.1162/089120100561656
2016572656	1	1	0	10.1162/COLI_a_00284
2016597645	1	0	0	10.1162/coli.2008.34.1.1
2017198325	1	0	0	10.1045/march2013-schopfel
2017205656	1	0	2	10.1080/09296174.2011.533592
2017323173	1	0	0	10.1162/COLI_a_00076
2017376023	1	0	0	10.2218/ijdc.v4i2.106
2017554545	1	0	2	
2018479565	1	3	4	10.1162/COLI_a_00107
2018865080	1	0	4	10.1045/january2015-assante
2019402179	1	0	0	10.1007/s00799-007-0030-9
2019481684	1	0	1	10.1023/A:1002467221920
2019520758	1	0	3	10.1080/09296170500500843
2019714285	1	0	0	10.1023/A:1022673822140
2019827048	1	0	0	10.1093/llc/fqq028
2020086202	1	1	0	10.1093/llc/fqv039
2020434097	1	0	1	10.1045/september2006-recker
2020580672	1	0	1	10.1093/llc/18.3.261
2020707012	1	0	0	10.1045/march2008-marshall-pt1
2020882196	1	0	1	10.1093/llc/18.1.89
2020956012	1	0	0	10.1162/coli.2010.36.2.09054
2021123149	1	0	0	
2021520552	1	0	0	
2021616129	1	0	0	10.1162/coli.08-003-R1-07-044
2021630470	1	0	3	10.2218/ijdc.v4i3.118
2021751150	1	0	2	10.1007/s007990050004
2021849957	1	0	0	10.1045/march2003-pinfield
2021891992	1	0	2	10.1045/november2011-powell
2022083943	1	0	0	10.2218/ijdc.v9i1.318
2022120638	1	0	0	10.1093/llc/fqt031
2022491554	1	4	32	
2023015266	1	0	0	10.4403/jlis.it-4603
2023245560	1	0	0	10.1093/llc/fqu056
2023307151	1	0	1	10.2218/ijdc.v3i2.57
2023627815	1	0	0	10.1093/llc/fqv005
2023691785	1	0	4	10.1045/july2004-lavoie
2024696637	1	0	1	10.1045/march2010-king
2025237431	1	0	0	10.1093/llc/15.4.433
2025403586	1	26	202	10.1162/coli.2008.34.4.471
2025652915	1	1	0	10.1093/llc/fqv049
2025837296	1	0	1	10.1007/s00799-014-0124-0
2025882237	1	12	74	10.5281/zenodo.32412
2025904017	1	0	1	10.1045/april2005-lund
2025918417	1	0	0	
2026579101	1	0	0	10.1080/09296174.2011.533586
2026838804	1	0	0	10.1045/january2013-rumianek
2027046728	1	0	3	
2027068576	1	0	0	10.1045/january2015-henderson
2027247530	1	1	1	10.1045/july2001-vandesompel
2027299895	1	0	0	10.1162/coli.2007.33.2.283
2027530321	1	0	0	10.1045/february2001-choudhury
2027905355	1	0	0	10.1045/may2009-hemminger
2027980808	1	0	14	10.1093/llc/16.4.403
2028649102	1	11	2	10.1007/s00799-015-0139-1
2028675035	1	0	3	10.1045/june2006-smith
2028701196	1	22	6	10.1045/january2002-kenney
2029244639	1	0	0	10.2218/ijdc.v4i1.80
2029334814	1	0	22	10.1080/09296170902734164
2030194216	1	0	3	10.4121/uuid:65a06005-d910-40ea-9a77-c4f142d40bb0
2030390502	1	0	0	10.1080/19386389.2011.570662
2030430139	1	0	0	10.1093/llc/fqn035
2030442451	1	0	2	10.1162/COLI_a_00049
2030834239	1	0	0	10.1093/llc/17.1.37
2030873920	1	0	0	10.1162/089120105774321109
2030901386	1	0	1	10.1080/19386380903095099
2031014895	1	0	1	10.1023/A:1002450818285
2031243787	1	0	0	10.1007/s00799-003-0072-6
2031253971	1	31	24	10.1007/s00799-003-0067-3
2031674839	1	0	0	10.1093/llc/18.4.341
2032110119	1	2	0	10.1045/february2003-goodrum
2032313115	1	0	0	10.2218/ijdc.v9i1.303
2032533651	1	0	0	10.1045/february2001-thibodeau
2032962146	1	0	0	10.1093/llc/17.2.231
2033098905	1	0	3	10.1007/s00799-010-0061-5
2033420318	1	0	3	10.1093/llc/fql037
2033422651	1	0	1	10.1045/june2005-lee
2033527772	1	0	0	10.1007/s00799-009-0057-1
2033768017	1	0	18	
2033786417	1	10	10	10.1007/s00799-009-0054-4
20342462	1	3	1	10.1162/COLI_a_00122
2034791829	1	0	0	10.1076/jqul.8.1.67.4094
2034990298	1	0	0	10.1080/09296170500500603
2035249140	1	0	0	10.1045/may2002-sullivan
2035261707	1	8	0	10.1093/llc/fqi063
2035292688	1	7	5	10.1162/coli.2009.35.4.35402
2035923203	1	6	0	10.1093/llc/fqs010
2035938008	1	0	0	10.1045/march2006-cohen
2036017649	1	0	0	10.1007/s00799-011-0067-7
2036156103	1	0	0	10.1080/09296174.2011.638792
2036369947	1	0	1	10.2218/ijdc.v7i1.224
2036398378	1	0	0	10.1045/november2006-organ
2036521004	1	0	0	10.1162/COLI_a_00168
2036691448	1	0	0	10.3366/ijhac.2014.0109
2036699209	1	0	3	10.1023/A:1020201615753
2037025358	1	0	0	10.1023/A:1002454919194
2037186474	1	0	1	10.1080/19386389.2010.506400
2037207895	1	0	0	10.1162/089120100750105966
2037276494	1	0	0	10.1162/COLI_a_00110
2037276721	1	4	8	10.1045/july2008-hirtle
2037401963	1	0	0	10.1162/COLI_a_00221
2037643451	1	16	1	10.2218/ijdc.v4i2.92
2037732991	1	0	0	10.1162/coli_a_00339
2037814452	1	0	0	10.1045/february2003-penka
2037892678	1	0	0	10.1093/llc/fqv067
2037912622	1	0	1	10.3389/fdigh.2017.00008
2037983166	1	0	0	10.1007/s00799-004-0107-7
2038253946	1	11	3	10.1007/s00799-007-0032-7
2038354447	1	8	1	10.1007/s00799-016-0201-7
2038461985	1	13	0	10.1162/COLI_a_00115
2038473747	1	0	3	
2038651387	1	0	2	10.1080/19386380903405207
2038809541	1	1	0	10.1093/llc/fql044
2039169822	1	0	1	10.1162/coli.2007.33.4.477
2039262691	1	0	1	10.1162/COLI_a_00243
2039348144	1	17	1	10.1023/A:1016160114582
2039399528	1	0	0	10.1080/09296174.2012.638796
2039581305	1	0	1	10.1162/coli.35.3.469
2039664673	1	2	1	
2039726508	1	0	0	10.1162/COLI_a_00275
2039852454	1	0	0	
2040075948	1	0	3	10.1093/llc/fqq017
2040111607	1	13	1	10.2218/ijdc.v3i2.66
2040162312	1	0	17	10.1080/09296170701378916
2040196124	1	0	0	10.4995/var.2013.4321
2040249782	1	2	1	10.1080/09296170500055384
2040264216	1	0	0	10.4995/var.2012.4537
2040287162	1	0	0	10.1045/july2012-herrmannova
2040376615	1	0	3	10.1080/09296174.2012.714534
2040548308	1	0	0	10.1007/s00799-003-0061-9
2040850537	1	5	3	10.1045/november14-klampfl
2040975210	1	19	9	10.1023/A:1002075505432
2041018408	1	0	0	10.1023/B:CHUM.0000031173.25446.37
2041486156	1	0	0	10.2218/ijdc.v2i2.25
2041531043	1	0	0	10.1045/march2000-coyle
2041538602	1	0	14	10.2218/ijdc.v4i3.116
2041569776	1	0	0	10.2218/ijdc.v2i1.14
2042042751	1	0	0	10.1023/A:1002630710402
2042140475	1	0	11	
2042206580	1	0	0	10.1162/coli.2007.33.1.63
2042486881	1	3	0	10.2218/ijdc.v7i1.212
