eid	level	doi
84988614413	2	10.1080/19386389.2016.1216969
84988632748	2	10.1162/COLI_a_00257
84988637701	2	10.1162/COLI_a_00254
84988637910	2	10.1080/19386389.2016.1215734
84988649411	2	10.1162/COLI_a_00253
84988654497	2	10.1162/COLI_a_00255
84988666672	2	10.1162/COLI_a_00258
84988689686	2	10.1007/s00799-016-0194-2
84988692899	1	10.1145/2948069
84988693690	1	10.1145/2872278
84988703057	1	10.1145/2915919
84988714260	1	10.1145/2905369
84988715291	1	10.1145/2950062
84988736409	1	10.1145/2901297
84988924933	2	10.1007/s00146-016-0677-0
84990196911	2	10.1080/09296174.2016.1226430
84990841385	1	10.1007/s10579-016-9369-0
84990841385	2	10.1007/s10579-016-9369-0
84990889863	2	10.1080/09296174.2016.1169847
84990892375	2	10.1007/s00799-016-0195-1
84990994574	1	10.1093/llc/fqv027
84991800687	1	10.1007/s10579-016-9371-6
84991800687	2	10.1007/s10579-016-9371-6
84991804369	1	10.1145/2966985
84992013388	2	10.1007/s00799-016-0196-0
84992702398	1	10.1007/s10579-016-9372-5
84992702398	2	10.1007/s10579-016-9372-5
84994310364	1	10.1007/s10579-016-9373-4
84994310364	2	10.1007/s10579-016-9373-4
84994545365	2	10.1007/s00146-016-0679-y
84994689519	1	10.1007/s10579-015-9327-2
84994689519	2	10.1007/s10579-015-9327-2
84996554666	1	10.1145/2940332
84996605311	2	10.1080/09296174.2016.1260274
84996844161	2	10.1080/09296174.2016.1260275
84997142658	1	10.1007/s10579-016-9377-0
84997142658	2	10.1007/s10579-016-9377-0
84997236688	1	10.1007/s10579-016-9376-1
84997236688	2	10.1007/s10579-016-9376-1
85000415158	2	10.1007/s00146-016-0683-2
85000443585	2	10.1007/s00146-016-0684-1
85000839245	2	10.1007/s00799-016-0199-x
85001090650	1	10.1007/s10579-016-9374-3
85001090650	2	10.1007/s10579-016-9374-3
85001544989	1	10.1007/s10579-016-9370-7
85001544989	2	10.1007/s10579-016-9370-7
85001560598	2	10.1007/s00799-016-0197-z
85006256351	1	10.1145/2943778
85006341845	2	10.1080/19386389.2016.1258908
85006345785	2	10.1080/19386389.2016.1258891
85006375492	2	10.1080/19386389.2016.1258910
85006401132	2	10.1080/19386389.2016.1258897
85006430128	1	10.1093/llc/fqw047
85006455505	2	10.1007/s00799-016-0202-6
85006915697	2	10.1007/s00799-016-0200-8
85006966287	1	10.1145/2994151
85006974335	1	10.1145/2964911
85007499934	2	10.1080/09296174.2016.1265794
85007505142	2	10.1007/s00799-016-0201-7
85008474036	2	10.1007/s00799-016-0207-1
85008512230	1	10.1007/s10579-016-9378-z
85008512230	2	10.1007/s10579-016-9378-z
85008628499	2	10.1080/09296174.2016.1265793
85008870958	1	10.1145/2983917
85008937006	1	10.1145/3004457
85008967234	1	10.1145/2983918
85009238265	2	10.1080/09296174.2016.1265799
85009781675	2	10.1007/s00799-016-0206-2
85009811571	2	10.1080/09296174.2016.1265792
85010645285	2	10.1080/09296174.2016.1263786
85010723364	2	10.1162/COLI_a_00268
85010723556	2	10.1162/COLI_a_00267
85010754872	2	NULL
85010767496	2	10.1162/COLI_a_00262
85010796661	2	10.1162/COLI_a_00264
85010800030	2	10.1162/COLI_a_00266
85010817706	1	10.1007/s10579-017-9379-6
85010817706	2	10.1007/s10579-017-9379-6
85010818015	2	10.1162/COLI_a_00263
85010822259	2	10.1162/COLI_a_00261
85010831551	2	10.1162/COLI_a_00265
85010972001	2	10.1007/s00146-017-0689-4
85011286650	2	10.1007/s00146-016-0688-x
85011661373	2	10.1007/s00146-014-0570-7
85011711119	1	10.1007/s10579-017-9383-x
85011711119	2	10.1007/s10579-017-9383-x
85011711366	1	10.1007/s10579-017-9384-9
85011711366	2	10.1007/s10579-017-9384-9
85011857426	1	10.1080/13569783.2017.1286975
85011884614	1	10.1080/13569783.2017.1286976
85012941458	1	10.1007/s10579-017-9382-y
85012941458	2	10.1007/s10579-017-9382-y
85013092723	1	10.1080/13569783.2017.1286977
85013626733	1	10.1080/13569783.2017.1286978
85014024662	2	10.1007/s00799-017-0208-8
85014043575	1	10.1007/s10579-017-9381-z
85014043575	2	10.1007/s10579-017-9381-z
85014098502	2	10.1007/s00799-017-0209-7
85014112382	2	10.1007/s00146-017-0704-9
85014532856	2	10.1080/19386389.2017.1285143
85014554979	1	10.1080/13569783.2017.1293510
85014556927	2	10.1080/19386389.2017.1285141
85014578591	2	10.1080/19386389.2017.1285140
85014579519	1	10.1007/s10579-017-9385-8
85014579519	2	10.1007/s10579-017-9385-8
85014735739	2	10.1007/s00799-017-0210-1
85015615620	1	10.1080/13569783.2016.1263561
85015635533	1	10.1080/13569783.2016.1264265
85015635574	1	10.1080/13569783.2016.1263555
85015646383	1	10.1080/13569783.2016.1263556
85015653111	1	10.1080/13569783.2016.1263557
85015657581	1	10.1080/13569783.2016.1262250
85015668537	1	10.1080/13569783.2016.1262252
85015675527	1	10.1080/13569783.2016.1263559
85015678678	1	10.1080/13569783.2016.1262249
85015682818	1	10.1080/13569783.2016.1263558
85015686102	1	10.1080/13569783.2016.1263562
85015709016	1	10.1080/13569783.2016.1264264
85015788886	2	10.1007/s00146-017-0715-6
85015803509	2	10.1007/s00799-017-0211-0
85015889657	2	10.1007/s00146-017-0712-9
85015985982	1	10.1080/13569783.2017.1293513
85016044898	2	10.1007/s00146-017-0714-7
85016098491	2	10.1007/s00146-017-0705-8
85016100713	2	10.1007/s00146-017-0711-x
85016174262	1	10.1145/3009905
85016199187	2	10.1007/s00146-017-0710-y
85016230672	1	10.1145/3051472
85016997408	2	10.1080/09296174.2017.1304049
85017036353	2	10.1080/09296174.2017.1304620
85017104806	2	10.1162/COLI_a_00278
85017104871	2	10.1007/s00146-017-0716-5
85017108651	2	10.1162/COLI_a_00276
85017111617	2	10.1162/COLI_a_00277
85017120021	2	10.1007/s00146-017-0709-4
85017158770	2	10.1162/COLI_a_00275
85017168480	1	10.1145/3012285
85017171413	1	10.1007/s10579-017-9387-6
85017171413	2	10.1007/s10579-017-9387-6
85017177340	2	10.1162/COLI_a_00274
85017185084	2	10.1162/COLI_a_00273
85017242717	2	10.1007/s00146-017-0719-2
85017243968	2	10.1007/s00146-017-0720-9
85017274502	2	10.1007/s00146-017-0722-7
85017417467	2	10.1007/s00799-017-0214-x
85017663462	2	10.1007/s00799-017-0215-9
85018162575	2	10.1080/09296174.2017.1314411
85018174751	2	10.1080/09296174.2017.1311447
85018497795	1	10.1145/2996859
85018509001	1	10.1145/3012286
85018721765	2	10.1080/19386389.2017.1314131
85018730961	1	10.1007/s10579-017-9390-y
85018730961	2	10.1007/s10579-017-9390-y
85018816456	1	10.1007/s10579-017-9389-4
85018816456	2	10.1007/s10579-017-9389-4
85018981415	2	10.1080/09296174.2017.1311448
85019104093	1	10.1007/s10579-017-9388-5
85019104093	2	10.1007/s10579-017-9388-5
85019115537	2	10.1007/s00799-017-0216-8
85019169906	2	10.1007/s00799-016-0173-7
85019176746	2	10.1007/s00146-017-0729-0
85019330407	2	10.1007/s00799-016-0172-8
85019546337	2	10.1080/09296174.2017.1324601
85019563993	2	10.1007/s00146-017-0728-1
85019565197	2	10.1007/s00799-017-0218-6
85019600240	2	10.1007/s00799-017-0217-7
85019639293	2	10.1007/s00146-017-0726-3
85019699951	2	10.1007/s00146-017-0731-6
85019837123	1	10.1007/s10579-017-9391-x
85019837123	2	10.1007/s10579-017-9391-x
85019847176	2	10.4403/jlis.it-12325
85019849999	2	10.4403/jlis.it-12269
85019858346	2	10.4403/jlis.it-12374
85019891829	2	10.4403/jlis.it-12327
85019910230	2	10.4403/jlis.it-12090
85019916639	2	10.1007/s00146-017-0730-7
85019924845	2	10.4403/jlis.it-12372
85019940951	2	10.4403/jlis.it-12128
85019960269	2	10.4403/jlis.it-12052
85020065435	2	10.1007/s00146-017-0734-3
85020109041	2	10.1007/s00146-017-0732-5
85020267469	2	10.1007/s00146-017-0733-4
85020544311	1	10.1007/s10579-017-9392-9
85020544311	2	10.1007/s10579-017-9392-9
85020663925	2	10.1007/s00146-017-0735-2
85020710045	2	10.4995/var.2017.5961
85020739801	2	10.1007/s00799-017-0221-y
85020740070	2	10.1007/s00799-017-0219-5
85021079784	1	10.1007/s10579-017-9394-7
85021079784	2	10.1007/s10579-017-9394-7
85021160173	2	10.1007/s00799-017-0220-z
85021182163	2	10.1080/09296174.2017.1338119
85021191082	2	10.1007/s00146-017-0736-1
85021284159	2	10.1080/09296174.2017.1339441
85021287473	1	10.1093/llc/fqv069
85021321616	1	10.1080/13569783.2017.1326809
85021323416	1	10.1080/13569783.2017.1329653
85021325150	1	10.1080/13569783.2017.1324776
85021351480	1	10.1080/13569783.2017.1329651
85021351673	1	10.1080/13569783.2017.1324775
85021356677	1	10.1080/13569783.2017.1326806
85021361384	1	10.1080/13569783.2017.1327804
85021377940	1	10.1080/13569783.2017.1326807
85021385170	1	10.1080/13569783.2017.1326808
85021388782	1	10.1080/13569783.2017.1326805
85021727262	2	10.1007/s00146-017-0738-z
85021780119	2	10.1162/COLI_a_00287
85021791378	2	10.1162/COLI_a_00288
85021796432	2	10.1162/COLI_a_00286
85021798914	2	10.1162/COLI_a_00290
85021803387	2	10.1162/COLI_a_00284
85021809634	1	10.1007/s10579-017-9396-5
85021809634	2	10.1007/s10579-017-9396-5
85021810055	1	10.1007/s10579-017-9397-4
85021810055	2	10.1007/s10579-017-9397-4
85021840909	2	10.1162/COLI_a_00285
85021902825	2	10.1007/s00146-017-0741-4
85021979117	2	10.1080/09296174.2017.1341724
85023174983	2	10.1007/s00146-017-0740-5
85023755101	2	10.1080/09296174.2017.1343268
85024477965	2	10.1080/19386389.2017.1348783
85024480969	2	10.1007/s00146-017-0745-0
85024503730	2	10.1007/s00146-017-0746-z
85025064797	2	10.4995/var.2017.5946
85025067714	2	10.4995/var.2017.6321
85025068308	1	10.1007/s10579-017-9395-6
85025068308	2	10.1007/s10579-017-9395-6
85025070709	2	10.1007/s00799-017-0224-8
85025073466	2	10.4995/var.2017.5836
85025074513	2	10.4995/var.2017.4629
85025077956	2	10.4995/var.2017.5765
85025082486	2	10.4995/var.2017.6056
85025082706	2	10.4995/var.2017.5932
85025087783	2	10.4995/var.2017.5872
85025097143	2	10.4995/var.2017.5962
85025102496	2	10.4995/var.2017.5890
85025105486	2	10.1007/s00146-017-0747-y
85025169884	2	10.1007/s00146-017-0737-0
85025427505	1	10.1007/s10579-017-9398-3
85025427505	2	10.1007/s10579-017-9398-3
85025462446	2	10.1007/s00799-017-0225-7
85025840453	2	10.1080/09296174.2017.1338121
85026393000	1	10.1080/13569783.2017.1358081
85026421118	1	10.1080/13569783.2017.1358083
85026469529	2	10.1007/s00146-017-0749-9
85026795936	1	10.1145/3012288
85026797037	1	10.1145/3064419
85026805266	1	10.1145/3012287
85026809526	1	10.1145/3040200
85026822906	1	10.1145/3097569
85026826547	2	10.1007/s00146-017-0744-1
85026826639	2	10.1007/s00146-017-0752-1
85026832948	1	10.1145/3097571
85026837731	1	10.1145/3051487
85026845396	1	10.1145/3097570
85026845459	1	10.1145/3012289
85026897855	2	10.1080/19386389.2017.1355166
85026923466	2	10.1080/09296174.2017.1348014
85027030610	2	10.1080/09296174.2017.1352478
85027178432	2	10.1007/s00799-017-0227-5
85027192383	2	10.1080/19386389.2017.1353348
85027359395	1	10.1093/llc/fqv033
85027490568	1	10.1145/3064527
85027689572	2	10.1007/s00146-017-0756-x
85027866339	2	10.1080/09296174.2017.1349358
85027925034	2	10.1007/s00146-014-0560-9
85027931116	1	10.1007/s10579-014-9275-2
85027931116	2	10.1007/s10579-014-9275-2
85027936637	1	10.1007/s10579-014-9280-5
85027936637	2	10.1007/s10579-014-9280-5
85027936683	2	10.1007/s00146-014-0562-7
85027938505	2	10.1007/s00799-014-0125-z
85027957059	2	10.1007/s00146-014-0557-4
85028027174	2	10.4995/var.2017.5845
85028029425	2	10.4995/var.2017.6557
85028048684	2	10.4995/var.2016.4650
85028049895	2	10.4995/var.2017.4726
85028049994	2	10.4995/var.2017.6820
85028072494	2	10.4995/var.2017.6405
85028072597	2	10.4995/var.2017.5959
85028084237	2	10.4995/var.2017.7028
85028220040	2	10.1007/s00146-014-0554-7
85028267666	2	10.1007/s00146-014-0551-x
85028523533	2	10.1007/s00799-017-0226-6
85028527421	2	10.1080/19386389.2017.1355165
85028576401	1	10.1080/13569783.2017.1366257
85028576825	2	10.1080/09296174.2017.1359883
85028690047	1	10.1093/llc/fqv072
85028692789	1	10.1093/llc/fqv068
85028692839	1	10.1093/llc/fqw031
85028696572	1	10.1093/llc/fqv032
85028696894	1	10.1093/llc/fqv053
85028697497	1	10.1093/llc/fqw001
85028700578	1	10.1093/llc/fqw022
85028700979	1	10.1093/llc/fqw006
85028701288	1	10.1093/llc/fqv061
85028704233	1	10.1093/llc/fqv071
85028704429	1	10.1093/llc/fqv067
85028706378	1	10.1093/llc/fqv031
85028708577	1	10.1093/llc/fqw008
85028710226	1	10.1093/llc/fqw007
85028711358	1	10.1093/llc/fqv070
85028711417	1	10.1093/llc/fqv036
85028711911	1	10.1093/llc/fqw026
85028712438	1	10.1093/llc/fqv026
85028713001	1	10.1093/llc/fqw019
85028714115	1	10.1093/llc/fqw021
85028714391	1	10.1093/llc/fqv063
85028715294	1	10.1093/llc/fqw005
85028715489	1	10.1093/llc/fqw024
85028717221	1	10.1093/llc/fqv066
85028717731	1	10.1093/llc/fqv064
85028718655	1	10.1093/llc/fqw015
85028719818	1	10.1093/llc/fqv028
85028724410	1	10.1093/llc/fqv035
85028725155	1	10.1093/llc/fqv054
85028726236	1	10.1093/llc/fqw030
85028727897	1	10.1093/llc/fqw025
85028729417	1	10.1093/llc/fqw023
85028731873	1	10.1093/llc/fqv037
85028733945	1	10.1093/llc/fqw004
85028734673	1	10.1093/llc/fqw017
85028734943	1	10.1093/llc/fqv030
85028747379	1	10.1007/s10579-017-9399-2
85028747379	2	10.1007/s10579-017-9399-2
85028752730	2	10.1007/s00146-017-0757-9
85028757867	1	NULL
85028761355	1	10.1093/llc/fqx012
85028764996	1	NULL
85028777067	1	NULL
85028777368	1	10.1093/llc/fqx006
85028777551	1	NULL
85028777864	1	NULL
85028778217	1	NULL
85029425982	2	10.1080/09296174.2017.1370192
85029477188	2	10.1080/09296174.2017.1360172
85029604440	1	10.1007/s10579-017-9401-z
85029604440	2	10.1007/s10579-017-9401-z
85029674475	2	10.1080/09296174.2017.1371915
85029675344	2	10.4403/jlis.it-12409
85029689603	2	10.4403/jlis.it-12402
85029700286	2	10.4403/jlis.it-12381
85029714092	2	10.4403/jlis.it-12365
85029715482	2	10.4403/jlis.it-12416
85029725302	2	10.4403/jlis.it-12414
85029746941	1	10.1007/s10579-017-9402-y
85029746941	2	10.1007/s10579-017-9402-y
85029832521	2	10.1162/COLI_a_00296
85029840878	2	10.1162/COLI_a_00293
85029850701	2	10.1162/COLI_a_00292
85029863286	2	10.1162/COLI_a_00295
85029882206	2	10.1162/COLI_a_00291
85029885465	2	10.1162/COLI_a_00294
85030308875	1	10.1080/13569783.2017.1366260
85030322742	1	10.1080/13569783.2017.1366261
85030706254	2	10.1080/09296174.2017.1373510
85030769811	2	10.1007/s00799-016-0179-1
85030843826	2	10.1007/s00146-016-0665-4
85030849436	2	10.1007/s00146-016-0666-3
85031003831	1	10.1093/llc/fqx014
85032034330	2	10.1007/s00146-017-0766-8
85032069879	2	10.1007/s00146-015-0636-1
85032072510	2	10.1162/COLI_a_00252
85032077039	2	10.1007/s00146-013-0522-7
85032379439	2	10.1080/09296174.2017.1373991
85032683411	2	10.1080/09296174.2017.1387961
85033363450	1	10.1007/s10579-017-9404-9
85033363450	2	10.1007/s10579-017-9404-9
85033371977	1	10.1080/13569783.2017.1396209
85033382817	1	10.1080/13569783.2017.1396210
85033399876	1	10.1080/13569783.2017.1399055
85033438575	1	10.1007/s10579-017-9406-7
85033438575	2	10.1007/s10579-017-9406-7
85033444470	1	10.1080/13569783.2017.1399054
85033471234	1	10.1080/13569783.2017.1396889
85033696417	1	10.1080/13569783.2017.1396211
85034226125	2	10.1162/COLI_a_00302
85034255227	1	10.1080/13569783.2017.1398641
85034271759	1	10.1007/s10579-017-9407-6
85034271759	2	10.1007/s10579-017-9407-6
85035360561	1	10.1007/s10579-017-9408-5
85035360561	2	10.1007/s10579-017-9408-5
85035769373	2	10.1007/s00146-017-0779-3
85037335806	2	10.1007/s00146-017-0777-5
85037652060	2	10.1007/s00146-017-0778-4
85038599545	1	10.1145/3057929
85038639932	1	10.1007/s10579-017-9409-4
85038639932	2	10.1007/s10579-017-9409-4
85039034381	2	10.1007/s00146-017-0792-6
85040315641	2	10.4995/var.2018.7982
85040320818	2	10.4995/var.2018.5858
85040343984	2	10.4995/var.2018.7579
85040350295	2	10.4995/var.2018.6341
85040353206	2	10.4995/var.2018.7946
85040360266	2	10.4995/var.2018.6010
85040365094	2	10.4995/var.2018.6831
85040371063	2	10.4995/var.2018.5958
85040512698	1	10.1093/llc/fqw014
85040765595	2	10.4403/jlis.it-12403
85040780222	2	10.4403/jlis.it-12440
85040781794	2	10.4403/jlis.it-12438
85040784164	2	10.4403/jlis.it-12443
85041014477	2	10.1080/09296174.2017.1390934
85041501365	2	10.1007/s00146-018-0815-y
85041540118	2	10.1007/s00146-018-0814-z
85041570181	2	10.1007/s00146-018-0809-9
85041592835	1	10.1007/s10579-018-9413-3
85041592835	2	10.1007/s10579-018-9413-3
85041625953	2	10.1007/s00146-018-0816-x
85041809559	2	10.1007/s00146-018-0817-9
85041841762	2	10.1007/s00146-018-0812-1
85041895854	2	10.1007/s00146-018-0806-z
85041899266	1	10.1093/llc/fqw029
85041909327	2	10.1007/s00146-018-0813-0
85041931233	1	10.1007/s10579-018-9411-5
85041931233	2	10.1007/s10579-018-9411-5
85042528926	1	10.1007/s10579-018-9414-2
85042528926	2	10.1007/s10579-018-9414-2
85042584169	1	10.1093/llc/fqw027
85042585505	1	10.1093/llc/fqw041
85042585937	1	10.1093/llc/fqw034
85042587126	1	10.1093/llc/fqw042
85042589870	1	10.1093/llc/fqx039
85042592392	1	10.1093/llc/fqx036
85042593087	1	10.1093/llc/fqx035
85042593265	1	10.1093/llc/fqw046
85042597497	1	10.1093/llc/fqw035
85042600212	1	10.1093/llc/fqx038
85042605814	1	10.1093/llc/fqw057
85042606276	1	10.1093/llc/fqw039
85042606999	1	10.1093/llc/fqx031
85042608672	1	10.1093/llc/fqw036
85042609030	1	10.1093/llc/fqx033
85042611926	1	10.1093/llc/fqx022
85042612698	1	10.1093/llc/fqx025
85042612935	1	10.1093/llc/fqx030
85042614437	1	10.1093/llc/fqx028
85042615062	1	10.1093/llc/fqx023
85042617598	1	10.1093/llc/fqw012
85042618660	1	10.1093/llc/fqw040
85042619214	1	10.1093/llc/fqw028
85042621991	1	10.1093/llc/fqx026
85042623115	1	10.1093/llc/fqx042
85042917784	2	10.1080/19386389.2018.1440919
85042917852	2	10.1080/19386389.2018.1439278
85042925836	2	10.1080/19386389.2018.1440927
85043346450	2	10.1080/19386389.2018.1440922
85043681134	2	10.1080/19386389.2018.1443698
85043690331	2	10.1080/19386389.2018.1443414
85043975665	1	10.1093/llc/fqw020
85043980916	1	10.1093/llc/fqw043
85043987816	1	10.1093/llc/fqw003
85043992494	1	10.1093/llc/fqw056
85043994565	1	10.1093/llc/fqw009
85044004138	1	10.1093/llc/fqw013
85044064660	1	10.1093/LLC/FQX059
85044257427	2	10.1162/COLI_a_00306
85044258873	2	10.1162/COLI_a_00309
85044261230	2	10.1162/COLI_a_00308
85044304287	2	10.1162/COLI_a_00307
85044333800	2	10.1162/COLI_a_00313
85044374954	1	10.1007/s10579-018-9415-1
85044374954	2	10.1007/s10579-018-9415-1
85045027294	1	10.1093/llc/fqx001
85045030581	1	10.1093/llc/fqw063
85045035813	2	10.1080/19386389.2018.1454379
85045039950	1	10.1093/llc/fqx004
85045044426	1	10.1093/llc/fqw065
85045045890	1	10.1093/llc/fqx009
85045050515	1	10.1093/llc/fqw059
85045051634	1	10.1093/llc/fqx002
85045056755	1	10.1093/llc/fqx015
85045057495	1	10.1007/s10579-018-9412-4
85045057495	2	10.1007/s10579-018-9412-4
85045058071	1	10.1093/llc/fqx011
85045058118	1	10.1093/llc/fqw064
85045062613	1	10.1093/llc/fqx003
85045072715	1	10.1093/llc/fqw061
85045074186	1	10.1093/llc/fqx013
85045075346	1	10.1093/llc/fqx007
85045077567	1	10.1093/llc/fqx016
85045240461	1	10.1080/13569783.2018.1438180
85045249012	1	10.1080/13569783.2018.1440203
85045252380	1	10.1080/13569783.2018.1438177
85045262397	1	10.1080/13569783.2018.1438181
85045264839	1	10.1080/13569783.2018.1439734
85045266813	1	10.1080/13569783.2018.1442211
85045268157	1	10.1080/13569783.2018.1438178
85045287790	1	10.1080/13569783.2018.1438179
85046016715	1	10.1080/13569783.2018.1468242
85046027320	2	10.1080/19386389.2018.1461177
85046035996	2	10.1080/19386389.2018.1461455
85046701853	1	10.1080/13569783.2018.1468243
85046902952	1	10.1093/llc/fqu070
85047121277	1	10.1007/s10579-018-9416-0
85047121277	2	10.1007/s10579-018-9416-0
85047134475	1	10.1080/13569783.2018.1474095
85047140821	2	10.1007/s00799-018-0242-1
85047153831	1	10.1080/13569783.2018.1474094
85047166341	1	10.1080/13569783.2018.1474092
85047199060	2	10.4403/jlis.it-12427
85047200602	2	10.4403/jlis.it-12454
85047205348	2	10.4403/jlis.it-12463
85047209044	1	10.1080/13569783.2018.1477583
85047222861	2	10.4403/jlis.it-12468
85047223798	2	10.4403/jlis.it-12462
85047226431	1	10.1080/13569783.2018.1474093
85047227303	2	10.4403/jlis.it-12465
85047237389	2	10.1162/COLI_a_00301
85047240574	2	10.1162/COLI_a_00299
85047257225	2	10.1162/COLI_a_00300
85047270339	2	10.1162/COLI_a_00298
85047682566	2	10.1162/coli.09-032-R1-08-034
85047685353	2	10.1162/coli.09-023-R1-08-002
85047686249	2	10.1162/coli.09-036-R2-08-050
85047936409	1	10.1080/13569783.2018.1473758
85048075401	1	10.1093/llc/fqx020
85048359061	2	10.1007/s00799-018-0245-y
85048797604	1	10.1007/s10579-018-9417-z
85048797604	2	10.1007/s10579-018-9417-z
85049006147	2	10.1080/09296174.2017.1366095
85049071446	1	10.1007/s10579-018-9418-y
85049071446	2	10.1007/s10579-018-9418-y
85049073687	2	10.1162/COLI_a_00314
85049080370	2	10.1162/COLI_a_00318
85049081496	2	10.1162/COLI_a_00316
85049086277	2	10.1162/COLI_a_00317
85049099540	2	10.1162/COLI_a_00315
85049148238	2	10.1007/s00799-018-0244-z
85049554589	1	10.1080/13569783.2018.1494557
85049557771	1	10.1007/s10579-018-9419-x
85049557771	2	10.1007/s10579-018-9419-x
85049565220	2	10.1007/s00799-018-0250-1
85049643120	1	10.1080/13569783.2018.1494558
85049648152	1	10.1080/13569783.2018.1494556
85049871069	1	10.1007/s10579-018-9420-4
85049871069	2	10.1007/s10579-018-9420-4
85050269081	2	10.4995/var.2018.9918
85050276857	2	10.4995/var.2018.9087
85050280155	2	10.4995/var.2018.8855
85050292958	2	10.4995/var.2018.8884
85050306119	2	10.4995/var.2018.9418
85050307101	2	10.4995/var.2018.9531
85050319512	2	10.4995/var.2018.9424
85051785860	1	10.1145/3127090
85051823861	1	10.1145/3131610
85051951644	1	10.1080/13569783.2018.1508991
85052062315	1	10.1080/13569783.2018.1508990
85052154970	1	10.1080/13569783.2018.1507730
85053239032	1	10.1145/3183505
85053239697	1	10.1145/3195727
85053697636	2	10.4403/jlis.it-12458
85053712253	2	10.4403/jlis.it-12505
85053933173	2	10.1162/COLI_a_00323
85054001839	2	10.1162/COLI_a_00327
85054015576	2	10.1162/COLI_a_00324
85054025050	2	10.1162/COLI_a_00325
85054248012	1	10.1093/LLC/FQX064
85054797275	1	10.1093/LLC/FQX061
85054848067	1	10.1093/LLC/FQX058
85054896041	1	10.1093/llc/fqy003
85055319583	1	10.1093/LLC/FQX052
85055325480	1	10.1093/LLC/FQX024
85055325781	1	10.1093/LLC/FQX051
85055331019	1	10.1093/LLC/FQX065
85055333114	1	10.1093/LLC/FQX066
85055341282	1	10.1093/LLC/FQX055
85055341288	1	10.1093/LLC/FQX062
85055341454	1	10.1007/s10579-018-9426-y
85055341454	2	10.1007/s10579-018-9426-y
85055342909	1	10.1093/LLC/FQX043
85055346223	1	10.1093/LLC/FQX057
85055352983	1	10.1093/LLC/FQX056
85055356874	1	10.1093/LLC/FQX054
85055466619	1	10.1093/llc/fqx021
85055474655	1	10.1093/llc/fqx041
85055486391	1	10.1093/llc/fqx044
85055486522	1	10.1093/llc/fqx029
85055491793	1	10.1093/llc/fqx017
85055493987	1	10.1093/llc/fqx045
85055494550	1	10.1093/llc/fqx046
85055495110	1	10.1093/llc/fqx008
85055565110	1	10.1093/llc/fqx050
85055577426	1	10.1093/llc/fqx049
85055592218	1	10.1093/llc/fqx040
85055921767	1	10.1145/3216463
85057181835	1	10.1145/3230673
85059132701	1	10.1093/llc/fqy016
85059133438	1	10.1093/llc/fqy001
85059141550	1	10.1093/llc/fqy014
85059149154	1	10.1093/llc/fqy009
85059163572	1	10.1093/llc/fqy007
85059191138	1	10.1093/llc/fqy002
85059200883	1	10.1093/llc/fqy006
85059248929	2	10.1162/coli_a_00328
85059257585	2	10.1162/coli_a_00334
85059264469	2	10.1162/coli_a_00333
85059264965	2	10.1162/coli_a_00337
85059277107	2	10.1162/coli_a_00331
85059282814	2	10.1162/coli_a_00338
85059284797	2	10.1162/coli_a_00335
85059285200	2	10.1162/coli_a_00339
85059290802	2	10.1162/coli_a_00336
85059291974	2	10.1162/coli_a_00330
85059510901	2	10.1080/19386389.2018.1538610
85059564928	2	10.1080/19386389.2018.1549014
85059869392	1	10.1145/3230670
85060522403	2	10.13130/2037-2426/10652
85060528304	2	10.13130/2037-2426/11064
85060537696	2	10.13130/2037-2426/10617
85060550428	2	10.13130/2037-2426/11062
85060876146	1	NULL
85061174593	1	10.1145/3230672
85061184421	1	10.1145/3230674
85061203563	1	10.1145/3230675
85061347035	1	NULL
85061349083	1	NULL
85061349829	1	NULL
85061350609	1	NULL
85061351027	1	NULL
85061351073	1	NULL
85061356324	1	NULL
85061356347	1	NULL
85061365952	1	NULL
85061366976	1	NULL
85061369227	1	NULL
85061371412	1	NULL
85061372680	1	NULL
85061374112	1	NULL
85061376721	1	NULL
85061377903	1	NULL
85061382198	1	NULL
85061384125	1	NULL
85061385584	1	NULL
85061386654	1	NULL
85061395739	1	NULL
85061396231	1	NULL
85061404016	1	NULL
85061405317	1	NULL
85062532146	2	10.1080/19386389.2018.1489449
85062568520	2	10.1080/19386389.2018.1488561
85062682597	1	10.3366/ijhac.2018.0202
85063322513	2	10.1080/19386389.2018.1540328
9444283363	1	10.1023/A:1017507019909
