id	doi	level	outgoing	incoming
41149104070	10.1093/llc/fqm044	1	1	12
41149115235	10.1093/llc/fqn007	1	0	0
41149116255	10.1093/llc/fqm041	1	4	26
41149122742	10.1093/llc/fqm039	1	4	1
41149151884	10.1093/llc/fqm037	1	1	0
41149156027	10.1093/llc/fqm043	1	0	0
41149161779	10.1093/llc/fqm025	1	6	6
41149171348	10.1093/llc/fqm038	1	2	0
41249083176	10.1007/s10579-007-9049-1	1	38	6
3843140883	10.1023/A:1002681919510	1	5	75
41249084931	10.1007/s10579-007-9050-8	1	18	106
41249085178	10.1007/s10579-007-9043-7	1	18	26
41249089821	10.1007/s10579-008-9063-y	1	10	22
41249092108	10.1007/s10579-007-9048-2	1	12	274
41349083192	10.1007/s10579-007-9059-z	1	4	16
41349083407	10.1007/s10579-007-9056-2	1	14	30
41349089489	10.1007/s10579-007-9055-3	1	24	54
41349090787	10.1007/s10579-007-9051-7	1	6	4
41349100025	10.1007/s10579-007-9053-5	1	32	94
41349105900	10.1007/s10579-007-9052-6	1	34	6
41349108337	10.1007/s10579-007-9060-6	1	20	66
41349109504	10.1007/s10579-007-9058-0	1	30	20
41349114281	10.1007/s10579-007-9054-4	1	8	104
41349123360	10.1007/s10579-007-9061-5	1	8	224
41349123767	10.1007/s10579-007-9057-1	1	36	64
44449097180	10.1093/llc/fqm048	1	0	1
44449122882	10.1093/llc/fqn004	1	4	15
44449145029	10.1093/llc/fqm029	1	9	15
44449145586	10.1093/llc/fqn005	1	7	5
44449177126	10.1093/llc/fqn003	1	7	68
4744344863	10.1023/A:1002485918032	1	2	61
49049118654	10.1007/s10579-008-9067-7	1	6	18
49049121031	10.1007/s10579-008-9064-x	1	12	82
4344714316	10.1023/A:1002629217152	1	6	22
4644325319	10.1023/A:1013111213156	1	0	3
49049086909	10.1007/s10579-008-9066-8	1	6	20
49049088905	10.1007/s10579-008-9068-6	1	22	8
49049099618	10.1007/s10579-007-9038-4	1	0	28
49049101494	10.1007/s10579-007-9037-5	1	6	4
49049098092	10.1007/s10579-007-9045-5	1	8	20
49049101851	10.1007/s10579-008-9071-y	1	16	4
49049105173	10.1007/s10579-007-9047-3	1	18	6
49049111583	10.1007/s10579-008-9062-z	1	0	8
49049116110	10.1007/s10579-008-9065-9	1	4	8
52549084087	10.1023/A:1011877503081	1	2	0
52549086535	NULL	1	4	70
52549087864	NULL	1	10	0
52549087053	NULL	1	2	22
52549094290	NULL	1	4	6
52549096224	NULL	1	4	6
52549096781	NULL	1	10	92
52549094569	NULL	1	12	8
52549098129	NULL	1	2	0
52549101733	NULL	1	0	0
52549104040	NULL	1	0	0
52549106646	NULL	1	10	18
52549111139	NULL	1	0	0
52549111141	NULL	1	2	4
52549112164	NULL	1	0	0
52549114228	NULL	1	38	32
52549115783	NULL	1	4	4
52549119993	NULL	1	0	10
52549121754	NULL	1	10	6
52549122300	10.1023/A:1017507019909	1	2	0
52549119698	NULL	1	24	0
52549125228	NULL	1	12	8
52549130242	NULL	1	8	4
52649090277	NULL	1	2	2
52649094410	NULL	1	0	4
52649094411	NULL	1	4	6
52649103080	NULL	1	0	10
52649090813	NULL	1	0	6
52649106028	NULL	1	0	2
52649124874	NULL	1	6	0
52649129328	NULL	1	4	0
52649130360	NULL	1	2	0
52649136622	NULL	1	8	0
52649139515	NULL	1	0	0
52649142777	NULL	1	10	2
52649167899	NULL	1	2	8
52649180102	NULL	1	4	14
52849083533	NULL	1	0	0
52849086107	NULL	1	0	8
52849088764	NULL	1	0	6
52849089182	NULL	1	2	6
52849089803	NULL	1	0	2
52649149887	NULL	1	2	0
52649164154	NULL	1	0	2
52849090704	NULL	1	0	28
52849093640	NULL	1	2	0
52849098151	NULL	1	0	4
52849096082	NULL	1	4	2
52849099957	NULL	1	0	6
52849100267	NULL	1	2	10
52849101121	NULL	1	2	4
52849102613	NULL	1	4	76
52849104686	NULL	1	0	10
52849104687	NULL	1	4	8
52849106471	NULL	1	2	0
52849107972	NULL	1	0	28
52849108259	NULL	1	0	8
52849108560	NULL	1	4	0
52849108848	NULL	1	0	2
52849109731	NULL	1	0	0
52849109732	NULL	1	0	0
52849109853	NULL	1	2	2
52849110781	NULL	1	0	18
52849118299	NULL	1	0	4
52849118930	NULL	1	2	0
52849120105	NULL	1	2	2
52849123986	NULL	1	2	6
52849119230	NULL	1	2	0
52849126130	NULL	1	6	2
52849138556	NULL	1	6	0
52849129440	10.1023/A:1002419305990	1	4	2
52849130061	NULL	1	2	6
52849127187	NULL	1	2	0
54749087173	NULL	1	2	2
54749090499	NULL	1	2	2
55149087467	10.1093/llc/fqn018	1	5	10
55149088101	10.1093/llc/fqn010	1	3	13
55149090689	10.1093/llc/fqn016	1	1	30
55149092514	10.1093/llc/fqn015	1	14	42
55149101083	10.1093/llc/fqn021	1	4	4
55149101740	10.1093/llc/fqn025	1	0	0
55149105651	10.1093/llc/fqn013	1	1	7
55149118187	10.1093/llc/fqn014	1	5	12
55149120110	10.1093/llc/fqn020	1	3	32
55149122209	10.1093/llc/fqn017	1	15	8
56049104459	10.1007/s10579-008-9070-z	1	52	2
55949083644	10.1007/s10579-008-9073-9	1	28	30
55949093967	10.1007/s10579-008-9072-x	1	6	0
55949111641	10.1007/s10579-008-9069-5	1	10	8
59849095747	10.1007/s10579-009-9080-5	1	22	0
59849121845	10.1007/s10579-008-9079-3	1	36	28
59849093076	10.1007/s10579-008-9076-6	1	64	1062
60449120186	10.1007/s10579-009-9088-x	1	20	18
62549098674	10.1093/llc/fqn024	1	0	0
62549107121	10.1093/llc/fqn023	1	11	10
62549112222	10.1093/llc/fqn011	1	0	3
62549146257	10.1093/llc/fqn022	1	6	10
62549156318	10.1093/llc/fqn019	1	3	29
62549165250	10.1093/llc/fqn040	1	9	32
65149103098	10.1093/llc/fqn035	1	0	2
65449126724	10.1093/llc/fqn033	1	1	1
65449128883	10.1093/llc/fqn039	1	2	1
65449145995	10.1093/llc/fqn031	1	0	2
65449149100	10.1093/llc/fqn036	1	0	5
65449150971	10.1093/llc/fqn038	1	0	8
65449154385	10.1093/llc/fqn030	1	0	7
65449159022	10.1093/llc/fqn032	1	1	2
65449169259	10.1093/llc/fqn034	1	0	5
65449172032	10.1093/llc/fqn037	1	0	0
61449231565	10.1007/s10579-008-9078-4	1	2	16
66449087250	10.1093/llc/fqp024	1	9	8
66449089506	10.1093/llc/fqp012	1	0	0
66449091222	10.1093/llc/fqp005	1	0	3
66449092572	10.1093/llc/fqp008	1	8	1
66449092849	10.1093/llc/fqp001	1	1	2
66449094987	10.1093/llc/fqp007	1	7	6
66449106620	10.1093/llc/fqp006	1	6	9
66449110849	10.1093/llc/fqp013	1	0	0
66449112478	10.1093/llc/fqp010	1	2	19
66449132014	10.1093/llc/fqp003	1	8	4
66449134216	10.1093/llc/fqp009	1	6	38
61449125848	10.1007/s10579-008-9077-5	1	8	52
61449179072	10.1007/s10579-009-9082-3	1	10	14
61449103507	10.1007/s10579-008-9074-8	1	14	2
61449183621	10.1007/s10579-008-9075-7	1	10	28
61449202810	10.1007/s10579-007-9046-4	1	8	4
67649476215	10.1007/s10579-009-9091-2	1	18	4
67649535950	10.1007/s10579-009-9086-z	1	42	134
67649541701	10.1007/s10579-009-9083-2	1	24	68
67649545071	10.1007/s10579-009-9087-y	1	16	34
67649545074	10.1007/s10579-009-9085-0	1	40	30
69749086007	10.1093/llc/fqp016	1	4	1
69749086244	10.1093/llc/fqp017	1	2	7
69749094747	10.1093/llc/fqp014	1	0	0
69749096228	10.1093/llc/fqp020	1	0	6
69749102276	10.1093/llc/fqp019	1	3	3
69749112518	10.1093/llc/fqp015	1	3	7
69749113906	10.1093/llc/fqp018	1	6	2
69749122626	10.1093/llc/fqp023	1	5	2
69749124901	10.1093/llc/fqp021	1	0	0
69749125107	10.1093/llc/fqp022	1	1	0
71049118901	10.1093/llc/fqn044	1	2	0
71049132624	10.1093/llc/fqn043	1	2	1
71049165058	10.1093/llc/fqp002	1	10	28
71049171607	10.1093/llc/fqp026	1	1	1
71049172777	10.1093/llc/fqp027	1	4	5
71049173175	10.1093/llc/fqp025	1	6	1
71049179348	10.1093/llc/fqn012	1	8	50
70350699374	10.1007/s10579-009-9092-1	1	28	64
67649548357	10.1007/s10579-009-9084-1	1	50	136
70349762628	10.1093/llc/19.3.273	1	0	4
70350686154	10.1007/s10579-009-9081-4	1	12	890
70449535720	10.1007/s10579-009-9089-9	1	56	218
77950689225	10.1007/s10579-009-9096-x	1	4	6
77950689457	10.1007/s10579-009-9098-8	1	14	48
77950689529	10.1007/s10579-009-9101-4	1	4	198
77950689732	10.1007/s10579-009-9095-y	1	34	4
77950690207	10.1007/s10579-009-9097-9	1	22	40
77950691215	10.1007/s10579-009-9105-0	1	6	32
77950691321	10.1007/s10579-009-9094-z	1	8	20
77950691420	10.1007/s10579-009-9093-0	1	2	26
77950691664	10.1007/s10579-009-9099-7	1	8	14
77950692024	10.1007/s10579-009-9102-3	1	6	6
77950748123	10.1007/s10579-009-9100-5	1	16	20
77950761993	10.1007/s10579-009-9106-z	1	22	2
77952676244	10.1093/llc/fqp035	1	8	5
77952690936	10.1093/llc/fqp036	1	13	10
77952699907	10.1093/llc/fqp034	1	4	2
77952700995	10.1093/llc/fqp033	1	5	16
77952711583	10.1093/llc/fqp029	1	5	10
77952711910	10.1093/llc/fqp032	1	1	6
77952716905	10.1093/llc/fqp037	1	1	4
77952736367	10.1093/llc/fqp031	1	4	3
77953886062	10.1093/llc/fqq001	1	24	91
77953888758	10.1093/llc/fqq002	1	7	1
77953889498	10.1093/llc/fqp040	1	7	1
77953889906	10.1093/llc/fqp030	1	4	1
77953891695	10.1093/llc/fqp038	1	0	8
77953893283	10.1093/llc/fqq005	1	10	11
77953902718	10.1093/llc/fqp039	1	6	3
77953903020	10.1093/llc/fqq004	1	6	2
77950756086	10.1007/s10579-009-9104-1	1	20	16
77950758959	10.1007/s10579-009-9103-2	1	34	6
77953997532	10.1007/s10579-010-9122-z	1	0	0
77954027892	10.1007/s10579-010-9118-8	1	88	22
77954032408	10.1007/s10579-010-9117-9	1	2	2
77954035829	10.1007/s10579-010-9116-x	1	6	18
77956197365	10.1093/llc/fqq007	1	19	14
78650340284	10.1093/llc/fqq026	1	3	1
78650341336	10.1093/llc/fqq020	1	7	5
78650383071	10.1093/llc/fqq023	1	0	0
