id	doi	level	outgoing	incoming
000299627600004	10.1080/13569783.2011.566989	1	2	0
000299627600005	10.1080/13569783.2011.566991	1	6	0
000299627600006	10.1080/13569783.2011.566992	1	0	0
000299627600007	10.1080/13569783.2011.572370	1	0	3
000299627600008	10.1080/13569783.2011.566993	1	2	1
000299627600009	10.1080/13569783.2011.566994	1	0	0
000299627900001	10.1080/13569783.2011.589988	1	0	0
000299627900002	10.1080/13569783.2011.589993	1	1	1
000299627900003	10.1080/13569783.2011.589994	1	3	3
000299627900004	10.1080/13569783.2011.589995	1	1	0
000299627900005	10.1080/13569783.2011.589996	1	0	0
000299627900006	NULL	1	3	2
000299627900007	10.1080/13569783.2011.589997	1	2	2
000299627900008	10.1080/13569783.2011.589998	1	0	0
000299627900009	10.1080/13569783.2011.589999	1	1	2
000299627900010	10.1080/13569783.2011.590000	1	0	0
000299627900011	10.1080/13569783.2011.590001	1	0	0
000299627900012	NULL	1	0	0
000299627900013	NULL	1	0	0
000299627900014	NULL	1	0	0
000299627900015	NULL	1	0	0
000299627900016	NULL	1	0	0
000299629300001	10.1080/13569783.2011.616395	1	0	5
000299629300002	10.1080/13569783.2011.616399	1	4	3
000299629300003	10.1080/13569783.2011.617099	1	5	3
000299629300004	10.1080/13569783.2011.617101	1	1	3
000299629300005	10.1080/13569783.2011.617104	1	2	4
000299629300006	10.1080/13569783.2011.617106	1	2	7
000299629300007	10.1080/13569783.2011.617108	1	9	10
000299629300008	10.1080/13569783.2011.617110	1	8	9
000294122100001	10.1093/llc/fqr032	1	0	0
000294122100002	10.1093/llc/fqr025	1	0	0
000294122100003	10.1093/llc/fqr016	1	0	1
000294122100004	10.1093/llc/fqr020	1	2	5
000294122100005	10.1093/llc/fqr023	1	2	1
000294122100006	10.1093/llc/fqr029	1	3	8
000294122100007	10.1093/llc/fqr022	1	14	20
000294122100008	10.1093/llc/fqr031	1	3	17
000294122100009	10.1093/llc/fqr024	1	0	0
000294122100010	10.1093/llc/fqr019	1	0	0
000294122100011	10.1093/llc/fqr028	1	16	7
000294122100012	10.1093/llc/fqr015	1	4	2
000294122100013	10.1093/llc/fqr017	1	1	1
000294122100014	10.1093/llc/fqr021	1	2	0
000301985600001	10.1093/llc/fqs005	1	0	0
000301985600002	10.1093/llc/fqr049	1	4	5
000301985600003	10.1093/llc/fqr045	1	1	1
000301985600004	10.1093/llc/fqr043	1	7	0
000301985600005	10.1093/llc/fqr050	1	4	2
000301985600006	10.1093/llc/fqr038	1	0	1
000301985600007	10.1093/llc/fqr039	1	0	6
000301985600008	10.1093/llc/fqr048	1	2	5
000301985600009	10.1093/llc/fqr046	1	0	0
000301985600010	10.1093/llc/fqr036	1	0	0
000301985600011	10.1093/llc/fqr041	1	0	0
000301985600012	10.1093/llc/fqr051	1	0	1
000301985600013	10.1093/llc/fqr040	1	0	0
000301985600014	10.1093/llc/fqr047	1	0	0
000301985600015	10.1093/llc/fqr044	1	0	0
000301985600016	10.1093/llc/fqr052	1	0	0
000301985600017	10.1093/llc/fqr042	1	0	0
000302289800001	10.1080/13569783.2012.648981	1	0	0
000302289800002	10.1080/13569783.2012.648983	1	0	0
000302289800003	10.1080/13569783.2012.648985	1	2	0
000302289800004	10.1080/13569783.2012.648986	1	0	1
000302289800005	10.1080/13569783.2012.648987	1	0	1
000302289800006	10.1080/13569783.2012.648989	1	5	1
000302289800007	10.1080/13569783.2012.648991	1	1	7
000302289800008	10.1080/13569783.2012.648993	1	0	0
000302289800009	10.1080/13569783.2012.649000	1	0	1
000302289800010	10.1080/13569783.2012.649002	1	0	0
000302289800011	10.1080/13569783.2012.649003	1	0	0
000302289800012	10.1080/13569783.2012.649018	1	0	0
000302289800013	10.1080/13569783.2012.649019	1	0	0
000302289800014	10.1080/13569783.2012.649020	1	0	0
000302289800015	10.1080/13569783.2012.649021	1	0	0
000304174500001	10.1080/13569783.2012.670421	1	8	10
000304174500002	10.1080/13569783.2012.670422	1	5	1
000304174500003	10.1080/13569783.2012.670423	1	8	5
000304174500004	10.1080/13569783.2012.670424	1	0	0
000304174500005	10.1080/13569783.2012.670425	1	0	1
000304174500006	10.1080/13569783.2012.670426	1	3	2
000304174500007	10.1080/13569783.2012.670427	1	0	0
000304174500008	NULL	1	0	0
000304174500009	NULL	1	0	0
000304174500010	NULL	1	1	0
000304174500011	NULL	1	0	0
000304199900001	10.1093/llc/fqs004	1	0	17
000304199900002	10.1093/llc/fqs010	1	6	6
000304199900003	10.1093/llc/fqs002	1	3	5
000304199900004	10.1093/llc/fqs001	1	0	0
000304199900005	10.1093/llc/fqs003	1	15	18
000304199900006	10.1093/llc/fqs006	1	2	0
000304199900007	10.1093/llc/fqs011	1	17	1
000304199900008	10.1093/llc/fqs012	1	0	0
000304199900009	10.1093/llc/fqr053	1	0	0
000304199900010	10.1093/llc/fqs009	1	5	0
000304199900011	10.1093/llc/fqs008	1	1	0
000306831700001	10.1080/13569783.2012.694030	1	0	0
000306831700002	10.1080/13569783.2012.694028	1	6	3
000306831700003	10.1080/13569783.2012.694037	1	2	0
000306831700004	10.1080/13569783.2012.694033	1	4	0
000306831700005	10.1080/13569783.2012.694034	1	0	0
000306831700006	10.1080/13569783.2012.694032	1	0	2
000306831700007	10.1080/13569783.2012.694036	1	1	0
000306831700008	10.1080/13569783.2012.701444	1	0	1
000306831700009	10.1080/13569783.2012.694038	1	2	1
000306831700010	10.1080/13569783.2012.694035	1	0	0
000306831700011	10.1080/13569783.2012.694031	1	0	0
000306831700012	10.1080/13569783.2012.694026	1	0	0
000306831700013	10.1080/13569783.2012.694025	1	0	0
000306831700014	10.1080/13569783.2012.696340	1	0	0
000306831700015	10.1080/13569783.2012.694029	1	1	0
000310321000001	10.1080/13569783.2012.727621	1	3	2
000310321000002	10.1080/13569783.2012.727622	1	4	3
000310321000003	10.1080/13569783.2012.727623	1	1	5
000310321000004	10.1080/13569783.2012.727624	1	3	2
000310321000005	10.1080/13569783.2012.727625	1	2	2
000310321000006	10.1080/13569783.2012.727626	1	7	3
000310321000007	10.1080/13569783.2012.727627	1	2	1
000310321000008	10.1080/13569783.2012.727628	1	6	2
000310321000009	10.1080/13569783.2012.727629	1	0	4
000310373700001	10.1093/llc/fqs028	1	3	0
000310373700002	10.1093/llc/fqs034	1	3	3
000310373700003	10.1093/llc/fqs021	1	2	2
000310373700004	10.1093/llc/fqs017	1	2	1
000310373700005	10.1093/llc/fqs020	1	9	3
000310373700006	10.1093/llc/fqs014	1	5	21
000310373700007	10.1093/llc/fqs013	1	18	11
000310373700008	10.1093/llc/fqs025	1	0	0
000310373700009	10.1093/llc/fqs029	1	0	0
000310373700010	10.1093/llc/fqs022	1	1	0
