id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight	score<Perc AH pubs>	score<Perc DH pubs>	score<Perc DH pubs level 1>	score<Perc DH pubs level 2>	score<Perc DH pubs level 3>	description
2510	0	1.4946	-0.2578	2	978	4.8607	41024	4.875195E-05	0	0	0	0	<td>Astrophysical Journal; Monthly Notices of the Royal Astronomical Society; Astronomy and Astrophysics; Astronomical Journal; Astrophysical Journal Letters</td>
2297205	1	0.8708	-0.4336	2	2739	8.7531	40376	2.476719E-05	0	0	0	0	<td>Physical Review B - Condensed Matter and Materials Physics; Applied Physics Letters; Carbon; Journal of Physical Chemistry C; Nano Letters</td>
2256	2	0.2954	-0.3749	2	2672	8.3658	39255	0	0	0	0	0	<td>Desalination and Water Treatment; Journal of Hazardous Materials; Chemical Engineering Journal; Journal of Colloid and Interface Science; Bioresource Technology</td>
689313	3	0.6248	-0.4685	2	2374	7.4387	38941	5.135975E-05	2.567987E-05	0	0	2.567987E-05	<td>Applied Catalysis B: Environmental; Applied Surface Science; Journal of Physical Chemistry C; Journal of Photochemistry and Photobiology A: Chemistry; RSC Advances</td>
641721	4	0.7262	-0.1424	5	1218	6.1626	37599	0.0002127716	2.659645E-05	0	0	2.659645E-05	<td>Acta Petrologica Sinica; Lithos; Journal of Asian Earth Sciences; Precambrian Research; Ore Geology Reviews</td>
636011	5	1.2788	-0.1317	2	1345	7.3547	37118	0.002694111	2.694111E-05	0	0	2.694111E-05	<td>Physical Review A - Atomic, Molecular, and Optical Physics; Physical Review Letters; Physical Review A; International Journal of Theoretical Physics; Quantum Information Processing</td>
264423	6	0.8318	-0.1473	2	1979	5.7832	36683	0.0003543876	0.0001635635	0	0	0.0001635635	<td>Construction and Building Materials; Cement and Concrete Research; Cement and Concrete Composites; Materials and Structures/Materiaux et Constructions; Journal of Materials in Civil Engineering</td>
312276	7	0.5993	-0.5367	2	1997	6.3683	35707	0.0001400286	0	0	0	0	<td>Applied Physics Letters; Organic Electronics: physics, materials, applications; Journal of Physical Chemistry C; Advanced Materials; ACS applied materials & interfaces</td>
642034	8	0.3411	-0.5902	6	2184	8.6532	33649	0	0	0	0	0	<td>CrystEngComm; Acta Crystallographica Section E: Structure Reports Online; Crystal Growth and Design; Inorganic Chemistry Communication; Inorganic Chemistry</td>
1039	9	0.3232	0.7062	3	1997	9.2339	32881	0.008758858	0.004774794	0	9.12381E-05	0.004683556	<td>Journal of Business Research; Journal of Retailing and Consumer Services; Computers in Human Behavior; Journal of Services Marketing; International Journal of Retail and Distribution Management</td>
452900	10	0.9026	-0.4884	2	2003	6.2245	31827	6.283972E-05	0	0	0	0	<td>Applied Physics Letters; Applied Surface Science; Journal of Applied Physics; Materials Letters; Thin Solid Films</td>
153461	11	0.7676	-0.4817	2	2215	6.4117	31542	3.170376E-05	0	0	0	0	<td>Journal of Luminescence; Journal of Alloys and Compounds; Optical Materials; Journal of Rare Earths; Materials Research Bulletin</td>
60258	12	0.6549	0.5271	4	1895	7.309	31126	0.0005140397	0.0009638245	0	0	0.0009638245	<td>International Journal of Production Economics; European Journal of Operational Research; International Journal of Production Research; Computers and Industrial Engineering; Production and Operations Management</td>
744463	13	0.6458	0.0877	5	1693	3.735	30652	0.002185828	0	0	0	0	<td>Journal of Climate; Geophysical Research Letters; Journal of Geophysical Research; Climate Dynamics; Journal of Physical Oceanography</td>
223085	14	-0.8711	-0.1494	1	2797	7.2184	30579	3.270218E-05	0	0	0	0	<td>Journal of Clinical Oncology; Lung Cancer; Annals of Oncology; Cancer Chemotherapy and Pharmacology; Journal of Thoracic Oncology</td>
2318023	15	1.256	-0.2174	2	1109	4.1499	29854	0.0002344744	0	0	0	0	<td>Astronomy and Astrophysics; Astrophysical Journal; Monthly Notices of the Royal Astronomical Society; Astronomical Journal; Astrophysical Journal Letters</td>
1116570	16	-0.5125	0.4031	3	2490	5.3619	29467	0.001085961	0	0	0	0	<td>BMC Public Health; Public Health Nutrition; Appetite; International Journal of Obesity; International Journal of Behavioral Nutrition and Physical Activity</td>
468193	17	0.537	0.6803	3	1542	4.4575	27929	0.001468008	0.0001790254	0	3.580508E-05	0.0001432203	<td>Journal of Banking and Finance; Applied Financial Economics; Energy Economics; Journal of Empirical Finance; Journal of Futures Markets</td>
229557	18	0.8142	-0.4407	2	2449	5.7467	27533	7.26401E-05	0	0	0	0	<td>Carbon; Physical Review B - Condensed Matter and Materials Physics; Applied Physics Letters; Journal of Physical Chemistry C; Nano Letters</td>
3579143	19	0.1101	0.7579	3	1766	7.7012	27395	0.01784997	0.002409199	7.300602E-05	3.650301E-05	0.00229969	<td>Tourism Management; Annals of Tourism Research; Journal of Travel Research; Journal of Sustainable Tourism; Journal of Travel and Tourism Marketing</td>
512446	20	1.6295	-0.2851	2	839	4.3005	27356	0.0003655505	0	0	0	0	<td>Physical Review D - Particles, Fields, Gravitation and Cosmology; Journal of High Energy Physics; Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics; European Physical Journal C; Physical Review D</td>
809251	21	1.3595	-0.3877	2	924	5.9682	27163	0.0002208887	0	0	0	0	<td>Physical Review C - Nuclear Physics; Nuclear Physics A; Physical Review C; European Physical Journal A; Physical Review Letters</td>
382644	22	0.721	-0.488	2	1968	5.2021	26623	3.756151E-05	0	0	0	0	<td>Electrochimica Acta; Journal of Power Sources; Journal of Materials Chemistry A; RSC Advances; Carbon</td>
1438	23	0.6126	-0.4111	2	2811	7.5717	26423	0.0001892291	7.569163E-05	0	0	7.569163E-05	<td>Journal of Physical Chemistry C; Nano Letters; Optics Express; Langmuir; Nanoscale</td>
2845	24	-0.0277	0.828	3	1774	7.5177	26319	0.02241727	0.0005699305	0	0.0001139861	0.0004559444	<td>Journal of Applied Psychology; Leadership Quarterly; Journal of Organizational Behavior; International Journal of Human Resource Management; Leadership and Organization Development Journal</td>
733284	25	-0.1393	-0.0893	5	2736	12.1095	26166	0.001834442	7.643507E-05	0	0	7.643507E-05	<td>Molecular Phylogenetics and Evolution; Zootaxa; Molecular Biology and Evolution; PLoS ONE; Systematic Biology</td>
646955	26	-0.6046	-0.1395	5	2518	6.1274	25597	0	0	0	0	0	<td>Antimicrobial Agents and Chemotherapy; Journal of Antimicrobial Chemotherapy; Journal of Clinical Microbiology; International Journal of Antimicrobial Agents; Diagnostic Microbiology and Infectious Disease</td>
640576	27	0.3919	-0.3052	2	2386	4.9682	25581	0	0	0	0	0	<td>Journal of Membrane Science; Desalination; Desalination and Water Treatment; Separation and Purification Technology; Water Research</td>
8516	28	0.5137	-0.4144	2	3002	6.6309	25364	3.942596E-05	0	0	0	0	<td>Journal of Magnetism and Magnetic Materials; Journal of Alloys and Compounds; Journal of Applied Physics; Ceramics International; Journal of Physical Chemistry C</td>
290757	29	0.0136	0.0168	5	3508	5.3789	24853	0.0004023659	8.047318E-05	0	0	8.047318E-05	<td>Atmospheric Environment; Science of the Total Environment; Environmental Health Perspectives; Journal of the Air and Waste Management Association; Environmental Science & Technology</td>
315876	30	0.0209	-0.1974	5	2359	5.8574	24560	8.143322E-05	0	0	0	0	<td>Chemosphere; Environmental Science and Pollution Research; International Journal of Phytoremediation; Environmental Pollution; Ecotoxicology and Environmental Safety</td>
1030661	31	0.2525	0.725	3	2204	5.9909	24557	0.01221648	0.003420613	0	0.0004479375	0.002972676	<td>Research Policy; European Planning Studies; Technological Forecasting and Social Change; Technovation; Journal of Technology Transfer</td>
4149190	32	0.791	-0.5337	2	1648	5.1532	24525	0.0001223242	0	0	0	0	<td>Journal of Power Sources; Electrochimica Acta; Journal of Materials Chemistry A; ACS applied materials & interfaces; RSC Advances</td>
639882	33	0.0916	-0.2985	2	2860	5.6711	24478	4.085301E-05	4.085301E-05	0	0	4.085301E-05	<td>Materials Science and Engineering C; Journal of Materials Science: Materials in Medicine; Biomaterials; Journal of Biomedical Materials Research - Part A; Ceramics International</td>
293598	34	-0.4541	-0.2869	6	2846	8.7902	24459	0.000163539	0	0	0	0	<td>Journal of Essential Oil Research; Journal of Essential Oil-Bearing Plants; Industrial Crops and Products; Natural Product Communications; Natural Product Research</td>
601776	35	0.4111	0.7838	3	1011	3.5671	24455	0.004375383	0.0001226743	0	8.178287E-05	4.089143E-05	<td>Economics Letters; Journal of Economic Dynamics and Control; Journal of Monetary Economics; Economic Modelling; Journal of International Money and Finance</td>
922064	36	-0.1517	-0.0586	5	2262	7.3628	24351	0.0006570572	0	0	0	0	<td>Molecular Ecology; Conservation Genetics; Molecular Ecology Notes; Conservation Genetics Resources; PLoS ONE</td>
157227	37	0.5615	-0.0145	5	1977	4.4292	23774	0.0007991924	0	0	0	0	<td>Atmospheric Environment; Journal of Geophysical Research; Atmospheric Chemistry and Physics; Geophysical Research Letters; Atmospheric Research</td>
450594	38	-0.6394	0.2212	1	2798	5.1906	23537	0.0002549178	0	0	0	0	<td>Diabetes Care; Obesity; PLoS ONE; Diabetes Research and Clinical Practice; International Journal of Obesity</td>
892849	39	-0.4548	0.3806	3	2565	4.1574	23456	0.001918486	0	0	0	0	<td>Nicotine and Tobacco Research; Tobacco Control; Addictive Behaviors; BMC Public Health; Addiction</td>
58800	40	0.0986	-0.0843	5	1962	4.9944	23352	0.0006851662	0	0	0	0	<td>Soil Biology and Biochemistry; Plant and Soil; Forest Ecology and Management; Acta Ecologica Sinica; Global Change Biology</td>
553446	41	0.5776	-0.2764	2	2064	5.4136	23244	0.0001290656	4.302185E-05	0	0	4.302185E-05	<td>Energy & Fuels; Fuel; Bioresource Technology; Journal of Analytical and Applied Pyrolysis; Fuel Processing Technology</td>
2295500	42	-0.8675	-0.2251	1	2990	9.301	23072	4.334258E-05	0	0	0	0	<td>PLoS ONE; Oncotarget; Oncology Letters; Oncology Reports; Molecular Medicine Reports</td>
169001	43	0.893	-0.477	2	1433	4.0715	22942	4.358818E-05	8.717636E-05	0	0	8.717636E-05	<td>Journal of Power Sources; Solid State Ionics; International Journal of Hydrogen Energy; Journal of the Electrochemical Society; Ceramics International</td>
460993	44	1.1241	0.1847	4	1401	5.3472	22816	4.382889E-05	4.382889E-05	0	0	4.382889E-05	<td>IEEE Transactions on Automatic Control; Automatica; IET Control Theory and Applications; International Journal of Systems Science; Journal of the Franklin Institute</td>
97518	45	-0.5172	-0.069	5	2973	4.4206	22736	0.0003078818	0	0	0	0	<td>Journal of Virology; American Journal of Tropical Medicine and Hygiene; PLoS Neglected Tropical Diseases; PLoS ONE; Journal of Medical Entomology</td>
69087	46	0.6867	-0.4907	2	1768	4.4765	22256	4.49317E-05	0	0	0	0	<td>Journal of Power Sources; Electrochimica Acta; International Journal of Hydrogen Energy; Journal of Physical Chemistry C; Journal of the Electrochemical Society</td>
2211729	47	-0.4357	-0.092	5	3519	10.9922	22249	0.001258484	0.0001348375	0	4.494584E-05	8.989168E-05	<td>Bioinformatics; PLoS ONE; BMC Genomics; Nucleic Acids Research; BMC Bioinformatics</td>
829313	48	1.121	-0.2842	2	1465	5.5772	22210	0.001395768	0	0	0	0	<td>Optics Express; Applied Physics Letters; IEEE Transactions on Antennas and Propagation; Microwave and Optical Technology Letters; Physical Review B - Condensed Matter and Materials Physics</td>
487256	49	-0.258	-0.4833	6	2358	8.0555	22176	0	0	0	0	0	<td>Acta Crystallographica Section E: Structure Reports Online; Journal of Heterocyclic Chemistry; European Journal of Medicinal Chemistry; Bioorganic and Medicinal Chemistry Letters; Indian Journal of Heterocyclic Chemistry</td>
483760	50	0.0212	0.8655	3	1150	5.2985	22151	0.03381337	0.000722315	0.0001354341	0	0.000586881	<td>Teaching and Teacher Education; Australian Journal of Teacher Education; Journal of Teacher Education; Action in Teacher Education; Teachers and Teaching: Theory and Practice</td>
501218	51	0.2457	0.7132	3	1885	6.6613	22108	0.1165189	0.0007237199	4.52325E-05	0	0.0006784874	<td>Journal of Business Ethics; Journal of Cleaner Production; Business Strategy and the Environment; Sustainability; Corporate Social Responsibility and Environmental Management</td>
116301	52	0.0898	0.0251	5	1669	5.8093	22024	0.0007718852	4.540501E-05	0	0	4.540501E-05	<td>Hydrobiologia; Freshwater Biology; River Research and Applications; Transactions of the American Fisheries Society; North American Journal of Fisheries Management</td>
757733	53	0.3314	0.8502	3	988	4.0273	22003	0.01177112	4.544835E-05	0	0	4.544835E-05	<td>Journal of Corporate Finance; Journal of Financial Economics; Corporate Ownership and Control; Journal of Banking and Finance; Corporate Governance: An International Review</td>
647661	54	0.8595	-0.0337	5	1548	4.3448	21892	0.008359218	0.0003654303	0	0	0.0003654303	<td>Journal of Geophysical Research: Solid Earth; Geophysical Research Letters; Bulletin of the Seismological Society of America; Geophysical Journal International; Tectonophysics</td>
462866	55	0.408	-0.5424	6	1704	4.3132	21823	0	0	0	0	0	<td>Applied Physics Letters; Organic Electronics: physics, materials, applications; Synthetic Metals; Journal of Materials Chemistry C; Journal of Applied Physics</td>
2125969	56	-0.769	0.0569	1	2595	4.1766	21686	0.0006916905	0	0	0	0	<td>Vaccine; Asian Pacific Journal of Cancer Prevention; Gynecologic Oncology; PLoS ONE; International Journal of Cancer</td>
600326	57	0.0612	-0.3887	6	2836	6.3569	21616	0	0	0	0	0	<td>Electroanalysis; Sensors and Actuators, B: Chemical; Electrochimica Acta; Biosensors and Bioelectronics; Journal of Electroanalytical Chemistry</td>
256726	58	-0.7052	0.0212	1	2556	3.7351	21513	0.0005578023	9.296704E-05	0	0	9.296704E-05	<td>International Journal of Tuberculosis and Lung Disease; PLoS ONE; Journal of Clinical Microbiology; BMC Infectious Diseases; Antimicrobial Agents and Chemotherapy</td>
646210	59	0.2571	-0.4753	2	2272	5.8742	21408	0	0	0	0	0	<td>Macromolecules; Journal of Polymer Science, Part A: Polymer Chemistry; Polymer Chemistry; Polymer; Langmuir</td>
1473026	60	-0.6303	-0.1509	1	2928	7.7033	21391	0.0001869945	0	0	0	0	<td>PLoS ONE; Applied and Environmental Microbiology; Scientific Reports; Frontiers in Microbiology; British Journal of Nutrition</td>
260345	61	-0.1267	-0.1592	5	3047	4.553	21273	9.401589E-05	0	0	0	0	<td>Chemosphere; Environmental Science & Technology; Science of the Total Environment; Environmental Pollution; Environmental Science and Pollution Research</td>
4121444	62	1.0054	-0.4768	2	1333	3.6162	21210	0.0001414427	0	0	0	0	<td>Journal of the American Ceramic Society; Journal of Applied Physics; Applied Physics Letters; Ceramics International; Journal of Alloys and Compounds</td>
286219	63	0.5671	0.5812	4	1738	5.0408	21206	0.003536735	0.0005658776	0	9.431293E-05	0.0004715647	<td>Transportation Research Record; Transportation Research, Part A: Policy and Practice; Journal of Transport Geography; Transport Policy; Transportation Research, Series B: Methodological</td>
28986	64	-0.3639	-0.1278	5	2457	4.9266	21177	0.0001888842	0	0	0	0	<td>Aquaculture; Aquaculture Research; Aquaculture Nutrition; Fish and Shellfish Immunology; Journal of the World Aquaculture Society</td>
619083	65	1.0372	0.3673	4	1472	7.4675	21176	0.0004250094	4.722327E-05	0	0	4.722327E-05	<td>International Journal of Distributed Sensor Networks; Wireless Personal Communications; Ad Hoc Networks; Wireless Networks; Chinese Journal of Sensors and Actuators</td>
461391	66	1.0968	-0.4353	2	1242	3.6975	21114	0	0	0	0	0	<td>Applied Physics Letters; Journal of Crystal Growth; Journal of Applied Physics; Physica Status Solidi (C) Current Topics in Solid State Physics; Physical Review B - Condensed Matter and Materials Physics</td>
50283	67	-0.4531	0.3696	3	2573	5.7174	21060	0.02188984	0.0001424501	4.748338E-05	4.748338E-05	4.748338E-05	<td>Journal of Autism and Developmental Disorders; Research in Autism Spectrum Disorders; Autism; Autism Research; Research in Developmental Disabilities</td>
31306	68	1.0546	0.0035	2	963	3.5698	21041	0.0008554726	0.0004752626	0	0	0.0004752626	<td>Engineering Structures; Earthquake Engineering and Structural Dynamics; Journal of Structural Engineering; Gong Cheng Li Xue/Engineering Mechanics; Earthquake Engineering and Engineering Vibration</td>
230576	69	0.6111	-0.4664	2	2704	5.5314	20923	4.779429E-05	0	0	0	0	<td>Journal of Physical Chemistry C; Nano Letters; Journal of the American Chemical Society; ACS Nano; Applied Physics Letters</td>
88449	70	0.097	-0.3167	6	2304	4.5954	20845	0	0	0	0	0	<td>Bioresource Technology; Industrial Crops and Products; BioResources; Biotechnology for Biofuels; Biomass and Bioenergy</td>
412156	71	0.821	-0.4947	2	1362	2.9786	20724	0	0	0	0	0	<td>Journal of Power Sources; Electrochimica Acta; Journal of the Electrochemical Society; Solid State Ionics; Journal of Alloys and Compounds</td>
4133359	72	0.3194	0.7275	3	1718	5.8577	20653	0.006052389	0.00711761	0	0.000435772	0.006681838	<td>Journal of Knowledge Management; Journal of Intellectual Capital; Journal of Business Research; Strategic Management Journal; Journal of Product Innovation Management</td>
460529	73	0.3819	-0.4704	2	2342	5.7476	20611	4.851778E-05	0	0	0	0	<td>Journal of Physical Chemistry B; Physical Chemistry Chemical Physics; Journal of Chemical & Engineering Data; Journal of Molecular Liquids; Journal of Chemical Thermodynamics</td>
727940	74	-0.314	-0.1078	5	1919	3.3055	20576	4.860031E-05	0	0	0	0	<td>Journal of Dairy Science; Animal Feed Science and Technology; Revista Brasileira de Zootecnia; Journal of Animal Science; Asian-Australasian Journal of Animal Sciences</td>
93747	75	-0.6795	0.0841	1	2822	5.0406	20525	4.872107E-05	0	0	0	0	<td>International Journal of COPD; Respiratory Medicine; Chest; European Respiratory Journal; American Journal of Respiratory and Critical Care Medicine</td>
1879889	76	1.096	-0.3831	2	1433	5.5784	20436	0.0001467998	0	0	0	0	<td>Materials Science & Engineering A: Structural Materials: Properties, Microstructure and Processing; Acta Materialia; Scripta Materialia; Computational Materials Science; Philosophical Magazine</td>
1871288	77	1.1688	-0.1491	2	994	2.8948	20315	0.0006399212	0	0	0	0	<td>Astrophysical Journal; Solar Physics; Astronomy and Astrophysics; Advances in Space Research; Journal of Geophysical Research</td>
70029	78	1.1296	-0.0931	2	1143	5.3699	20299	0.002512439	0	0	0	0	<td>Composite Structures; Journal of Sound and Vibration; International Journal of Mechanical Sciences; International Journal of Solids and Structures; Composites Part B: Engineering</td>
2017676	79	0.4952	0.1625	5	1879	4.0274	20290	0.005273534	4.928536E-05	0	0	4.928536E-05	<td>International Journal of Climatology; Journal of Hydrology; Theoretical and Applied Climatology; Journal of Climate; Water Resources Research</td>
803098	80	1.51	-0.1644	2	699	4.6099	20260	0.002270484	0	0	0	0	<td>Physical Review D - Particles, Fields, Gravitation and Cosmology; Journal of Cosmology and Astroparticle Physics; Monthly Notices of the Royal Astronomical Society; Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics; Physical Review D</td>
193846	81	0.7647	0.0993	5	1614	3.0711	20259	0.0004936078	9.872155E-05	0	0	9.872155E-05	<td>Monthly Weather Review; Quarterly Journal of the Royal Meteorological Society; Weather and Forecasting; Atmospheric Research; Journal of Geophysical Research</td>
1081207	82	1.1771	-0.0509	2	904	3.0536	20218	4.946088E-05	0	0	0	0	<td>Microwave and Optical Technology Letters; IEEE Transactions on Antennas and Propagation; IEEE Antennas and Wireless Propagation Letters; Electronics Letters; IET Microwaves, Antennas and Propagation</td>
2456698	83	-0.1035	-0.1479	5	2775	7.4803	20189	0.0003467234	4.953192E-05	0	0	4.953192E-05	<td>Applied and Environmental Microbiology; Frontiers in Microbiology; Environmental Microbiology; PLoS ONE; FEMS Microbiology Ecology</td>
2795773	84	1.1605	-0.2801	2	1020	2.5035	20092	0	0	0	0	0	<td>Physics of Plasmas; Nuclear Fusion; Plasma Physics and Controlled Fusion; Fusion Engineering and Design; Review of Scientific Instruments</td>
721117	85	-0.1842	0.6733	3	1354	3.8161	19979	0.1984584	0.001551629	0.0002002102	0.0002002102	0.001151209	<td>Reading and Writing; Journal of Speech, Language, and Hearing Research; Journal of Learning Disabilities; Reading Teacher; Language, Speech, and Hearing Services in Schools</td>
670319	86	0.5076	-0.4731	2	2357	4.6498	19921	5.019828E-05	0	0	0	0	<td>Synthetic Metals; Journal of Applied Polymer Science; Electrochimica Acta; Polymer; Sensors and Actuators, B: Chemical</td>
450961	87	0.7368	-0.3461	2	2619	5.9813	19737	0.0004053301	0.0001013325	0	0	0.0001013325	<td>Journal Physics D: Applied Physics; IEEE Transactions on Plasma Science; Plasma Sources Science and Technology; Plasma Processes and Polymers; Physics of Plasmas</td>
296705	88	0.1753	-0.0452	5	1616	4.0334	19663	0.0009154249	0	0	0	0	<td>Soil and Tillage Research; Geoderma; Soil Science Society of America Journal; Revista Brasileira de Ciencia do Solo; Agronomy Journal</td>
905569	89	0.7628	-0.1341	2	1310	3.9936	19594	5.103603E-05	0	0	0	0	<td>Shiyou Xuebao/Acta Petrolei Sinica; Natural Gas Geoscience; Marine and Petroleum Geology; Tianranqi Gongye/Natural Gas Industry; Petroleum Exploration and Development</td>
644426	90	1.3089	-0.3264	2	838	4.551	19563	0.0001022338	0	0	0	0	<td>Physical Review A - Atomic, Molecular, and Optical Physics; Physical Review Letters; Physical Review A; Journal of Physics B: Atomic, Molecular and Optical Physics; New Journal of Physics</td>
127827	91	-0.4284	0.5398	3	1920	3.9419	19544	0.003632829	0.0007163324	0	0	0.0007163324	<td>International Journal of Eating Disorders; Eating Behaviors; European Eating Disorders Review; Body Image; Appetite</td>
1214311	92	-0.1676	-0.1614	1	2209	3.0139	19542	0.0004093747	5.117184E-05	0	0	5.117184E-05	<td>Dental Materials; Operative Dentistry; Journal of Dentistry; Journal of Adhesive Dentistry; Dental Materials Journal</td>
318362	93	0.9779	-0.1939	2	1392	4.477	19360	5.165289E-05	0.0001033058	0	0	0.0001033058	<td>Composite Structures; Composites Science and Technology; Journal of Composite Materials; Composites - Part A: Applied Science and Manufacturing; Composites Part B: Engineering</td>
1243525	94	0.5874	-0.4805	2	2393	6.1469	19275	0.0001037613	0	0	0	0	<td>Journal of Chemical Physics; Journal of Chemical Theory and Computation; Journal of Physical Chemistry A; Physical Review B - Condensed Matter and Materials Physics; Chemical Physics Letters</td>
458465	95	0.7039	0.36	4	2988	5.9377	19230	0.005200208	0.006292252	0.0002080083	0.0003640146	0.005720229	<td>Physica A: Statistical Mechanics and its Applications; Physical Review E - Statistical, Nonlinear, and Soft Matter Physics; PLoS ONE; Scientific Reports; Europhysics Letters</td>
1042801	96	-0.6424	-0.1231	5	2699	4.4694	19218	0	0	0	0	0	<td>Journal of Clinical Microbiology; PLoS ONE; Antimicrobial Agents and Chemotherapy; Infection Control and Hospital Epidemiology; Journal of Antimicrobial Chemotherapy</td>
324979	97	0.8049	-0.1552	2	1632	3.387	19143	0	0	0	0	0	<td>Fuel; SAE International Journal of Engines; Neiranji Gongcheng/Chinese Internal Combustion Engine Engineering; Energy Conversion and Management; Energy</td>
315942	98	0.0011	-0.5414	6	2292	6.3172	19128	0	0	0	0	0	<td>Acta Crystallographica Section E: Structure Reports Online; Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy; Polyhedron; Journal of Coordination Chemistry; Journal of Molecular Structure</td>
19945	99	0.0486	-0.067	5	1869	4.7073	19128	0.000679632	5.227938E-05	0	0	5.227938E-05	<td>Marine Ecology - Progress Series; Journal of Experimental Marine Biology and Ecology; Estuarine, Coastal and Shelf Science; Marine Pollution Bulletin; Marine Biology</td>
1052031	100	-0.1134	0.1581	5	1981	4.3195	19071	0.002149861	5.243564E-05	5.243564E-05	0	0	<td>Journal of Wildlife Management; PLoS ONE; Wildlife Society Bulletin; Biological Conservation; Journal of Mammalogy</td>
1089975	101	0.6044	-0.4176	2	1796	3.2845	18999	5.263435E-05	0	0	0	0	<td>Liquid Crystals; Molecular Crystals and Liquid Crystals; Physical Review E - Statistical, Nonlinear, and Soft Matter Physics; Applied Physics Letters; Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics</td>
11661	102	0.7052	-0.5104	2	2056	4.7515	18971	0	0	0	0	0	<td>Applied Catalysis B: Environmental; Journal of Physical Chemistry C; Applied Catalysis A: General; Journal of Catalysis; Catalysis Today</td>
1281350	103	0.7159	-0.5427	2	1658	4.8819	18950	0	0	0	0	0	<td>Applied Catalysis B: Environmental; RSC Advances; Applied Surface Science; Journal of Physical Chemistry C; Journal of Materials Chemistry A</td>
100678	104	0.177	-0.1875	5	2043	3.72	18945	5.278438E-05	5.278438E-05	0	0	5.278438E-05	<td>Bioresource Technology; International Journal of Hydrogen Energy; Water Science and Technology; Water Research; Waste Management</td>
303191	105	0.7101	0.4156	4	2451	6.7966	18909	0.003120207	0.01528373	0	0.0001586546	0.01512507	<td>Journal of Intelligent and Fuzzy Systems; Expert Systems with Applications; European Journal of Operational Research; Information Sciences; Fuzzy Sets and Systems</td>
53488	106	-0.3604	0.3061	3	2061	4.8445	18832	0.004672897	0.0001062022	0	0	0.0001062022	<td>Gait and Posture; Experimental Brain Research; Journal of Physical Therapy Science; Journal of Biomechanics; PLoS ONE</td>
2229937	107	0.5561	-0.5017	2	1672	3.6325	18827	5.311521E-05	0	0	0	0	<td>Microporous and Mesoporous Materials; Applied Catalysis A: General; Journal of Physical Chemistry C; Journal of Catalysis; Journal of Physical Chemistry B</td>
426097	108	1.186	-0.184	2	815	2.766	18760	0.0001066098	0	0	0	0	<td>Journal of Geophysical Research; Geophysical Research Letters; Annales Geophysicae; Physics of Plasmas; Astrophysical Journal</td>
228308	109	-0.7091	-0.1799	1	2802	6.7359	18755	5.331912E-05	0	0	0	0	<td>Journal of Alzheimer's Disease; Journal of Biological Chemistry; Neurobiology of Aging; Journal of Neuroscience; PLoS ONE</td>
4746	110	0.5948	0.2805	4	2159	5.1731	18707	0.007537285	0.0009622067	0	5.345593E-05	0.0009087507	<td>Energy and Buildings; Building and Environment; Energy Policy; Applied Energy; Journal of Cleaner Production</td>
276346	111	-0.2443	0.7324	3	1686	5.4901	18693	0.02353822	0.001658375	0.0001069919	0	0.001551383	<td>Journal of Homosexuality; AIDS and Behavior; Archives of Sexual Behavior; Journal of Gay and Lesbian Social Services; Journal of Bisexuality</td>
416185	112	0.0862	0.8869	3	1355	6.6863	18691	0.05029158	0.004280135	0.0001070034	0.000160505	0.004012627	<td>Urban Studies; International Journal of Urban and Regional Research; Environment and Planning A; Cities; Housing Studies</td>
642266	113	-0.4137	-0.3239	6	2923	7.2603	18665	5.357621E-05	0	0	0	0	<td>Journal of Controlled Release; International Journal of Pharmaceutics; Biomaterials; Colloids and Surfaces B: Biointerfaces; Biomacromolecules</td>
814710	114	-0.8352	-0.0473	1	2412	4.7464	18584	0.001506672	0	0	0	0	<td>Head and Neck; Oral Oncology; Laryngoscope; International Journal of Radiation Oncology Biology Physics; European Archives of Oto-Rhino-Laryngology</td>
458361	115	-0.3096	0.3777	3	2561	5.8907	18573	0.006514833	0.0001615248	5.38416E-05	5.38416E-05	5.38416E-05	<td>NeuroImage; Human Brain Mapping; PLoS ONE; Journal of Neuroscience; Cerebral Cortex</td>
646218	116	1.025	-0.4596	2	1536	5.0528	18401	5.434487E-05	0	0	0	0	<td>Journal of Electronic Materials; Journal of Applied Physics; Journal of Alloys and Compounds; Applied Physics Letters; Physical Review B - Condensed Matter and Materials Physics</td>
408226	117	0.216	0.2131	5	1569	5.0339	18318	0.4551807	0.03057102	0	0	0.03057102	<td>Quaternary Science Reviews; Quaternary International; Holocene; Radiocarbon; Journal of Paleolimnology</td>
243450	118	0.0839	0.0515	5	1781	4.2367	18285	0.0004922067	0	0	0	0	<td>Forest Ecology and Management; Canadian Journal of Forest Research; Journal of Vegetation Science; Journal of Ecology; Plant Ecology</td>
1891718	119	0.6044	-0.5276	2	1748	3.3027	18283	0	0	0	0	0	<td>Journal of Physical Chemistry C; Electrochimica Acta; RSC Advances; Journal of Power Sources; Journal of Materials Chemistry A</td>
